u,v,AA
189,842,0.0
93,311,0.0
392,316,0.0
111,362,0.0
637,613,0.0
799,422,0.0
277,83,0.0
447,673,0.0
856,205,0.0
856,122,0.0
402,371,0.0
621,108465,0.0
341,445,0.14285714285714285
184,371,0.0
627,207,0.0
534,627,0.0
541,713,0.0
795,279,0.0
572,713,0.0
326,27687,0.043478260869565216
342,422,0.015384615384615385
318,279,0.0
83,71,0.0
87,699,0.0
551,503,0.0
317,444,0.0
445,637,0.04038461538461539
795,136,0.0
784,316,0.0
59,71,0.0625
422,527,0.14285714285714285
318,831,0.0
825,71,0.0
372,342,0.05
37,796,0.0
541,381,0.0
437,578,0.0
381,718,0.034482758620689655
26,92,0.16179947156167432
446,550,0.0
770,309844,0.14285714285714285
863,703,0.0
30,170,0.0
235,729,0.0
83,634,0.03571428571428571
332,550,0.0
578,428,0.0
634,799,0.0
842,521,0.0
486,842,0.03571428571428571
92,184,0.0
60,305,0.0
1,370,0.0
448,457,0.0
149,133,0.0
608,219,0.0
722,231,0.0
541,697,0.0
274,157,0.0
719,37,0.0
2089740,446,0.0
718,299,0.0
91,856,0.1
571,404,0.625
292,40,0.0
279,657,0.0
740,765,0.0
627,373,0.0
550,44,0.0
580,357,0.025
384,430,0.0
745,557,0.0
92,37,0.03571428571428571
791,404,0.2
384,232,0.0
305,360,0.0
121,93,0.0
718,541,0.0
791,431,0.0
781,37,0.0
551,99,0.0
863,392,0.0
299,888,0.0
363,203,0.0
609,362,0.0
680,514,0.06512605042016806
770,432,0.0
279,721,0.0
519,194,0.0
341,157,0.0
609,363,0.0
122,60,0.08834586466165413
563,914,0.0
706,145,0.0
748,313,0.0
406,916,0.0
122,231,0.0
567,123,0.0
318,9,0.0
292,303,0.0
832,72,0.0
404,292,0.5357142857142857
543,722,0.0
93,46,0.0
106,422,0.015384615384615385
550,55,0.025
77,528,0.0
164,92,0.0
242,391,0.0
75,350,0.0
837,439,0.0
322,1,0.0
203,121,0.0
342,414,0.0
657,615,0.015384615384615385
512,489,0.03571428571428571
557,529,0.0
34,22,0.015384615384615385
390,149,0.0
312,75,0.0
318,85,0.0
369,71,0.0
275,219,0.0
205,233,0.0
700,266,0.0
406,614,0.0
233,332,0.15824175824175823
162,439,0.015384615384615385
30,462,0.0625
1,831,0.0
667,235,0.0
288,232,0.0
111,71,0.0
13,486,0.03571428571428571
225,825,0.0
44,296,0.0
479,193,0.0
279,145,0.0
75,522,0.029411764705882353
30,580,0.03571428571428571
277,303,0.0
266,445,0.0
133,459,0.0
233,106,0.06538461538461539
267,525,0.02127659574468085
580,917,0.0
225,63,0.0
394,8,0.0
231,287,0.0
60,550,0.0
309844,71,0.0
714,147,0.0
296,538,0.0
184,76,0.0
13,551,0.10714285714285714
519,550,0.0
136,730,0.0
361,384,0.0
791,796,0.0
123,779,0.0
615,137,0.0
745,842,0.0
37,111,0.0
322,518,0.034482758620689655
613,26,0.02127659574468085
233,1384652,0.1242081447963801
311,373,0.0
34,784,0.1
225,673,0.0
897,390,0.0
233,350,0.015384615384615385
162,775,0.0
383,308,0.09453781512605042
479,37,0.0
797,578,0.0
296,840,0.0
528,198,0.0
327,462,0.0
219,770,0.0
274,380,0.08333333333333333
8,550,0.0
613,706,0.0
2089740,398,0.0
578,72,0.0
188,115,0.02127659574468085
224,157,0.0
825,758,0.0
115,784,0.0
46,369,0.0
30,63,0.0
1384652,285,0.07692307692307693
115,779,0.0
55,406,0.0
99,842,0.0
697,39,0.0
431,195,0.0
266,205,0.0
659,285,0.0
813,95,0.0
136,414,0.05
861,341,0.0
512,792,0.0
782,547,0.0
25,398,0.05
257,34,0.03666121112929624
834,30,0.0
75,136,0.0
203,713,0.0
259,147,0.0
170,716,0.0
528,380,0.0
547,206,0.0
419,748,0.0
308,726,0.0510989010989011
308,439,0.015384615384615385
392,371,0.0
75,429,0.0
242,431,0.0
309844,852,0.0
296,145,0.0
547,741,0.0
636,188,0.0
203,547,0.0
810,437,0.015384615384615385
93,111,0.0
779,364,0.0
697,49,0.0
384,108465,0.038461538461538464
2521991,206,0.0
716,302,0.0
370,697,0.0
202,200,0.0
700,645,0.0
522,63,0.0
391,914,0.0
308,238,0.0
522,322,0.0
1,916,0.0
370,27687,0.0
12081,457,0.0
770,350,0.0
317,304,0.0
312,309844,0.0
888,799,0.0
361,234,0.0
357,598,0.0
304,462,0.1111111111111111
67,785,0.0
518,557,0.0
872,404,0.0
147,194,0.0
888,372,0.0
308,313,0.0
889,462,0.0
370,551,0.0
296,680,0.1111111111111111
296,115,0.0
916,264,0.0
13,146270,0.0
12081,609,0.0
361,842,0.0
92,363,0.0
479,1384652,0.06346153846153846
108465,634,0.0
922,406,0.0
96,146270,0.0
77,145,0.0
71,60,0.03571428571428571
60,398,0.0
784,267,0.1
303,627,0.0
852,404,0.0
394,842,0.0
765,146270,0.0
889,2521991,0.0
288,834,0.0
551,775,0.0
198,889,0.0
745,605,0.0
447,444,0.0
149,572,0.0
667,1384652,0.07420814479638009
444,342,0.0
580,755,0.0
313,519,0.0
30,12081,0.0
611,525,0.0
44,878,0.0
556,825,0.0
763,147,0.09090909090909091
842,422,0.0
832,758,0.0
713,313,0.0
72,203,0.0
765,402,0.0
285,27687,0.0
914,462,0.25
619,608,0.015384615384615385
431,149,0.0
729,275,0.02127659574468085
95,380,0.0
137,91,0.13571428571428573
716,673,0.0
557,341,0.05263157894736842
259,781,0.0
376,567,0.0
567,414,0.0
598,288,0.0
377,12081,0.0
390,85,0.0
371,186,0.0
76,380,0.058823529411764705
267,26,0.12500707579095036
645,164,0.0
288,522,0.0
115,528,0.0
423,364,0.0
370,755,0.0
163,799,0.0
35,613,0.0
123,503,0.0
233,35,0.1242081447963801
779,914,0.0
837,825,0.0
430,557,0.0
372,195,0.0
718,264,0.0
133,631,0.0
631,613,0.0
95,598,0.0
304,123,0.0
740,432,0.0
751,483,0.0
370,619,0.0
58,727,0.0
383,580,0.060714285714285714
493,75,0.029411764705882353
55,431,0.0
170,377,0.0
810,1384652,0.08681318681318681
362,432,0.0
27687,96,0.0
840,703,0.0
205,357,0.0
567,568,0.0
206,432,0.0
91,55,0.5050428295109146
578,863,0.0
204,342,0.015384615384615385
609,186,0.0
721,67,0.0
863,507,0.0
398,2521991,0.0
714,578,0.16666666666666666
703,550,0.0
837,718,0.03571428571428571
914,1384652,0.0
619,645,0.0
680,194,0.0
796,726,0.13238770685579196
837,578,0.0
95,475,0.0
25,514,0.0
431,147,0.0
26,572,0.03571428571428571
369,785,0.0
5,234,0.0
342,33,0.015384615384615385
224,813,0.0
274,770,0.0
322,296,0.0
35,309844,0.08333333333333333
784,573,0.0
383,363,0.1111111111111111
207,1,0.0
63,55,0.0
462,897,0.0
63,376,0.0
76,861,0.0
372,188,0.0
637,861,0.0
755,637,0.0
219,369,0.047619047619047616
637,145,0.25
657,741,0.0
889,242,0.0
235,716,0.0
149,275,0.0
667,543,0.0
445,203,0.0
5,745,0.0
914,922,0.0
308,825,0.0
614,5,0.0
122,700,0.0
92,432,0.12762605042016806
383,186,0.05263157894736842
439,111,0.25
370,810,0.0
861,349,0.0
917,563,0.0
267,637,0.2153846153846154
446,371,0.0
922,326,0.0
116,30,0.09821428571428571
572,115,0.0
727,619,0.0
745,121,0.0
922,99,0.0
810,381,0.12698412698412698
615,370,0.0
598,446,0.0
311,573,0.0
423,111,0.0
745,730,0.0
507,888,0.0
372,751,0.0
580,285,0.0
259,266,0.0
861,115,0.0
706,123,0.025
718,462,0.0
657,878,0.0
313,122,0.0
666,13,0.0
242,779,0.0
189,444,0.0
422,525,0.0
840,737,0.0
914,422,0.0
608,891,0.16666666666666666
614,394,0.0
188,404,0.02127659574468085
225,733,0.015384615384615385
63,30,0.0
765,605,0.0
550,448,0.0
636,657,0.0
680,598,0.0
784,60,0.0
700,49,0.0
619,573,0.015384615384615385
203,35,0.0
157,342,0.0
563,322,0.0
313,380,0.0
332,775,0.0
700,714,0.0
242,667,0.0
605,755,0.0
391,838,0.0
785,224,0.0
1384652,445,0.16538461538461538
791,419,0.0
785,503,0.08333333333333333
621,536,0.0
147,188,0.0
60,40,0.0
117,146270,0.0
76,437,0.0
543,444,0.0
512,233,0.0
22,740,0.0
95,657,0.0
304,203,0.0
431,349,0.0
360,448,0.0
543,146270,0.0
785,528,0.0
758,146270,0.0
588,371,0.0
304,9,0.0
423,462,0.11904761904761904
136,1384652,0.10882352941176471
430,238,0.1111111111111111
538,792,0.0
852,162,0.0
383,313,0.0
71,567,0.015384615384615385
878,35,0.0
8,232,0.0
288,137,0.043478260869565216
17,834,0.0
63,242,0.0
115,170,0.0
522,627,0.0
380,437,0.0
763,430,0.0
512,234,0.0
133,42,0.0
462,404,0.0
364,529,0.0
519,42,0.0
448,876,0.0
22,194,0.0
423,563,0.0
350,360,0.0
428,876,0.0
680,659,0.0
274,556,0.0
149,76,0.0
163,428,0.0
755,299,0.0
459,507,0.0
313,876,0.0
108465,394,0.0
34,775,0.0
459,195,0.0
572,85,0.0
357,432,0.015384615384615385
26,9,0.0
305,363,0.0
462,27687,0.0
27687,889,0.0
362,1384652,0.2011494252873563
242,1384652,0.0
327,423,0.015384615384615385
878,200,0.0
700,475,0.0
44,659,0.0
479,194,0.025
224,547,0.0
784,274,0.0
392,91,0.0
550,327,0.025
360,71,0.0
538,840,0.0
726,528,0.0
95,76,0.0
810,12081,0.0
377,571,0.0
392,184,0.0
891,279,0.0
483,203,0.0
25,528,0.0
699,785,0.0
419,782,0.0
285,77,0.0
235,200,0.0
46,327,0.08193979933110368
318,186,0.0
224,550,0.0
550,370,0.0
428,377,0.0
35,49,0.043478260869565216
572,459,0.0
327,238,0.0
721,373,0.0
122,42,0.2879432624113475
796,430,0.0
422,133,0.1111111111111111
266,770,0.0
72,763,0.05263157894736842
852,645,0.0
316,83,0.0
349,200,0.0
872,431,0.0
631,96,0.0
108465,838,0.0
146270,392,0.0
259,543,0.0
659,2521991,0.0
534,27687,0.025
538,26,0.0
557,376,0.0
608,700,0.0
313,72,0.0
303,922,0.0
572,49,0.0
667,889,0.058823529411764705
143,188,0.0
512,775,0.0
384,729,0.0
457,326,0.0
332,580,0.0
718,784,0.0
108465,876,0.0
730,825,0.0
1384652,77,0.058823529411764705
634,233,0.0
396,202,0.2317899491812535
810,35,0.07094017094017094
621,631,0.0
371,164,0.0
49,77,0.0
588,189,0.0
381,419,0.2338235294117647
93,832,0.0
106,42,0.0
528,634,0.0
292,33,0.0
311,312,0.0
785,837,0.0
285,832,0.0
791,277,0.0
917,72,0.0
95,59,0.0
615,493,0.04479638009049774
726,541,0.0
195,563,0.0
304,571,0.2625
143,733,0.0
194,341,0.03571428571428571
206,831,0.0
483,758,0.11218568665377177
834,146270,0.1
745,615,0.0
396,863,0.0
634,741,0.0
231,636,0.0
419,758,0.1468253968253968
503,486,0.0
631,93,0.0
381,202,0.0
878,758,0.0
404,863,0.0
231,615,0.015384615384615385
792,287,0.0
659,423,0.23846153846153847
719,27687,0.0
763,475,0.0
567,888,0.0
680,63,0.0
422,394,0.14285714285714285
76,170,0.0
813,863,0.0
680,364,0.0
512,17,0.0
922,534,0.0
202,234,0.0
527,758,0.02127659574468085
402,163,0.0
111,285,0.0
157,673,0.0
522,726,0.06512605042016806
598,730,0.0
613,745,0.0
137,755,0.0
525,861,0.0
745,489,0.0
75,525,0.0
145,342,0.0
39,444,0.0
207,398,0.0
813,398,0.0
95,431,0.0
402,238,0.0
573,392,0.05
722,404,0.0
755,740,0.0
791,737,0.0
361,285,0.0
145,856,0.0
274,296,0.0
26,571,0.06666666666666667
317,87,0.0
311,758,0.0
46,831,0.0
157,275,0.0
567,404,0.16166121112929624
775,27687,0.0
608,149,0.0
422,264,0.0
402,390,0.0
2521991,406,0.0
146270,285,0.0
713,49,0.0
309844,2521991,0.0
235,659,0.0
391,611,0.0
59,1,0.0
722,296,0.0
224,673,0.0
312,313,0.0
889,543,0.0
238,157,0.0
529,9,0.0
755,361,0.0
813,567,0.02127659574468085
230,621,0.0
563,557,0.0
621,740,0.0
146270,721,0.125
613,518,0.02127659574468085
206,852,0.0
92,85,0.0
459,557,0.0
447,143,0.0
44,547,0.08204334365325078
242,304,0.0
609,275,0.0
242,536,0.0
852,143,0.0
748,2521991,0.0
572,362,0.0
795,609,0.0
136,2089740,0.0
342,143,0.0
25,556,0.3067105308484619
309844,888,0.0
198,541,0.0
204,303,0.0
459,578,0.0
528,232,0.0
384,357,0.05384615384615385
726,563,0.0
615,740,0.0
371,317,0.0
394,897,0.0
318,147,0.0
55,362,0.0
350,1,0.0
922,543,0.0
384,609,0.038461538461538464
614,733,0.0
2521991,207,0.0
296,219,0.0
680,578,0.0
608,117,0.0
311,219,0.0
457,207,0.0
30,225,0.0
716,380,0.0
5,275,0.015384615384615385
238,362,0.0
219,432,0.0
184,63,0.0
34,370,0.1984126984126984
121,673,0.0
35,518,0.034482758620689655
518,342,0.02127659574468085
444,852,0.0
459,414,0.0
751,667,0.0
27687,741,0.0
748,503,0.0
51,840,0.0
445,611,0.025
357,205,0.0
598,238,0.0
810,448,0.015384615384615385
27687,580,0.025
856,309844,0.0
72,186,0.0
722,791,0.0
414,288,0.0
364,2521991,0.0
703,796,0.0
889,200,0.0
67,457,0.0625
136,303,0.0
621,398,0.0
645,275,0.0
332,360,0.0
914,357,0.0
419,207,0.0
402,309844,0.0
609,863,0.0
247,72,0.0
76,852,0.0
714,13,0.1468253968253968
189,741,0.0
357,631,0.0
917,188,0.0
230,77,0.0
77,716,0.0
311,797,0.0
785,230,0.0
305,428,0.0
878,72,0.0
149,188,0.0
162,615,0.015384615384615385
792,67,0.0625
296,423,0.015384615384615385
770,164,0.0
147,781,0.0
95,233,0.0
189,232,0.0
563,95,0.0
483,916,0.0
825,627,0.0
697,897,0.1
914,568,0.0
111,373,0.0
377,429,0.0
414,406,0.0
483,556,0.025
121,55,0.125
608,737,0.0
279,72,0.0
277,360,0.0
37,162,0.015384615384615385
95,394,0.0
567,437,0.03666121112929624
512,740,0.0
364,402,0.0
266,914,0.0
897,376,0.0
605,58,0.038461538461538464
507,93,0.0
519,274,0.0
384,459,0.0
572,897,0.0
543,394,0.0
46,1,0.0
917,299,0.0
341,791,0.0
195,863,0.0
147,856,0.0
719,46,0.0
58,242,0.0
357,63,0.0
598,71,0.0
486,703,0.0
30,475,0.0
292,309844,0.0
832,376,0.0
93,143,0.0
95,381,0.0
700,313,0.0
219,605,0.0
33,92,0.0
313,431,0.0
551,619,0.0
349,122,0.058823529411764705
44,730,0.0
699,232,0.0
680,59,0.05263157894736842
303,486,0.0
673,164,0.0
25,326,0.0
309844,264,0.0
27687,551,0.0
608,402,0.025
697,755,0.1
257,371,0.0
305,727,0.0
543,402,0.0
279,76,0.0
186,111,0.0
121,543,0.0
825,349,0.0
503,8,0.0
123,922,0.0
748,770,0.0
799,737,0.0
194,33,0.0
60,193,0.058823529411764705
631,164,0.0
406,332,0.07094017094017094
514,394,0.0
40,99,0.038461538461538464
673,279,0.0
264,193,0.0
613,322,0.0
475,645,0.0
785,285,0.0
428,619,0.0
580,93,0.0
889,631,0.0
372,267,0.14285714285714285
231,149,0.0
8,93,0.0
534,35,0.025
727,621,0.0
203,493,0.0
304,667,0.0
831,667,0.0
730,381,0.0
164,305,0.0
741,99,0.0
706,108465,0.0
51,164,0.0
611,9,0.0
580,349,0.0
370,680,0.0
755,613,0.0
726,432,0.04479638009049774
122,303,0.0
162,557,0.0
889,146270,0.0
741,234,0.0
432,235,0.0
204,390,0.0
609,285,0.0
538,838,0.0
87,234,0.0
1,863,0.0
613,479,0.0
381,770,0.0
26,205,0.02127659574468085
782,5,0.0
264,122,0.0
842,784,0.0
202,205,0.0
342,361,0.0
714,422,0.0
184,837,0.0
758,673,0.09090909090909091
108465,51,0.0
580,437,0.025
578,813,0.0
2521991,279,0.0
462,486,0.03571428571428571
302,67,0.0
234,76,0.047619047619047616
503,60,0.058823529411764705
313,362,0.0
522,35,0.0
785,419,0.0
667,275,0.015384615384615385
863,188,0.0
233,8,0.0
917,302,0.0
863,371,0.0
741,888,0.0
231,163,0.0
117,428,0.0
51,700,0.0
309844,726,0.02127659574468085
204,230,0.015384615384615385
745,667,0.0
299,115,0.0
785,121,0.0
34,288,0.0
37,645,0.0
200,781,0.0
781,207,0.0
840,782,0.0
372,26,0.0
63,697,0.0
634,232,0.0
608,59,0.0
376,85,0.0
609,27687,0.0
536,349,0.0
369,383,0.40819964349376114
361,277,0.0
164,39,0.0
637,370,0.0
234,231,0.0
398,309844,0.0
619,133,0.0
143,92,0.0
697,287,0.0
247,391,0.0
423,832,0.038461538461538464
30,163,0.0
475,541,0.0
371,318,0.0
799,634,0.0
224,741,0.0
795,703,0.0
637,195,0.0
25,87,0.0
897,257,0.0
722,376,0.0
117,9,0.0
722,431,0.0
63,60,0.0
8,327,0.0
414,257,0.08333333333333333
247,729,0.0
615,188,0.0
259,198,0.0
225,309844,0.0
55,730,0.0
770,621,0.0
357,398,0.058823529411764705
369,275,0.0
390,304,0.0
123,55,0.025
76,60,0.058823529411764705
49,781,0.0
782,680,0.0
657,740,0.0
116,157,0.125
763,133,0.0
61,372,0.0
8,861,0.0
543,557,0.0
123,588,0.0
108465,861,0.2159090909090909
703,419,0.0
85,740,0.0
414,207,0.0
636,370,0.0
781,372,0.038461538461538464
133,274,0.08333333333333333
373,779,0.0
299,430,0.05263157894736842
266,580,0.0
33,299,0.0
462,195,0.0
2521991,40,0.0
285,703,0.0
799,722,0.0
77,30,0.0
697,493,0.06083916083916084
133,304,0.03571428571428571
49,371,0.0
514,288,0.0
611,230,0.0
304,42,0.0
233,117,0.0
13,376,0.0
414,357,0.05
225,916,0.0
445,507,0.015384615384615385
304,916,0.0
615,380,0.0
108465,37,0.0
726,292,0.03571428571428571
462,275,0.0
563,332,0.0
373,863,0.0
1384652,309844,0.14285714285714285
381,414,0.1717948717948718
304,71,0.0
571,136,0.0
362,1,0.0
33,529,0.0
614,49,0.0
106,792,0.0
8,713,0.0
186,83,0.0
431,842,0.0
799,35,0.14285714285714285
475,341,0.0
108465,645,0.0
446,77,0.0
598,264,0.0
799,108465,0.125
288,714,0.0
422,296,0.015384615384615385
145,111,0.0
525,12081,0.0
445,396,0.2133116883116883
93,8,0.0
363,202,0.0
184,556,0.015384615384615385
791,61,0.0
92,547,0.029411764705882353
61,856,0.0
784,775,0.0
414,303,0.0
631,394,0.0
751,164,0.0
99,444,0.05263157894736842
876,93,0.0
391,349,0.0
634,872,0.0
2521991,87,0.0
157,396,0.0
322,40,0.0
557,332,0.0
429,369,0.0
479,360,0.025
361,567,0.0
234,507,0.25
392,414,0.05
207,87,0.0
751,115,0.0
370,279,0.0
322,360,0.0
136,59,0.02127659574468085
63,364,0.0
67,673,0.0
680,99,0.0
259,225,0.0
51,206,0.02127659574468085
837,922,0.0
350,40,0.16666666666666666
514,224,0.015384615384615385
51,195,0.0
92,914,0.0
522,157,0.0
277,718,0.17733990147783252
792,751,0.0
659,713,0.0
313,634,0.0
512,423,0.0
75,373,0.0
42,422,0.0
567,631,0.0
527,376,0.0
123,512,0.0
627,357,0.0
108465,49,0.0
810,58,0.0
522,186,0.0
232,627,0.0
741,748,0.0
137,534,0.0
796,95,0.0
186,514,0.0680161943319838
722,758,0.0
447,891,0.0
529,439,0.0
507,796,0.0
613,257,0.02127659574468085
96,63,0.0
116,457,0.14285714285714285
614,44,0.0
22,614,0.0
832,547,0.0
136,459,0.0
149,667,0.0
381,637,0.37777777777777777
543,503,0.0
96,198,0.0
431,486,0.0
699,51,0.0
303,91,0.0
534,550,0.025
93,230,0.0
145,308,0.0
8,765,0.0
718,863,0.0
571,25,0.125
376,116,0.1111111111111111
318,431,0.08333333333333333
810,613,0.0
364,680,0.0
838,763,0.0
430,247,0.0
580,67,0.0
225,13,0.0
459,446,0.0
834,303,0.0
507,72,0.0
430,146270,0.0
514,813,0.02127659574468085
390,198,0.0
46,279,0.0
391,831,0.0
137,204,0.2
311,888,0.0
186,483,0.0
247,825,0.0
26,832,0.0
63,189,0.0
666,361,0.0
528,163,0.0
550,598,0.0
529,108465,0.0
422,322,0.0
37,145,0.0
327,714,0.058823529411764705
266,235,0.05
12081,34,0.0
834,259,0.0
878,147,0.0
605,611,0.0
44,598,0.0
2089740,259,0.0
342,137,0.0
357,916,0.0
573,259,0.0
718,309844,0.0
580,703,0.0
657,341,0.2883458646616541
377,108465,0.0
432,277,0.029411764705882353
302,758,0.0
832,157,0.0
429,423,0.0
71,518,0.0625
274,404,0.0
518,322,0.034482758620689655
164,876,0.0
49,627,0.0
614,71,0.0
536,518,0.0
108465,611,0.125
279,543,0.0
369,312,0.0
486,398,0.0
730,529,0.0
231,745,0.0
779,483,0.0
556,372,0.038461538461538464
22,383,0.06666666666666667
8,571,0.0
657,317,0.0
224,59,0.0
740,12081,0.0
765,797,0.0
195,383,0.1588235294117647
557,457,0.0
2089740,207,0.0
439,536,0.0
714,33,0.0
342,645,0.025
285,275,0.0
40,667,0.0
384,751,0.0
326,733,0.0
369,55,0.16666666666666666
514,233,0.015384615384615385
419,444,0.0
748,536,0.043478260869565216
77,279,0.0
422,313,0.0
729,765,0.02127659574468085
299,637,0.0
384,170,0.0
781,8,0.0
667,525,0.0
614,557,0.0
448,326,0.0
541,117,0.0
713,327,0.0
303,116,0.0
714,775,0.0
666,615,0.0
611,716,0.0
645,67,0.0
543,219,0.0
680,303,0.0
285,370,0.0
551,39,0.03571428571428571
611,543,0.0
872,274,0.0
459,193,0.0
34,299,0.0
538,312,0.0
219,621,0.0
198,729,0.125
46,758,0.0
797,697,0.0
503,391,0.08333333333333333
381,475,0.1111111111111111
2521991,200,0.0
878,326,0.0
878,193,0.0
398,784,0.0
810,342,0.015384615384615385
825,578,0.0
598,666,0.0
700,573,0.0
722,779,0.0
85,33,0.0
838,402,0.0
370,666,0.0
538,518,0.0
657,863,0.0
852,309844,0.0
722,706,0.0
462,872,0.0
525,349,0.0
146270,91,0.1
547,363,0.0
432,384,0.09230769230769231
92,225,0.0
391,398,0.0
189,489,0.0
445,75,0.0
238,26,0.0
619,621,0.0
75,437,0.029411764705882353
634,550,0.0
60,614,0.0
755,825,0.0
267,27687,0.0
755,247,0.0
634,507,0.0
27687,541,0.025
72,718,0.0
447,722,0.0
58,238,0.0
9,813,0.0
525,741,0.0
423,61,0.0
861,83,0.09090909090909091
493,730,0.20512820512820512
916,55,0.0
730,87,0.0
872,203,0.0
706,430,0.0
117,116,0.02127659574468085
611,287,0.0
115,195,0.0
825,534,0.0
519,741,0.0
444,799,0.0
547,673,0.22941176470588237
381,536,0.0
852,765,0.0
572,837,0.0
198,611,0.0
296,39,0.0
341,312,0.0
729,322,0.0
563,512,0.0
203,60,0.0
285,430,0.0
605,194,0.0
327,380,0.0
404,264,0.20202020202020202
856,364,0.0
34,363,0.0
580,308,0.03571428571428571
106,145,0.0
198,200,0.0
326,327,0.043478260869565216
431,390,0.0
550,703,0.0
722,462,0.08333333333333333
116,751,0.05263157894736842
645,40,0.0
205,431,0.0
233,318,0.0
792,277,0.0
33,832,0.0
493,431,0.06787330316742082
706,275,0.0
782,92,0.034482758620689655
716,719,0.0
83,419,0.0
376,547,0.0
578,740,0.0
538,784,0.0
350,232,0.0
5,541,0.0
242,67,0.0
136,25,0.0
42,8,0.0
741,719,0.0
876,136,0.0
770,422,0.0
42,122,0.2879432624113475
534,666,0.0
840,483,0.0
613,439,0.0
342,856,0.0
525,797,0.0
391,372,0.0
700,184,0.0
61,49,0.0
831,538,0.0
61,44,0.0
529,598,0.0
810,285,0.0
781,115,0.0
26,615,0.04479638009049774
714,550,0.0
916,462,0.0
751,525,0.0
721,609,0.0
634,917,0.0
740,60,0.0
872,121,0.0
831,840,0.0
795,349,0.0
598,376,0.0
308,713,0.0
714,35,0.0
322,770,0.0
713,588,0.0
448,303,0.0
751,242,0.0
402,863,0.0
645,573,0.0
503,327,0.0
784,666,0.0
680,259,0.0
667,429,0.0
398,722,0.0
613,444,0.0
34,697,0.015384615384615385
206,719,0.0
58,547,0.12941176470588237
92,5,0.06512605042016806
832,350,0.0
1384652,370,0.14583333333333331
428,318,0.0
115,308,0.0
133,26,0.0
234,200,0.0
99,813,0.0
861,299,0.0
719,608,0.0
55,519,0.0
274,856,0.0
1384652,680,0.08204334365325078
431,755,0.0
645,257,0.0
763,483,0.09090909090909091
514,369,0.0748663101604278
813,76,0.0
92,75,0.029411764705882353
837,33,0.0
608,30,0.03571428571428571
202,2089740,0.0
360,475,0.0
608,755,0.0
578,230,0.0
557,832,0.0
123,578,0.0
888,423,0.03571428571428571
557,699,0.05263157894736842
637,83,0.20277777777777778
108465,608,0.038461538461538464
136,741,0.0
33,117,0.0
916,457,0.16666666666666666
493,279,0.034482758620689655
521,391,0.0
872,259,0.0
164,170,0.0
390,204,0.0
722,781,0.0
149,384,0.0
550,792,0.0
305,25,0.05555555555555555
46,791,0.0
274,741,0.0
72,231,0.0
758,274,0.25
133,863,0.0
311,446,0.0
863,837,0.0
782,40,0.038461538461538464
296,121,0.1264957264957265
42,718,0.09090909090909091
202,713,0.0
9,8,0.0
782,342,0.0
206,30,0.0
621,162,0.0
296,136,0.0
697,448,0.015384615384615385
475,571,0.0
193,406,0.0
714,727,0.1111111111111111
536,721,0.0
326,525,0.0
72,673,0.08496732026143791
614,234,0.0
147,288,0.0
429,878,0.0
748,285,0.0
361,380,0.0
136,831,0.0
285,741,0.0
349,588,0.0
432,341,0.09821428571428571
60,85,0.0
840,377,0.0
326,840,0.0
381,184,0.0
302,376,0.0
437,703,0.0
627,423,0.0
699,619,0.029411764705882353
194,203,0.0
279,422,0.0
2521991,718,0.0
133,784,0.0
703,9,0.0
234,146270,0.0
842,303,0.0
872,264,0.125
721,529,0.0
2521991,360,0.0
147,238,0.0
856,645,0.0
740,572,0.0
302,27687,0.025
115,189,0.02127659574468085
605,60,0.0
33,437,0.015384615384615385
763,303,0.0
878,493,0.0
538,122,0.0
419,40,0.0
27687,91,0.0
852,831,0.0
304,288,0.0
234,60,0.0
429,567,0.0
713,637,0.0
2089740,721,0.0
85,507,0.0
430,44,0.0
287,716,0.0
26,627,0.0
83,30,0.0
659,381,0.038461538461538464
897,861,0.0
402,357,0.025
448,550,0.0
791,922,0.0
914,457,0.0
430,922,0.0
571,33,0.0
741,326,0.0
557,536,0.0
312,149,0.0
917,123,0.0
713,697,0.0
380,303,0.0
765,791,0.0
37,33,0.015384615384615385
571,785,0.08333333333333333
115,317,0.0
863,439,0.0
106,341,0.5357142857142857
361,727,0.1111111111111111
917,838,0.0
304,785,0.0
264,608,0.0
149,200,0.0
536,58,0.0
785,44,0.0
318,917,0.0
164,87,0.0
876,111,0.0
567,267,0.03666121112929624
318,634,0.0
609,429,0.0
608,797,0.0
35,489,0.06538461538461539
432,9,0.0
713,123,0.0
740,543,0.0
534,457,0.0
369,162,0.045454545454545456
326,200,0.0
414,384,0.03571428571428571
350,598,0.0
67,342,0.0
437,188,0.02127659574468085
33,369,0.045454545454545456
316,44,0.0
279,83,0.0
792,9,0.0
363,1384652,0.0
483,76,0.0
831,332,0.0
384,445,0.015384615384615385
573,863,0.0
219,637,0.0
341,72,0.07390817469204927
373,332,0.125
563,784,0.0
619,370,0.0
322,302,0.0
447,713,0.0
117,525,0.02127659574468085
751,76,0.0
146270,115,0.0
381,106,0.10591133004926108
872,195,0.0
147,292,0.0
479,619,0.0
122,872,0.03571428571428571
12081,87,0.0
419,318,0.0
264,60,0.0
115,613,0.02127659574468085
83,550,0.025
462,457,0.0
444,122,0.0
608,699,0.03571428571428571
700,380,0.0
699,645,0.0
26,116,0.3838834333515184
308,737,0.0
428,551,0.0
578,123,0.0
371,9,0.0
567,538,0.0
832,186,0.0
189,462,0.0
