u,v,PA
115,39,98
72,305,28
410,371,4
238,349,15
342,296,4
93,37,14
369,232,6
225,45,15
152,83,36
292,159,5
372,377,24
230,238,42
389,277,5
195,312,20
123,1,16
205,77,15
238,131,21
404,67,6
369,219,6
383,83,204
48,170,18
67,96,24
164,259,0
50,307,162
192,434,64
40,434,56
414,363,0
434,122,60
85,309844,3
101,428,14
173,76,3
87,318,14
224,342,6
60,172,54
76,305,2
231,60,45
242,219,6
189,383,17
207,206,12
34,60,126
91,124,62
122,136,315
146270,159,1
143,414,5
86,101,21
172,398,6
2,100,3
115,232,14
287,328,6
307,224,54
61,188,63
214,285,6
86,102,3
264,143,20
2,308,15
384,45,3
2,42,6
122,219,30
287,399,2
434,8,12
434,36,12
328,101,21
67,269,90
92,157,56
243,93,14
172,170,12
157,296,16
214,92,42
357,83,12
227,204,63
9,35,56
410,60,9
123,357,2
17,394,45
316,42,8
72,349,70
61,417,18
373,60,54
72,32,70
242,191,3
93,63,21
189,85,3
36,124,3
207,303,14
26,96,48
72,17,210
399,60,9
305,86,6
124,163,1
164,232,0
328,195,12
373,364,18
257,266,9
2089740,61,135
172,63,18
363,394,0
67,136,126
402,377,8
157,137,80
383,173,51
363,51,0
39,328,42
316,224,12
33,203,20
161,271,2
287,78,6
242,136,63
195,373,24
32,92,35
332,277,30
225,232,10
71,184,0
198,42,8
214,106,66
428,61,18
159,373,6
1384652,2,24
37,40,28
122,172,90
39,219,28
373,145,18
311,30,36
96,246,16
163,122,15
207,39,28
87,243,14
305,173,6
34,340,112
341,266,6
136,85,63
96,371,16
164,195,0
394,122,45
264,328,12
37,45,6
305,371,8
60,350,54
172,95,24
414,312,5
370,161,2
313,34,42
311,2,9
25,77,65
395,266,9
161,1,8
170,434,8
414,219,2
404,364,3
205,184,0
264,1,32
83,264,48
61,233,54
145,192,48
186,404,3
271,194,12
390,87,0
305,316,8
350,77,30
402,170,4
152,111,33
372,26,72
313,76,3
58,395,63
332,206,36
214,372,36
389,296,2
308,32,25
173,280,6
26,404,12
87,123,14
25,340,104
1384652,219,16
25,55,117
189,157,8
63,227,21
380,149,36
277,296,10
303,1384652,56
269,58,315
224,195,12
33,328,12
369,398,3
106,204,99
303,431,7
373,232,12
136,384,21
264,2089740,60
1384652,58,168
36,72,42
34,173,42
280,25,26
431,341,2
350,431,6
116,257,69
55,63,27
350,264,24
173,271,6
398,145,3
102,163,1
147,399,5
394,34,42
36,48,27
266,33,12
121,242,6
111,264,44
143,116,115
266,1384652,24
2089740,422,15
431,102,1
61,55,81
147,341,10
350,398,6
340,170,16
287,40,28
30,61,108
242,86,9
332,309844,6
35,30,96
123,304,8
22,8,3
76,96,4
93,192,112
173,371,12
186,170,6
13,30,96
259,224,6
364,193,30
78,312,15
5,383,51
341,55,18
30,358,60
191,36,3
136,246,84
271,131,14
186,275,18
145,363,0
195,428,8
377,152,12
115,1384652,56
390,292,0
303,370,14
71,417,24
13,116,184
67,271,12
161,136,21
227,287,14
316,184,0
422,143,5
40,35,112
383,131,119
92,193,70
71,216,48
85,13,24
199,417,16
242,161,3
203,13,40
34,350,84
184,431,0
195,93,28
350,17,90
48,115,63
422,111,11
302,63,9
206,303,42
312,275,30
340,81,32
373,143,30
280,35,16
428,350,12
275,303,42
309844,275,6
91,395,186
434,58,84
149,44,9
206,117,102
396,85,12
259,389,2
428,170,4
93,146270,7
350,311,18
122,59,240
422,60,9
59,193,160
394,380,12
380,164,0
146270,122,15
136,313,63
72,414,14
264,195,16
55,123,18
280,364,6
313,264,12
13,85,24
1384652,404,8
146270,434,4
48,200,171
363,230,0
305,145,6
8,277,15
349,305,10
242,198,12
309844,96,4
363,285,0
410,192,16
111,67,66
414,371,4
192,26,192
402,340,16
233,192,96
184,136,0
199,39,112
123,390,0
186,131,21
60,417,18
111,271,22
389,45,3
51,242,39
394,390,0
308,384,5
404,206,6
81,292,20
91,318,124
267,163,9
35,280,16
172,307,108
33,233,24
33,285,4
358,146270,5
328,364,9
302,124,3
17,357,15
36,2,9
312,2089740,75
55,233,54
1384652,124,8
51,369,39
50,417,18
350,188,42
96,60,36
195,111,44
369,76,3
78,305,6
216,9,28
296,186,6
117,77,85
312,1384652,40
384,389,1
203,116,115
264,363,0
146270,117,17
184,422,0
267,389,9
277,188,35
304,199,32
302,380,12
32,431,5
145,340,24
17,303,105
33,200,76
364,101,21
191,198,4
67,396,24
396,234,48
67,63,18
85,389,3
115,111,77
231,267,45
117,357,17
188,328,21
39,106,154
307,13,144
318,173,6
207,305,4
50,389,9
2,414,3
51,390,0
37,267,18
377,434,16
63,404,3
102,357,1
17,328,45
275,30,72
44,137,10
37,63,6
121,207,4
86,308,15
22,72,14
341,193,20
1384652,49,56
224,137,30
173,307,54
30,86,36
50,96,36
189,206,6
121,431,2
434,396,16
395,259,6
26,51,156
303,357,7
231,186,15
101,243,14
61,234,108
92,227,49
39,124,14
207,205,6
233,26,72
72,369,42
46,123,20
157,30,96
372,131,42
172,145,18
45,32,15
292,304,20
55,246,36
78,195,12
123,146270,2
100,389,1
431,234,12
395,341,6
404,410,1
243,257,6
163,34,14
402,380,8
390,206,0
92,204,63
186,350,18
157,184,0
59,1384652,128
231,287,10
191,123,2
414,86,3
309844,100,1
340,101,56
389,219,2
302,32,15
316,232,8
371,232,8
402,164,0
219,51,26
313,72,42
414,296,2
91,48,558
93,1,56
26,216,48
398,30,12
71,233,72
157,96,32
172,369,18
434,285,4
37,61,18
287,428,4
370,81,8
277,205,15
91,136,1302
389,370,2
55,116,207
204,363,0
417,152,6
81,136,84
193,199,80
292,117,85
364,111,33
384,371,4
96,163,4
232,402,4
242,117,51
267,246,36
173,25,39
117,206,102
83,63,36
33,377,16
204,267,81
1,186,24
204,287,18
214,111,66
285,200,19
60,186,27
58,389,21
63,287,6
312,316,20
1,303,56
203,83,60
149,242,27
91,50,558
26,232,24
372,86,18
389,157,8
46,100,10
370,36,6
373,308,30
232,313,6
257,76,3
100,309844,1
275,33,24
42,431,2
370,189,2
271,340,16
287,402,4
428,5,6
93,225,35
61,5,27
17,231,75
40,302,42
102,349,5
275,292,30
81,95,16
45,404,3
204,233,54
198,63,12
199,71,96
364,39,42
13,246,32
227,271,14
318,59,32
122,101,105
285,36,3
86,61,27
189,33,4
115,91,434
203,121,10
369,287,6
311,96,12
102,394,3
349,304,20
33,312,20
198,35,32
157,72,112
199,36,24
207,173,6
115,287,14
224,271,6
5,26,36
383,145,51
60,37,18
59,363,0
1384652,157,64
305,58,42
200,102,19
170,60,18
85,399,3
216,149,36
246,50,36
117,428,34
225,227,35
312,384,5
302,332,18
17,92,105
172,173,18
267,194,54
232,257,6
76,199,8
173,45,9
230,371,56
233,124,6
373,189,6
195,163,4
170,399,2
313,146270,3
259,123,4
32,269,75
243,8,6
395,434,12
45,34,42
394,383,51
350,259,12
45,399,3
71,246,48
380,157,32
214,58,126
267,309844,9
37,22,2
243,230,28
373,93,42
2,34,42
25,364,39
216,93,28
26,266,36
364,2,9
77,227,35
296,86,6
85,172,18
287,102,2
414,259,2
146270,227,7
232,1,16
34,227,98
22,9,7
363,153,0
332,357,6
143,369,15
71,434,48
305,87,14
164,32,0
36,50,27
39,206,84
93,121,14
77,58,105
275,227,42
184,32,0
33,370,8
106,76,11
434,287,8
373,46,60
164,358,0
33,303,28
1384652,431,8
26,205,36
101,292,35
67,364,18
159,59,16
277,328,15
342,2,6
92,198,28
117,318,34
184,106,0
232,398,2
364,341,6
292,394,15
216,26,48
394,25,39
206,216,24
34,143,70
349,1384652,40
371,264,16
398,358,5
316,227,28
371,137,40
184,46,0
198,193,40
42,264,8
9,58,147
45,123,6
146270,205,3
59,328,48
102,275,6
396,76,4
205,332,18
275,384,6
22,13,8
93,230,98
101,5,21
157,136,168
76,159,1
350,214,36
340,377,32
184,45,0
136,341,42
357,131,7
369,207,6
363,309844,0
259,428,4
55,76,9
328,92,21
277,17,75
95,275,24
414,35,8
145,396,12
81,152,12
204,205,27
116,312,115
42,227,14
404,61,9
45,121,6
203,377,20
269,257,45
417,163,2
383,302,51
58,304,84
76,48,9
8,123,6
161,32,5
292,233,30
275,364,18
267,234,108
311,292,15
170,243,4
313,48,27
147,242,15
243,51,26
8,302,9
394,200,57
40,398,14
93,96,28
131,191,7
63,67,18
219,85,6
34,230,196
350,123,12
219,122,30
17,143,75
204,117,153
383,280,34
117,48,153
8,124,3
173,30,36
85,164,0
33,143,20
428,296,4
206,157,48
307,186,54
136,153,63
164,369,0
164,207,0
342,87,14
349,100,5
1384652,188,56
153,164,0
37,422,2
219,32,10
200,101,133
121,225,10
364,198,12
164,390,0
191,396,4
63,131,21
42,184,0
214,50,54
61,96,36
32,342,10
117,173,51
173,341,6
219,93,14
377,206,24
59,30,192
111,147,55
102,33,4
58,2,63
296,58,42
85,55,27
92,230,98
50,193,90
116,67,138
111,157,88
341,431,2
33,37,8
398,431,1
410,30,12
372,227,42
414,101,7
434,95,16
42,72,28
60,216,36
195,100,4
219,358,10
234,363,0
431,116,23
115,340,56
39,30,168
309844,193,10
231,2089740,75
76,304,4
296,309844,2
39,207,28
2089740,44,15
302,246,12
205,48,27
357,264,4
349,302,15
417,106,22
417,93,14
77,231,25
55,224,27
404,383,17
246,357,4
316,264,16
96,312,20
164,61,0
216,271,8
153,71,36
370,85,6
9,422,7
402,102,2
399,243,2
364,357,3
55,377,36
422,191,1
46,96,40
246,384,4
71,243,24
264,170,8
195,318,8
9,410,7
147,396,20
287,61,18
145,404,3
341,2,6
17,72,210
396,398,4
49,116,161
271,422,2
173,131,21
106,395,33
35,303,56
275,363,0
136,117,357
60,76,9
95,191,4
95,398,4
30,39,168
371,384,4
340,123,16
340,115,56
193,384,10
243,189,2
137,34,140
121,60,18
431,394,3
410,312,5
124,153,3
242,164,0
117,410,17
157,91,496
242,9,21
26,102,12
404,71,12
184,203,0
32,404,5
60,149,81
316,396,16
189,377,4
233,145,18
101,271,14
332,26,72
349,186,15
83,22,12
124,8,3
87,122,105
8,384,3
149,431,9
199,45,24
1384652,146270,8
377,230,56
414,369,3
242,193,30
42,225,10
198,395,12
34,194,84
219,58,42
269,340,120
257,1,24
1384652,35,64
152,395,9
49,189,7
2089740,122,225
232,78,6
259,145,6
188,305,14
312,206,30
63,395,9
257,145,9
44,373,6
312,285,5
101,123,14
36,410,3
369,22,3
341,149,18
198,225,20
92,77,35
358,243,10
39,372,84
287,371,8
277,232,10
214,152,18
230,431,14
123,5,6
410,145,3
50,143,45
377,216,16
275,122,90
316,271,8
396,238,12
123,117,34
204,266,27
149,277,45
60,204,81
44,232,2
377,61,36
410,357,1
402,417,4
50,81,36
302,159,3
399,189,1
39,25,182
48,161,9
147,198,20
205,146270,3
384,115,7
383,152,51
40,318,28
9,93,49
383,243,34
389,417,2
312,414,5
259,124,2
204,303,63
313,51,39
285,292,5
2,93,21
81,394,12
131,34,98
396,153,12
2,243,6
372,390,0
186,390,0
287,153,6
342,78,6
332,161,6
394,414,3
214,369,18
390,370,0
302,87,21
71,410,12
399,414,1
234,91,744
106,350,66
189,173,3
1384652,207,16
172,92,42
194,242,18
277,216,20
59,259,32
308,37,10
230,242,42
34,414,14
214,2089740,90
153,377,12
311,230,42
304,67,24
309844,277,5
246,17,60
37,402,4
332,93,42
116,271,46
157,414,8
224,9,21
46,357,10
194,50,54
246,152,12
78,96,12
49,136,147
308,85,15
232,225,10
72,227,98
101,121,14
303,313,21
410,399,1
267,431,9
216,8,12
40,173,42
342,308,10
340,22,8
25,101,91
1384652,417,16
45,230,42
371,372,24
131,266,21
26,85,36
115,131,49
153,304,12
257,30,36
83,372,72
81,39,56
8,224,9
307,46,180
5,205,9
143,207,10
434,49,28
371,377,16
76,100,1
316,280,8
2089740,8,45
399,121,2
170,106,22
26,146270,12
96,357,4
163,364,3
100,1384652,8
189,1,8
257,87,21
398,49,7
123,417,4
85,340,24
277,26,60
296,72,28
207,198,8
39,398,14
81,78,12
203,404,5
204,309844,9
163,37,2
198,307,72
131,277,35
396,312,20
302,307,54
205,85,9
311,203,15
50,36,27
40,271,28
122,100,15
25,243,26
399,30,12
395,101,21
1,271,16
17,8,45
234,304,48
219,428,4
146270,195,4
214,216,24
341,287,4
198,318,8
296,173,6
59,304,64
101,399,7
225,428,10
349,72,70
9,143,35
45,358,15
193,50,90
280,340,16
2,380,12
231,275,30
219,146270,2
414,292,5
46,186,30
173,383,51
55,373,54
136,287,42
203,1384652,40
106,122,165
384,161,1
152,389,3
243,340,16
277,342,10
257,384,3
199,246,32
40,389,14
117,280,34
48,377,36
36,328,9
44,92,7
390,266,0
431,200,19
369,153,9
224,184,0
72,83,168
377,1,32
161,96,4
163,71,12
136,370,42
214,61,54
389,8,3
145,78,9
363,161,0
115,275,42
8,184,0
428,417,4
311,318,6
71,67,72
396,373,24
85,87,21
131,40,98
230,58,294
122,13,120
384,81,4
78,40,42
399,50,9
414,51,13
277,349,25
123,259,4
33,350,24
40,214,84
1384652,396,32
390,372,0
266,428,6
102,371,4
404,192,16
44,303,7
58,111,231
369,414,3
370,96,8
230,1384652,112
342,44,2
78,417,6
2089740,198,60
304,395,12
100,219,2
37,51,26
363,204,0
35,313,24
410,121,2
257,373,18
214,59,96
163,280,2
372,49,42
373,316,24
207,96,8
101,189,7
152,234,36
115,309844,7
395,214,18
152,216,12
195,194,24
269,48,135
372,198,24
396,95,16
48,32,45
364,170,6
100,203,5
318,264,8
71,308,60
55,219,18
233,308,30
48,22,9
83,146270,12
86,2,9
189,266,3
377,145,12
35,380,32
207,59,32
285,22,1
30,204,108
149,373,54
49,71,84
92,259,14
32,296,10
307,17,270
313,271,6
305,194,12
307,313,54
170,305,4
275,216,24
86,242,9
83,163,12
164,60,0
117,271,34
106,316,44
145,296,6
285,172,6
377,246,16
303,60,63
26,238,36
194,307,108
342,55,18
259,257,6
383,373,102
17,13,120
305,102,2
42,422,2
117,152,51
238,302,9
384,219,2
35,44,8
204,311,27
25,242,39
302,85,9
234,26,144
34,380,56
121,17,30
146270,414,1
159,1384652,8
36,428,6
51,116,299
198,233,24
341,231,10
13,149,72
186,389,3
93,370,14
280,303,14
243,342,4
9,161,7
277,305,10
122,203,75
205,152,9
238,2089740,45
302,195,12
170,303,14
296,227,14
422,86,3
349,121,10
59,51,208
296,224,6
86,396,12
123,50,18
164,313,0
269,358,75
124,161,1
152,434,12
106,227,77
318,115,14
152,106,33
77,45,15
35,203,40
205,100,3
32,137,50
163,59,16
242,172,18
316,101,28
188,383,119
232,311,6
170,147,10
363,384,0
396,86,12
22,389,1
395,308,15
390,77,0
34,404,14
342,136,42
191,22,1
308,232,10
1384652,143,40
384,49,7
422,13,8
219,170,4
417,224,6
370,8,6
22,45,3
316,302,12
102,45,3
243,277,10
369,384,3
402,189,2
234,394,36
30,157,96
191,318,2
271,259,4
350,285,6
396,78,12
136,157,168
123,380,8
230,149,126
259,37,4
227,93,49
230,60,126
302,143,15
205,259,6
9,243,14
307,30,216
34,369,42
34,149,126
101,414,7
93,243,14
389,395,3
233,428,12
225,390,0
32,390,0
76,95,4
219,115,14
35,72,112
45,153,9
123,86,6
309844,136,21
121,55,18
269,396,60
17,287,30
55,26,108
390,161,0
71,37,24
342,305,4
230,224,42
123,242,6
35,102,8
434,149,36
296,246,8
81,311,12
434,398,4
170,46,20
147,357,5
232,58,42
149,363,0
303,219,14
72,48,126
17,194,90
373,269,90
157,350,48
384,312,5
205,246,12
199,214,48
35,157,64
349,383,85
390,5,0
383,342,34
216,124,4
96,216,16
396,44,4
206,173,18
313,161,3
200,224,57
224,45,9
231,394,15
364,402,6
275,95,24
373,131,42
369,342,6
71,198,48
35,394,24
267,85,27
36,224,9
216,58,84
116,50,207
266,55,27
152,305,6
188,204,63
77,91,310
267,2089740,135
26,206,72
164,266,0
5,311,9
189,59,16
149,100,9
115,373,42
58,106,231
51,37,26
30,372,72
271,398,2
115,96,28
172,34,84
394,61,27
312,219,10
34,50,126
39,371,56
296,1384652,16
417,95,8
159,170,2
275,34,84
259,398,2
285,102,1
72,384,14
308,77,25
48,358,45
46,143,50
78,152,9
203,124,5
36,204,27
238,267,27
33,1,32
328,172,18
22,238,3
225,115,35
8,131,21
192,61,144
404,399,1
227,72,98
116,206,138
121,364,6
26,311,36
161,170,2
63,350,18
296,316,8
111,380,44
143,396,20
200,58,399
5,92,21
292,328,15
186,194,18
188,121,14
17,358,75
50,234,108
111,311,33
36,206,18
124,357,1
340,200,152
214,328,18
287,188,14
35,372,48
106,49,77
307,92,126
224,259,6
332,341,12
364,58,63
369,146270,3
389,396,4
292,200,95
172,186,18
55,269,135
9,313,21
45,414,3
147,116,115
122,192,240
417,22,2
203,194,30
34,159,14
101,264,28
371,92,28
233,96,24
55,318,18
194,257,18
46,372,60
434,394,12
101,198,28
186,357,3
5,76,3
246,48,36
106,271,22
214,203,30
259,164,0
233,275,36
303,34,98
136,145,63
55,188,63
111,59,176
377,395,12
373,22,6
198,71,48
206,340,48
308,51,65
122,309844,15
30,307,216
198,271,8
340,227,56
1,161,8
318,71,24
116,318,46
402,149,18
45,49,21
194,146270,6
191,102,1
87,234,84
205,363,0
34,302,42
194,363,0
17,312,75
341,2089740,30
431,192,16
59,46,160
147,124,5
390,243,0
1384652,101,56
161,434,4
280,51,26
173,312,15
36,417,6
404,195,4
350,417,12
302,173,9
184,51,0
349,101,35
383,67,102
36,137,30
145,123,6
149,33,36
224,1,24
417,404,2
96,71,48
224,267,27
61,100,9
8,17,45
434,328,12
39,193,140
233,2089740,90
340,9,56
394,357,3
152,428,6
1384652,102,8
153,81,12
49,277,35
395,86,9
230,311,42
193,203,50
296,312,10
389,48,9
116,340,184
100,304,4
363,91,0
350,305,12
390,188,0
145,93,21
42,195,8
389,383,17
34,45,42
399,195,4
48,370,18
257,2,9
123,340,16
417,370,4
302,188,21
349,146270,5
77,238,15
269,285,15
332,434,24
428,312,10
304,308,20
85,153,9
194,311,18
72,91,868
81,1,32
100,357,1
25,214,78
292,145,15
227,231,35
85,285,3
147,311,15
106,30,132
371,189,4
101,422,7
143,8,15
389,200,19
106,203,55
311,234,36
242,369,9
224,363,0
77,51,65
206,78,18
39,42,28
153,83,36
13,269,120
78,257,9
186,184,0
93,434,28
193,124,10
363,410,0
232,399,2
340,5,24
78,159,3
302,264,12
198,8,12
39,40,196
225,116,115
9,137,70
157,267,72
305,191,2
246,404,4
83,188,84
243,358,10
85,78,9
203,81,20
205,25,39
371,195,16
48,349,45
95,224,12
153,30,36
398,92,7
124,83,12
259,219,4
8,234,36
184,267,0
302,304,12
117,26,204
164,224,0
71,373,72
198,311,12
264,50,36
9,170,14
44,219,2
380,383,68
198,51,52
232,137,20
192,390,0
377,146270,4
287,106,22
145,394,9
219,207,4
340,106,88
350,390,0
61,145,27
157,309844,8
77,275,30
192,206,96
205,32,15
96,189,4
304,206,24
189,216,4
192,313,48
431,39,14
318,399,2
380,275,24
227,328,21
358,101,35
159,26,12
50,152,27
372,350,36
153,309844,3
106,422,11
63,85,9
285,269,15
224,143,15
172,364,18
384,305,2
121,40,28
372,219,12
59,371,64
231,123,10
96,36,12
266,309844,3
34,51,182
48,371,36
410,189,1
81,227,28
414,318,2
364,172,18
257,269,45
8,55,27
44,328,3
304,410,4
78,383,51
106,117,187
44,369,3
316,296,8
191,173,3
206,390,0
410,230,14
304,122,60
59,5,48
91,93,434
198,9,28
271,106,22
238,292,15
100,189,1
37,369,6
225,271,10
173,373,18
36,13,24
1384652,269,120
76,358,5
13,100,8
259,58,42
380,40,56
48,188,63
85,275,18
328,131,21
143,157,40
399,389,1
17,296,30
233,81,24
159,87,7
45,224,9
122,8,45
39,259,28
49,312,35
37,137,20
96,349,20
287,332,12
145,59,48
149,318,18
434,72,56
316,285,4
380,36,12
402,369,6
8,271,6
296,25,26
91,371,248
243,184,0
39,102,14
195,203,20
143,216,20
86,137,30
225,152,15
257,232,6
72,200,266
431,399,1
58,93,147
83,271,24
302,198,12
42,230,28
198,377,16
267,35,72
246,147,20
332,149,54
341,390,0
219,304,8
40,76,14
102,85,3
147,111,55
364,8,9
364,309844,3
219,8,6
269,159,15
9,117,119
204,318,18
316,358,20
96,9,28
72,2089740,210
164,422,0
58,123,42
257,1384652,24
266,122,45
102,76,1
131,390,0
63,246,12
172,147,30
55,149,81
399,305,2
131,203,35
78,49,21
60,434,36
115,395,21
302,78,9
111,431,11
121,304,8
67,192,96
269,199,120
2089740,199,120
292,199,40
86,434,12
292,280,10
117,55,153
157,121,16
55,332,54
122,389,15
396,61,36
428,33,8
194,61,54
296,77,10
161,44,1
199,264,32
257,122,45
390,189,0
308,91,310
161,152,3
189,161,1
95,238,12
34,203,70
100,85,3
137,225,50
115,369,21
72,328,42
275,233,36
61,349,45
214,22,6
357,414,1
389,143,5
341,377,8
143,85,15
40,399,14
372,101,42
58,394,63
414,124,1
61,395,27
71,363,0
434,207,8
101,404,7
204,238,27
318,384,2
350,204,54
67,49,42
287,35,16
46,172,60
9,101,49
30,78,36
25,58,273
332,30,72
341,40,28
36,121,6
2089740,100,15
280,285,2
371,373,24
404,78,3
111,341,22
308,193,50
395,377,12
332,122,90
61,422,9
422,230,14
92,207,14
44,358,5
313,277,15
186,380,12
373,399,6
77,308,25
33,86,12
389,96,4
58,363,0
264,227,28
87,230,98
318,304,8
44,9,7
32,172,30
22,173,3
115,100,7
44,49,7
390,59,0
219,396,8
233,395,18
231,42,10
214,303,42
5,417,6
257,55,27
194,204,54
163,32,5
115,198,28
55,216,36
9,8,21
164,58,0
164,30,0
216,51,52
195,55,36
271,349,10
192,77,80
309844,390,0
106,161,11
102,216,4
305,271,4
309844,8,3
259,184,0
34,264,56
285,383,17
275,414,6
34,266,42
143,2089740,75
37,161,2
287,271,4
340,189,8
194,266,18
93,316,28
96,233,24
186,163,3
311,287,6
307,357,18
191,93,7
83,30,144
59,49,112
106,136,231
30,231,60
410,370,2
184,115,0
1,219,16
115,311,21
383,349,85
59,170,32
95,394,12
87,51,91
402,234,24
96,358,20
373,309844,6
85,26,36
146270,1384652,8
157,259,16
136,410,21
77,1384652,40
269,63,45
51,312,65
106,93,77
81,86,12
414,194,6
383,35,136
305,349,10
170,78,6
292,238,15
292,122,75
93,9,49
170,22,2
394,117,51
383,153,51
234,143,60
184,243,0
48,308,45
93,259,14
216,13,32
78,231,15
161,232,2
257,292,15
172,33,24
198,428,8
287,48,18
143,60,45
434,275,24
434,48,36
199,304,32
32,93,35
67,267,54
246,13,32
341,32,10
145,203,15
312,238,15
96,49,28
308,117,85
58,280,42
192,404,16
384,332,6
242,399,3
44,372,6
1384652,37,16
380,101,28
145,71,36
86,2089740,45
227,2089740,105
46,369,30
188,2089740,105
46,78,30
231,1384652,40
395,332,18
143,22,5
194,384,6
37,199,16
136,363,0
72,280,28
184,22,0
161,192,16
216,303,28
246,316,16
100,172,6
116,30,276
219,50,18
200,302,57
417,170,4
55,34,126
313,55,27
389,224,3
234,44,12
287,163,2
81,93,28
91,390,0
58,50,189
227,246,28
428,394,6
170,2089740,30
232,8,6
147,188,35
39,302,42
340,95,32
149,404,9
328,357,3
123,383,34
243,34,28
349,1,40
318,369,6
309844,87,7
305,188,14
390,173,0
55,422,9
36,340,24
275,85,18
81,234,48
152,2089740,45
370,1384652,16
349,308,25
194,63,18
308,238,15
83,316,48
373,390,0
95,350,24
204,49,63
285,342,2
35,398,8
380,13,32
86,316,12
59,60,144
206,267,54
146270,184,0
225,307,90
1,121,16
304,390,0
122,137,150
87,159,7
318,121,4
93,67,42
51,95,52
51,207,26
363,87,0
194,389,6
76,45,3
63,302,9
46,81,40
304,230,56
143,63,15
373,207,12
163,96,4
36,152,9
95,111,44
264,207,8
350,184,0
131,172,42
121,157,16
302,116,69
370,200,38
305,296,4
225,373,30
312,36,15
357,271,2
216,332,24
93,106,77
33,17,60
257,328,9
232,36,6
60,194,54
422,42,2
121,341,4
9,266,21
101,232,14
111,246,44
48,143,45
332,307,108
161,380,4
44,86,3
363,307,0
1,296,16
303,280,14
302,83,36
267,124,9
87,184,0
40,191,14
242,106,33
58,55,189
76,390,0
216,428,8
147,42,10
17,395,45
37,231,10
164,410,0
398,136,21
383,42,34
67,48,54
188,189,7
48,163,9
364,396,12
371,230,56
184,78,0
159,92,7
402,34,28
404,1384652,8
207,214,12
307,147,90
100,76,1
92,394,21
86,184,0
188,143,35
269,275,90
22,1384652,8
131,101,49
434,399,4
390,194,0
377,399,4
296,26,24
340,287,16
95,152,12
131,373,42
143,39,70
309844,234,12
304,100,4
398,285,1
153,287,6
184,161,0
186,312,15
83,81,48
77,184,0
246,137,40
193,184,0
271,231,10
95,102,4
92,417,14
72,271,28
77,340,40
2089740,246,60
199,238,24
194,192,96
50,60,81
394,188,21
22,145,3
198,328,12
76,341,2
203,316,20
95,395,12
188,264,28
399,371,4
341,111,22
172,137,60
173,332,18
285,231,5
380,224,12
417,309844,2
266,399,3
332,384,6
264,76,4
363,206,0
332,350,36
137,380,40
396,106,44
233,203,30
117,309844,17
280,404,2
193,48,90
81,71,48
308,207,10
192,384,16
313,280,6
341,1,16
186,200,57
149,157,72
124,383,17
402,152,6
101,42,14
86,266,9
396,5,12
17,32,75
390,91,0
193,157,80
308,83,60
234,116,276
390,45,0
434,377,16
40,48,126
17,230,210
198,124,4
121,115,14
26,207,24
93,34,98
377,280,8
35,233,48
17,304,60
390,207,0
349,85,15
189,363,0
170,87,14
5,91,186
267,232,18
296,199,16
269,271,30
173,92,21
9,259,14
22,136,21
205,124,3
111,34,154
149,2089740,135
224,32,15
184,188,0
358,170,10
280,87,14
106,101,77
384,149,9
394,402,6
384,358,5
311,78,9
227,309844,7
303,271,14
61,200,171
238,42,6
46,145,30
61,428,18
2089740,192,240
227,277,35
233,143,30
30,363,0
332,9,42
143,309844,5
123,61,18
195,26,48
264,8,12
96,203,20
316,26,48
303,48,63
188,39,98
58,199,168
242,230,42
231,131,35
186,207,6
44,117,17
399,83,12
350,369,18
22,93,7
117,115,119
395,313,9
26,417,24
184,399,0
61,67,54
46,399,10
309844,200,19
124,242,3
389,332,6
224,264,12
216,384,4
164,117,0
277,149,45
206,22,6
312,198,20
35,309844,8
394,22,3
259,96,8
195,205,12
149,143,45
72,198,56
49,372,42
25,316,52
78,399,3
51,188,91
91,106,682
328,116,69
285,152,3
48,332,54
188,275,42
51,389,13
152,266,9
76,39,14
309844,192,16
292,402,10
340,71,96
59,287,32
350,189,6
49,216,28
414,341,2
305,267,18
233,2,18
67,303,42
59,161,16
37,81,8
159,1,8
390,30,0
146270,389,1
363,115,0
26,121,24
85,194,18
205,30,36
2089740,102,15
2089740,417,30
71,102,12
199,230,112
46,312,50
96,399,4
277,61,45
414,390,0
191,264,4
143,206,30
33,304,16
303,189,7
9,280,14
58,383,357
152,67,18
238,363,0
341,123,4
302,395,9
143,404,5
214,25,78
431,61,9
428,238,6
206,364,18
45,380,12
30,266,36
350,2089740,90
102,227,7
342,264,8
380,26,48
95,51,52
37,121,4
1,371,32
243,122,30
83,230,168
318,186,6
8,410,3
60,242,27
358,395,15
13,93,56
384,91,62
34,59,224
242,194,18
332,76,6
328,71,36
414,1384652,8
85,398,3
203,370,10
402,124,2
159,115,7
40,49,98
350,63,18
434,136,84
257,414,3
370,42,4
373,396,24
328,198,12
58,30,252
216,309844,4
25,153,39
342,22,2
33,232,8
184,101,0
191,214,6
203,101,35
341,349,10
170,242,6
280,36,6
159,55,9
147,271,10
83,124,12
157,93,56
231,277,25
422,164,0
81,22,4
357,124,1
92,161,7
35,25,104
67,77,30
22,95,4
328,2089740,45
186,157,24
357,350,6
232,39,28
192,102,16
61,63,27
417,363,0
35,78,24
246,186,12
67,146270,6
192,146270,16
410,92,7
363,60,0
106,170,22
101,34,98
95,136,84
200,60,171
145,269,45
349,34,70
55,161,9
