u,v,CN
121,673,0
35,518,1
518,342,1
444,852,0
459,414,0
751,667,0
27687,741,0
748,503,0
51,840,0
445,611,1
357,205,0
598,238,0
810,448,1
27687,580,1
856,309844,0
72,186,0
722,791,0
414,288,0
364,2521991,0
703,796,0
889,200,0
67,457,1
136,303,0
621,398,0
645,275,0
332,360,0
914,357,0
419,207,0
402,309844,0
609,863,0
247,72,0
76,852,0
714,13,2
189,741,0
357,631,0
917,188,0
230,77,0
77,716,0
311,797,0
785,230,0
305,428,0
878,72,0
149,188,0
162,615,1
792,67,1
296,423,1
770,164,0
147,781,0
95,233,0
189,232,0
563,95,0
483,916,0
825,627,0
697,897,1
914,568,0
111,373,0
377,429,0
414,406,0
483,556,1
121,55,2
608,737,0
279,72,0
277,360,0
37,162,1
95,394,0
567,437,2
512,740,0
364,402,0
266,914,0
897,376,0
605,58,1
507,93,0
519,274,0
384,459,0
572,897,0
543,394,0
46,1,0
917,299,0
341,791,0
195,863,0
147,856,0
719,46,0
58,242,0
357,63,0
598,71,0
486,703,0
30,475,0
292,309844,0
832,376,0
93,143,0
95,381,0
700,313,0
219,605,0
33,92,0
313,431,0
551,619,0
349,122,1
44,730,0
699,232,0
680,59,1
303,486,0
673,164,0
25,326,0
309844,264,0
27687,551,0
608,402,1
697,755,1
257,371,0
305,727,0
543,402,0
279,76,0
186,111,0
121,543,0
825,349,0
503,8,0
123,922,0
748,770,0
799,737,0
194,33,0
60,193,1
631,164,0
406,332,2
514,394,0
40,99,1
673,279,0
264,193,0
613,322,0
475,645,0
785,285,0
428,619,0
580,93,0
889,631,0
372,267,1
231,149,0
8,93,0
534,35,1
727,621,0
203,493,0
304,667,0
831,667,0
730,381,0
164,305,0
741,99,0
706,108465,0
51,164,0
611,9,0
580,349,0
370,680,0
755,613,0
726,432,2
122,303,0
162,557,0
889,146270,0
741,234,0
432,235,0
204,390,0
609,285,0
538,838,0
87,234,0
1,863,0
613,479,0
381,770,0
26,205,1
782,5,0
264,122,0
842,784,0
202,205,0
342,361,0
714,422,0
184,837,0
758,673,1
108465,51,0
580,437,1
578,813,0
2521991,279,0
462,486,1
302,67,0
234,76,1
503,60,1
313,362,0
522,35,0
785,419,0
667,275,1
863,188,0
233,8,0
917,302,0
863,371,0
741,888,0
231,163,0
117,428,0
51,700,0
309844,726,1
204,230,1
745,667,0
299,115,0
785,121,0
34,288,0
37,645,0
200,781,0
781,207,0
840,782,0
372,26,0
63,697,0
634,232,0
608,59,0
376,85,0
609,27687,0
536,349,0
369,383,3
361,277,0
164,39,0
637,370,0
234,231,0
398,309844,0
619,133,0
143,92,0
697,287,0
247,391,0
423,832,1
30,163,0
475,541,0
371,318,0
799,634,0
224,741,0
795,703,0
637,195,0
25,87,0
897,257,0
722,376,0
117,9,0
722,431,0
63,60,0
8,327,0
414,257,1
247,729,0
615,188,0
259,198,0
225,309844,0
55,730,0
770,621,0
357,398,1
369,275,0
390,304,0
123,55,1
76,60,1
49,781,0
782,680,0
657,740,0
116,157,1
763,133,0
61,372,0
8,861,0
543,557,0
123,588,0
108465,861,2
703,419,0
85,740,0
414,207,0
636,370,0
781,372,1
133,274,1
373,779,0
299,430,1
266,580,0
33,299,0
462,195,0
2521991,40,0
285,703,0
799,722,0
77,30,0
697,493,2
133,304,1
49,371,0
514,288,0
611,230,0
304,42,0
233,117,0
13,376,0
414,357,1
225,916,0
445,507,1
304,916,0
615,380,0
108465,37,0
726,292,1
462,275,0
563,332,0
373,863,0
1384652,309844,1
381,414,3
304,71,0
571,136,0
362,1,0
33,529,0
614,49,0
106,792,0
8,713,0
186,83,0
431,842,0
799,35,1
475,341,0
108465,645,0
446,77,0
598,264,0
799,108465,1
288,714,0
422,296,1
145,111,0
525,12081,0
445,396,3
93,8,0
363,202,0
184,556,1
791,61,0
92,547,1
61,856,0
784,775,0
414,303,0
631,394,0
751,164,0
99,444,1
876,93,0
391,349,0
634,872,0
2521991,87,0
157,396,0
322,40,0
557,332,0
429,369,0
479,360,1
361,567,0
234,507,1
392,414,1
207,87,0
751,115,0
370,279,0
322,360,0
136,59,1
63,364,0
67,673,0
680,99,0
259,225,0
51,206,1
837,922,0
350,40,1
514,224,1
51,195,0
92,914,0
522,157,0
277,718,2
792,751,0
659,713,0
313,634,0
512,423,0
75,373,0
42,422,0
567,631,0
527,376,0
123,512,0
627,357,0
108465,49,0
810,58,0
522,186,0
232,627,0
741,748,0
137,534,0
796,95,0
186,514,2
722,758,0
447,891,0
529,439,0
507,796,0
613,257,1
96,63,0
116,457,1
614,44,0
22,614,0
832,547,0
136,459,0
149,667,0
381,637,3
543,503,0
96,198,0
431,486,0
699,51,0
303,91,0
534,550,1
93,230,0
145,308,0
8,765,0
718,863,0
571,25,1
376,116,1
318,431,1
810,613,0
364,680,0
838,763,0
430,247,0
580,67,0
225,13,0
459,446,0
834,303,0
507,72,0
430,146270,0
514,813,1
390,198,0
46,279,0
391,831,0
137,204,1
311,888,0
186,483,0
247,825,0
26,832,0
63,189,0
666,361,0
528,163,0
550,598,0
529,108465,0
422,322,0
37,145,0
327,714,1
266,235,1
12081,34,0
834,259,0
878,147,0
605,611,0
44,598,0
2089740,259,0
342,137,0
357,916,0
573,259,0
718,309844,0
580,703,0
657,341,3
377,108465,0
432,277,1
302,758,0
832,157,0
429,423,0
71,518,1
274,404,0
518,322,1
164,876,0
49,627,0
614,71,0
536,518,0
108465,611,1
279,543,0
369,312,0
486,398,0
730,529,0
231,745,0
779,483,0
556,372,1
22,383,1
8,571,0
657,317,0
224,59,0
740,12081,0
765,797,0
195,383,2
557,457,0
2089740,207,0
439,536,0
714,33,0
342,645,1
285,275,0
40,667,0
384,751,0
326,733,0
369,55,1
514,233,1
419,444,0
748,536,1
77,279,0
422,313,0
729,765,1
299,637,0
384,170,0
781,8,0
667,525,0
614,557,0
448,326,0
541,117,0
713,327,0
303,116,0
714,775,0
666,615,0
611,716,0
645,67,0
543,219,0
680,303,0
285,370,0
551,39,1
611,543,0
872,274,0
459,193,0
34,299,0
538,312,0
219,621,0
198,729,1
46,758,0
797,697,0
503,391,1
381,475,1
2521991,200,0
878,326,0
878,193,0
398,784,0
810,342,1
825,578,0
598,666,0
700,573,0
722,779,0
85,33,0
838,402,0
370,666,0
538,518,0
657,863,0
852,309844,0
722,706,0
462,872,0
525,349,0
146270,91,1
547,363,0
432,384,2
92,225,0
391,398,0
189,489,0
445,75,0
238,26,0
619,621,0
75,437,1
634,550,0
60,614,0
755,825,0
267,27687,0
755,247,0
634,507,0
27687,541,1
72,718,0
447,722,0
58,238,0
9,813,0
525,741,0
423,61,0
861,83,1
493,730,2
916,55,0
730,87,0
872,203,0
706,430,0
117,116,1
611,287,0
115,195,0
825,534,0
519,741,0
444,799,0
547,673,2
381,536,0
852,765,0
572,837,0
198,611,0
296,39,0
341,312,0
729,322,0
563,512,0
203,60,0
285,430,0
605,194,0
327,380,0
404,264,2
856,364,0
34,363,0
580,308,1
106,145,0
198,200,0
326,327,1
431,390,0
550,703,0
722,462,1
116,751,1
645,40,0
205,431,0
233,318,0
792,277,0
33,832,0
493,431,2
706,275,0
782,92,1
716,719,0
83,419,0
376,547,0
578,740,0
538,784,0
350,232,0
5,541,0
242,67,0
136,25,0
42,8,0
741,719,0
876,136,0
770,422,0
42,122,3
534,666,0
840,483,0
613,439,0
342,856,0
525,797,0
391,372,0
700,184,0
61,49,0
831,538,0
61,44,0
529,598,0
810,285,0
781,115,0
26,615,2
714,550,0
916,462,0
751,525,0
721,609,0
634,917,0
740,60,0
872,121,0
831,840,0
795,349,0
598,376,0
308,713,0
714,35,0
322,770,0
713,588,0
448,303,0
751,242,0
402,863,0
645,573,0
503,327,0
784,666,0
680,259,0
667,429,0
398,722,0
613,444,0
34,697,1
206,719,0
58,547,2
92,5,2
832,350,0
1384652,370,2
428,318,0
115,308,0
133,26,0
234,200,0
99,813,0
861,299,0
719,608,0
55,519,0
274,856,0
1384652,680,2
431,755,0
645,257,0
763,483,1
514,369,2
813,76,0
92,75,1
837,33,0
608,30,1
202,2089740,0
360,475,0
608,755,0
578,230,0
557,832,0
123,578,0
888,423,1
557,699,1
637,83,3
108465,608,1
136,741,0
33,117,0
916,457,1
493,279,1
521,391,0
872,259,0
164,170,0
390,204,0
722,781,0
149,384,0
550,792,0
305,25,1
46,791,0
274,741,0
72,231,0
758,274,1
133,863,0
311,446,0
863,837,0
782,40,1
296,121,2
42,718,1
202,713,0
9,8,0
782,342,0
206,30,0
621,162,0
296,136,0
697,448,1
475,571,0
193,406,0
714,727,1
536,721,0
326,525,0
72,673,2
614,234,0
147,288,0
429,878,0
748,285,0
361,380,0
136,831,0
285,741,0
349,588,0
432,341,2
60,85,0
840,377,0
326,840,0
381,184,0
302,376,0
437,703,0
627,423,0
699,619,1
194,203,0
279,422,0
2521991,718,0
133,784,0
703,9,0
234,146270,0
842,303,0
872,264,1
721,529,0
2521991,360,0
147,238,0
856,645,0
740,572,0
302,27687,1
115,189,1
605,60,0
33,437,1
763,303,0
878,493,0
538,122,0
419,40,0
27687,91,0
852,831,0
304,288,0
234,60,0
429,567,0
713,637,0
2089740,721,0
85,507,0
430,44,0
287,716,0
26,627,0
83,30,0
659,381,1
897,861,0
402,357,1
448,550,0
791,922,0
914,457,0
430,922,0
571,33,0
741,326,0
557,536,0
312,149,0
917,123,0
713,697,0
380,303,0
765,791,0
37,33,1
571,785,1
115,317,0
863,439,0
106,341,2
361,727,1
917,838,0
304,785,0
264,608,0
149,200,0
536,58,0
785,44,0
318,917,0
164,87,0
876,111,0
567,267,2
318,634,0
609,429,0
608,797,0
35,489,2
432,9,0
713,123,0
740,543,0
534,457,0
369,162,1
326,200,0
414,384,1
350,598,0
67,342,0
437,188,1
33,369,1
316,44,0
279,83,0
792,9,0
363,1384652,0
483,76,0
831,332,0
384,445,1
573,863,0
219,637,0
341,72,2
373,332,1
563,784,0
619,370,0
322,302,0
447,713,0
117,525,1
751,76,0
146270,115,0
381,106,2
872,195,0
147,292,0
479,619,0
122,872,1
12081,87,0
419,318,0
264,60,0
115,613,1
83,550,1
462,457,0
444,122,0
608,699,1
700,380,0
699,645,0
26,116,5
308,737,0
428,551,0
578,123,0
371,9,0
567,538,0
832,186,0
189,462,0
737,145,0
205,406,0
437,614,1
342,922,0
242,521,0
538,44,0
799,238,0
507,205,0
775,832,0
71,200,0
729,888,0
615,364,0
863,573,0
51,611,0
85,317,0
371,93,0
34,313,0
93,422,0
838,627,0
714,5,0
414,8,0
609,67,0
302,377,0
162,233,1
60,257,0
431,117,1
170,51,0
46,332,0
914,59,0
888,58,0
308,40,0
96,363,0
37,384,2
699,518,1
861,878,0
621,2089740,0
72,722,0
5,706,0
588,673,1
888,457,0
95,322,0
486,916,0
891,700,0
718,203,0
9,279,0
123,2089740,0
8,781,0
852,312,0
797,503,0
312,67,0
302,572,1
257,224,1
713,444,0
719,13,0
122,61,0
636,888,0
613,133,0
318,398,0
106,257,1
93,598,0
666,225,0
568,55,0
645,534,2
775,72,0
91,444,1
137,63,0
357,22,2
550,93,0
292,37,1
40,567,1
551,49,0
200,184,0
145,404,0
422,302,0
621,257,0
631,26,0
445,349,0
528,299,0
917,422,0
202,402,0
40,748,0
781,1384652,1
718,376,0
58,288,0
193,755,1
459,813,0
202,721,0
538,46,0
605,259,0
627,85,0
231,63,0
419,627,0
627,795,0
856,8,0
313,703,0
621,61,0
550,551,0
657,534,0
518,230,0
422,364,0
614,200,1
446,279,0
369,287,0
419,233,3
703,578,0
527,404,3
396,541,1
371,316,0
614,34,1
40,666,0
398,76,0
779,381,0
514,706,1
61,784,0
285,247,0
115,785,0
557,99,1
437,350,1
58,621,0
202,91,1
157,233,0
714,34,0
204,288,0
203,9,0
489,645,0
406,162,1
299,186,0
521,67,0
312,573,0
634,406,1
60,71,1
51,636,1
96,615,0
608,267,1
755,91,2
238,317,0
888,225,0
578,363,0
123,106,0
115,557,0
116,568,2
888,92,1
419,580,0
137,195,0
834,856,1
231,108465,0
922,316,0
580,76,0
184,666,0
206,659,0
428,224,0
63,92,0
637,39,0
164,316,0
888,507,0
831,755,0
889,791,0
792,234,0
795,810,1
627,439,0
288,303,0
657,406,2
493,162,2
2089740,342,1
72,12081,0
852,726,0
528,121,1
59,486,0
292,349,0
659,534,0
459,479,0
99,613,0
149,430,0
737,327,0
279,308,0
1,206,0
147,733,0
659,313,0
51,302,0
42,390,0
316,571,0
46,917,0
627,147,0
316,730,0
285,99,0
636,404,0
198,775,0
588,419,0
479,349,0
459,377,0
713,1384652,0
611,380,1
706,556,1
475,437,0
779,503,0
922,37,0
445,372,0
503,842,0
230,370,0
428,611,0
659,225,0
186,445,1
856,713,0
231,404,1
147,447,0
543,872,0
437,137,0
83,373,1
316,30,0
1384652,529,0
608,856,0
204,35,1
44,528,0
445,722,0
277,611,0
111,493,0
398,9,0
785,832,0
402,737,0
380,609,0
699,795,1
727,613,0
863,580,0
430,381,2
364,621,0
147,872,0
61,13,0
285,666,0
350,519,0
550,673,0
448,512,0
737,680,0
667,541,0
636,748,0
71,380,1
765,726,1
46,837,0
373,878,0
917,837,0
311,765,0
35,370,1
431,95,0
1384652,33,3
184,745,0
145,608,0
713,514,0
1,12081,0
115,631,0
914,556,0
363,598,0
116,832,1
33,49,0
257,396,4
42,232,0
257,897,0
713,605,0
2521991,396,0
193,446,0
713,381,0
287,568,0
85,782,0
527,206,2
96,568,0
503,614,0
758,232,0
205,916,0
163,380,0
483,673,1
615,266,0
377,799,0
91,666,0
740,763,1
878,916,1
203,264,0
792,588,0
342,475,0
567,852,0
719,198,0
371,782,0
813,146270,0
318,77,0
13,611,2
917,608,0
200,406,1
404,327,1
422,30,1
721,527,2
198,479,0
170,238,0
795,551,0
77,740,0
462,370,1
37,170,1
116,188,3
445,34,1
634,42,0
888,202,0
922,825,0
362,22,1
204,46,0
716,782,0
318,799,0
287,219,0
825,714,0
536,578,0
363,447,0
26,380,1
136,267,1
232,309844,0
479,390,0
785,279,0
861,404,0
751,916,0
305,292,0
785,95,0
876,891,0
567,699,1
207,313,0
444,27687,0
614,341,1
96,39,0
657,396,0
741,2521991,0
547,795,1
326,568,0
719,637,0
35,578,0
831,77,0
627,257,0
299,713,0
76,609,0
26,136,1
83,781,0
831,312,0
837,571,0
296,536,0
430,60,0
313,189,0
525,621,0
571,872,3
700,889,0
377,842,0
230,703,0
322,614,0
713,203,0
797,721,1
503,299,0
699,37,0
840,63,0
279,445,0
706,60,0
751,615,0
264,59,0
26,493,3
431,721,0
231,122,0
863,194,0
863,528,0
274,840,0
430,733,0
573,308,1
85,106,0
825,402,0
83,259,0
737,163,0
95,718,0
457,733,0
556,198,1
2089740,557,0
63,231,0
627,810,0
765,373,0
922,748,0
193,763,1
631,63,0
75,44,1
60,538,0
287,396,1
914,55,0
430,398,0
722,8,0
547,34,0
364,317,0
636,316,0
13,838,0
5,285,0
1,726,0
184,205,0
782,813,0
621,46,0
108465,194,0
396,58,1
856,614,0
247,285,0
33,657,1
95,518,0
55,763,0
299,238,0
71,22,1
486,13,1
383,206,6
39,299,0
42,26,1
147,608,0
122,782,1
122,916,0
521,242,0
666,475,0
230,636,0
194,116,3
733,514,1
872,813,0
615,770,0
745,55,0
108465,897,0
361,888,0
751,257,1
486,439,1
39,318,0
422,659,0
194,619,0
840,186,0
551,608,0
170,322,0
861,889,0
59,716,0
538,75,0
383,448,0
313,2521991,0
106,2521991,0
479,5,0
12081,727,0
384,349,0
232,718,1
8,92,0
609,528,0
396,233,1
637,275,1
727,755,0
242,76,0
193,423,0
116,588,0
287,231,0
659,568,1
277,547,1
785,834,0
390,384,0
745,834,0
72,755,1
573,63,0
206,765,1
878,230,0
376,332,0
528,361,0
713,729,0
888,85,0
634,377,0
133,514,0
917,419,0
235,360,0
163,547,0
373,308,1
507,897,0
447,234,0
143,230,0
302,277,0
318,61,0
614,370,0
611,580,3
296,431,0
529,741,0
706,342,1
414,373,0
729,745,0
419,381,3
55,813,1
838,362,0
391,49,0
85,17,0
518,486,1
514,437,5
748,26,0
17,13,0
49,111,0
332,46,0
313,25,0
371,322,0
876,429,0
40,733,0
203,741,0
194,363,0
145,543,0
194,360,2
785,193,0
447,479,0
193,703,0
713,779,0
71,758,2
40,116,2
519,573,0
396,299,0
834,122,0
697,512,0
699,571,0
35,194,2
189,60,0
914,186,0
194,371,0
428,916,0
95,364,0
232,8,0
376,225,0
519,414,0
521,60,1
362,737,1
404,99,1
825,231,0
230,543,0
483,741,0
598,810,0
76,67,0
106,525,0
810,363,0
17,275,0
444,568,0
730,383,2
279,755,0
188,198,0
163,842,0
234,634,0
637,277,0
206,588,0
745,673,0
189,2521991,0
106,189,0
861,775,0
394,437,0
111,445,0
402,512,0
188,813,1
42,703,0
437,34,3
475,238,1
370,483,0
611,775,0
42,722,0
423,257,1
486,730,0
439,737,0
729,205,2
392,195,0
437,91,5
571,311,0
360,2521991,0
231,538,0
831,396,0
556,116,11
188,5,0
840,8,0
99,406,0
572,309844,1
781,233,0
163,716,0
876,751,0
76,305,0
313,238,0
727,230,0
27687,2521991,0
203,402,0
311,831,0
384,831,0
758,714,0
207,556,0
194,137,1
1384652,288,1
232,1384652,0
528,445,0
556,122,5
719,117,0
740,67,0
721,259,0
568,219,0
377,419,0
202,863,0
285,831,0
13,92,1
206,204,0
186,765,0
541,791,0
350,266,0
611,856,0
274,164,0
840,718,0
779,58,1
303,614,0
825,872,0
781,557,0
95,390,0
636,122,1
727,219,0
667,475,0
398,207,0
55,77,0
381,72,2
825,448,0
364,700,0
164,77,1
799,398,0
206,277,1
863,369,0
722,363,0
370,327,0
303,825,0
95,231,0
556,71,3
200,557,0
198,364,0
528,234,0
146270,230,0
512,383,3
292,302,0
519,699,0
729,398,0
26,634,0
611,713,0
40,384,0
122,279,0
785,327,0
726,322,0
275,111,0
99,922,0
136,390,0
234,563,0
838,277,1
312,318,0
60,832,0
578,571,0
170,634,1
257,514,3
299,838,0
85,775,0
204,837,0
876,372,0
279,362,1
238,186,0
697,856,0
122,402,1
722,372,0
122,145,0
832,551,0
840,275,0
615,75,1
106,423,5
810,371,0
149,309844,1
782,238,0
422,39,0
238,447,0
917,384,0
303,525,0
557,25,0
785,666,0
308,716,0
390,914,0
719,44,0
8,194,0
522,404,0
349,528,0
37,71,2
922,390,0
525,2089740,0
493,779,2
186,287,0
831,422,0
44,797,0
627,429,0
863,225,0
645,189,0
431,605,1
116,721,2
267,493,3
219,571,0
721,49,0
5,305,0
396,383,12
313,657,0
230,2521991,0
108465,189,0
85,99,0
645,149,0
195,136,0
813,46,0
235,76,0
287,342,0
779,406,0
238,95,0
25,580,0
231,792,0
659,551,0
697,538,0
444,706,0
834,219,0
538,275,0
83,304,0
673,872,0
792,605,0
763,304,0
257,60,0
257,13,0
423,225,1
721,55,1
825,765,0
157,111,0
861,206,1
779,42,0
852,521,0
264,429,0
145,87,0
611,299,0
42,162,1
432,503,0
145,718,0
305,238,0
791,897,0
193,381,0
207,8,0
872,745,0
444,479,0
39,722,0
288,224,0
83,238,0
106,22,2
147,394,0
914,267,0
657,394,0
322,392,0
63,195,0
917,162,0
838,897,0
77,856,0
765,342,1
512,832,0
157,25,0
206,149,0
34,448,1
448,914,0
799,611,0
58,316,0
428,91,0
75,309844,1
529,703,0
831,563,0
916,292,0
364,722,0
390,792,0
538,745,0
737,521,0
106,680,1
770,775,0
49,59,0
206,1384652,5
234,370,0
33,503,0
59,116,3
380,556,3
419,313,0
791,27687,0
376,556,0
111,700,0
722,697,0
659,888,0
317,525,0
247,503,0
349,799,0
733,763,0
1,372,0
147,205,0
303,49,0
204,795,0
457,527,0
431,42,0
189,493,0
419,308,3
350,722,0
75,51,0
838,437,0
521,645,0
796,60,0
521,479,0
448,302,0
195,571,0
257,71,1
605,568,1
189,391,0
42,563,0
149,837,0
143,27687,0
872,242,0
721,792,0
550,184,0
876,563,0
377,414,1
164,657,0
518,634,0
37,680,0
233,9,0
2089740,462,0
740,797,0
422,75,1
275,242,0
779,423,0
459,313,0
71,897,0
673,383,5
231,76,1
370,770,0
838,91,0
61,512,0
1,733,0
26,457,1
697,872,0
373,813,0
396,745,0
713,391,0
697,437,1
157,741,0
51,85,0
390,573,1
842,72,0
49,35,1
740,391,0
796,863,1
765,318,0
225,17,0
202,76,1
556,2089740,0
35,876,0
232,55,0
718,634,0
188,55,1
376,305,0
611,437,1
543,274,0
92,423,3
299,106,0
257,164,1
718,137,0
831,741,0
795,842,0
231,852,0
446,76,0
146270,740,0
111,831,0
75,621,0
810,133,0
697,146270,0
349,573,0
44,872,0
189,667,0
377,609,0
162,17,0
489,391,0
40,825,0
437,317,0
55,206,2
791,856,0
22,792,0
727,534,1
519,304,1
145,184,0
627,486,0
840,832,0
275,791,0
274,799,0
184,162,1
362,285,0
834,198,0
737,360,0
727,122,0
666,93,0
572,370,0
831,781,0
92,741,0
63,706,0
22,897,0
76,543,0
133,99,0
437,22,2
108465,117,1
219,528,0
700,67,0
372,538,0
299,922,0
840,308,0
486,149,0
299,619,0
136,486,0
791,645,0
318,184,0
748,1,0
146270,733,0
571,95,1
457,832,0
512,842,0
292,205,0
557,370,0
205,551,0
327,534,1
219,274,0
233,402,1
634,414,0
145,274,0
49,547,0
372,230,0
718,63,0
518,305,0
309844,863,0
370,1,0
257,35,3
267,613,2
77,49,0
35,437,3
636,231,0
312,22,0
99,580,0
25,697,0
797,608,0
718,588,0
115,95,0
726,795,0
791,76,0
636,30,1
360,362,0
58,528,0
55,448,1
588,1,0
30,571,0
55,897,0
396,317,0
195,206,0
299,428,0
83,578,0
342,765,1
275,459,0
718,521,0
721,115,1
22,608,1
370,40,0
30,58,2
202,225,1
657,146270,0
308,360,0
302,636,0
55,349,0
528,697,0
512,242,0
157,42,0
784,897,0
394,831,0
383,446,0
716,13,0
83,680,0
447,659,1
748,831,0
230,741,0
446,713,0
264,392,0
507,447,0
483,350,0
551,831,0
529,876,0
916,13,1
342,17,0
605,446,0
429,198,1
551,550,0
370,308,0
444,572,0
37,722,1
106,188,1
666,145,0
225,666,0
371,350,0
312,92,0
357,317,1
133,202,0
231,573,1
567,914,0
615,232,0
309844,170,0
763,751,0
475,231,0
264,785,0
303,72,0
444,457,0
573,266,1
878,299,0
541,398,0
763,279,0
878,96,0
83,22,1
39,634,0
149,447,0
392,615,0
666,448,0
287,637,0
423,457,1
326,232,0
207,317,0
305,147,0
157,274,0
781,423,1
108465,459,0
303,775,0
446,406,1
799,609,0
588,525,0
493,680,3
91,202,1
700,279,0
37,619,1
360,136,0
234,459,0
479,8,0
645,431,0
92,795,0
122,5,1
231,394,0
136,631,0
288,758,0
556,751,1
489,703,0
184,741,0
9,275,0
234,275,0
137,419,2
837,631,0
266,317,0
318,392,0
51,170,0
44,377,0
398,534,0
238,40,0
810,856,1
195,518,0
572,350,1
2521991,797,0
572,719,0
163,285,0
781,341,0
507,541,0
164,588,0
550,193,0
225,404,2
133,872,1
392,580,0
459,232,0
444,115,0
342,572,1
916,305,0
60,33,0
917,71,0
431,232,0
394,146270,0
279,813,0
799,318,0
588,122,0
571,376,0
527,372,1
755,111,0
422,95,0
316,419,0
235,341,0
775,840,0
304,614,0
573,92,4
93,765,0
162,673,0
186,611,0
341,437,1
770,457,0
538,462,0
203,568,0
77,550,0
605,44,0
238,123,0
745,796,0
361,726,0
659,205,0
718,303,0
745,391,0
302,529,0
842,627,0
863,75,0
852,357,0
483,422,0
205,373,0
72,837,0
147,25,0
34,825,0
551,72,1
93,831,0
657,782,0
446,507,0
162,765,0
189,722,0
541,341,0
162,519,0
727,96,0
189,342,1
317,322,1
810,122,1
578,748,0
341,718,1
718,76,0
699,392,0
317,608,0
308,588,0
193,785,0
322,588,0
414,775,0
37,503,0
573,667,1
288,457,0
834,522,0
402,380,0
714,863,1
700,275,0
475,363,0
49,765,0
318,797,0
543,194,0
259,157,0
605,204,0
872,157,0
727,834,0
437,863,0
751,259,0
779,232,1
797,432,0
326,121,0
25,121,0
257,876,1
327,392,1
230,275,1
493,117,1
861,266,0
567,614,1
55,234,0
813,721,1
556,758,2
922,404,0
680,557,0
563,1384652,2
922,888,0
810,733,1
745,614,0
357,758,2
782,916,0
322,825,0
61,637,0
342,1,0
422,137,0
357,136,2
573,122,4
326,357,1
133,791,0
572,422,0
76,322,0
206,318,0
312,188,0
605,2089740,0
2521991,404,0
147,528,0
792,563,0
364,232,0
392,700,0
362,392,0
627,521,0
876,856,0
349,318,0
758,716,0
621,659,0
58,299,1
357,799,0
2089740,27687,0
22,578,0
377,75,0
189,414,0
745,87,0
205,170,0
381,423,3
193,143,0
391,572,1
503,547,1
758,12081,0
361,751,0
414,204,0
111,876,0
447,457,0
700,71,0
115,527,1
277,5,1
571,242,0
309844,615,0
493,479,2
311,332,0
232,763,1
503,264,0
230,447,0
186,730,0
716,770,0
832,234,1
17,91,1
446,55,0
406,419,1
122,419,4
733,55,0
547,203,0
770,381,0
556,224,1
429,12081,0
872,667,0
917,296,0
888,117,0
861,831,0
285,37,0
266,813,0
745,751,0
615,384,1
621,136,0
383,775,0
791,287,0
116,507,2
784,87,0
121,445,3
304,106,1
274,536,0
423,659,2
22,145,0
703,99,0
316,637,0
2521991,556,0
557,528,0
247,309844,0
198,781,0
123,146270,0
186,147,0
719,162,0
634,556,0
219,719,0
87,46,0
611,792,0
116,525,1
547,299,0
370,609,0
571,861,0
479,861,0
721,219,0
406,357,4
667,85,0
493,350,3
99,414,1
59,391,0
832,522,1
71,146270,0
568,792,0
667,122,0
404,462,0
87,267,0
432,796,1
349,751,0
615,313,0
634,99,0
779,825,0
796,93,1
164,795,0
332,143,0
444,785,0
277,235,1
287,235,0
326,784,0
231,369,0
721,318,0
37,785,0
719,195,0
22,25,1
381,404,2
842,162,0
99,446,0
832,614,0
716,831,0
312,203,0
891,799,0
76,568,0
534,115,0
439,157,0
522,713,0
46,483,0
406,99,0
341,8,0
572,279,0
322,200,0
718,741,0
832,247,0
631,206,0
296,360,0
231,775,0
117,332,0
457,287,0
287,527,1
106,556,2
143,396,0
631,755,0
571,2089740,0
792,573,0
615,332,1
673,791,1
917,259,0
431,459,0
137,44,0
522,91,4
719,422,0
740,483,0
547,831,0
93,719,0
49,834,0
308,580,1
207,117,0
299,486,0
85,758,0
459,422,0
117,631,0
551,832,0
116,122,6
637,609,1
381,916,0
96,406,0
699,432,1
636,85,0
557,58,0
751,285,0
40,598,0
133,380,2
123,60,0
609,163,0
445,775,0
322,551,0
730,700,0
722,657,0
193,63,1
274,188,0
613,1,0
96,357,0
856,115,0
608,614,0
571,170,0
613,373,0
797,493,3
233,799,0
832,106,0
360,304,0
8,266,0
550,486,0
916,77,0
447,719,0
703,729,0
563,40,0
145,861,0
304,143,0
730,598,0
547,863,0
657,51,1
44,83,0
489,519,1
527,613,1
234,614,0
360,439,0
305,259,0
376,878,0
55,277,1
615,503,0
810,30,0
765,810,0
432,75,1
72,184,0
837,489,1
733,35,1
796,123,1
202,35,3
797,313,0
703,891,0
123,267,0
406,63,0
667,917,0
39,543,0
235,9,0
534,392,0
737,390,0
567,202,1
111,247,0
275,529,0
296,381,1
716,914,0
863,35,0
264,462,0
143,203,0
230,193,0
96,350,0
83,39,0
257,538,0
230,267,1
659,519,0
257,357,2
782,311,0
2521991,512,0
285,58,0
193,342,0
63,22,0
404,792,0
304,631,0
897,609,0
327,448,1
332,872,0
922,521,0
741,233,0
621,897,0
384,519,0
614,512,0
204,799,0
40,342,2
55,37,0
332,897,0
627,722,0
922,287,0
59,136,1
146270,619,0
312,162,0
557,755,0
721,856,0
782,914,0
111,667,0
377,275,0
369,96,0
327,775,0
225,232,0
550,390,0
740,578,0
525,312,0
279,193,0
279,522,0
439,361,0
834,831,0
111,380,1
17,726,1
614,303,0
259,430,0
