u,v,PA
322,456,10
1165587,1573,6
1782,810,27
1835,1954,0
1508,543,6
1199,1266,39
1600,349,17
1993,1343,3
1416,1935,1
1392,2051,1
381,2029,36
1463,1,290
1165587,889,2
1993,565,3
230,1638,12
391,657,0
1370,1194,36
741,2009,0
1353,590,6
483,517,2
318,277,5
233,1014,1
493,372,340
33,748,84
1695,1164871,8
1265,1925,4
1061,475,0
517,1441,6
1042,162,27
1797,1611,75
519,541,18
796,1179,0
1557,1517,4
1311,1,110
581,1467,14
1384,796,0
872,271,22
302,1958,10
1554,888,0
2089740,578,4
1013,1612,48
3582,1199387,0
58,1709,35
225,1194,10
25,1398,22
738,1248,1
1602,437,2
1992,1611,25
1178,888,0
954,291,8
1109,2006,6
1175,1069,30
1851,1190,15
611,733,63
275,1894,3
446,1752,36
341,1247,13
1109,1323,72
611,744,36
1737192,1560,7
1875,1596,45
398,459,4
547,117,24
1384,3180,20
1793,699,12
1541,1323,48
1436,212,11
2024,225,20
381,543,24
736,716,15
312,381,12
565,1776,6
1680,1179,5
1553,1441,3
479,1228,368
588,224,9
1450,1929,14
92,1799,50
1042,518,18
1866,1464,10
1709,1084,20
1006,1521,21
116,1813,126
2029,1238,3
1733,117,8
277,1612,30
1982,1790,2
296,1346,3
1212,727,26
1875,1061,27
1697,157,4
738,1894,3
277,1147,5
1738,1534,7
1373,1793,10
1762,916,5
1220,2009,0
1104,224,45
1970,1935,2
1219,29,19
12081,270,4
423,1801,8
95,1688440,6
86,689,6
1894,1254,24
318,1238,1
1037,1858,21
517,1554,40
1821,1421,9
1940,1912,30
149,1881,120
86,479,138
1632,396,248
697,2057,0
200,1970,4
1518,1557,4
745,1219,190
1220,1238,9
229,1632,0
1185,842,66
1043,1790,54
1416,1227,3
203,692,4
936,1638,8
1596,1549,35
212,275,1
1471,267,9
1199387,2,14
785,1337,1
958,1084,28
204,966,8
2024,259,12
954,83,28
527,1633,9
803,1297,15
534,1994,2
2056,1611,25
1921,1744,66
2018,1812,26
648,1293,6
1013,1891,8
1363,271,12
432,1801,72
920,204,36
1782,46,18
1854,1323,12
834,446497,99
810,432,54
1793,863,4
302,1094,4
810,1353,18
61,1389,18
1730,1821,12
547,1667,3
493,1976,51
993,212,2
1767,636,18
1341,1212,52
230,2047,12
1050,736,3
1769,1726,7
1569,1373,15
1818,2024,16
1534,966,14
863,1627,6
581,1042,18
116,1185,396
1478,1403,0
1710,1921,36
305,446497,27
1337,1615,8
446,1223,20
1384652,233,11
296,1585,9
446497,1154,108
1343,230,6
1190,1799,75
1914,1043,81
536,1992,10
507,1529,2
1249,1776,36
1975282,312,9
1075,791,54
1739,689,10
1546,534,4
1667,1821,3
1084,1122,12
889,588,3
1204,1606,1
271,1744,22
1208,1632,62
1683,489,28
1667,741,1
1606,428190,15
1573,813,6
364,77,13
1471,718,15
267,2089740,9
1951,1477,18
1881,581,12
2031,685,1
988,1497,2
1992,1554,100
481,1063,45
556,1725,3
1204,1929,1
1536,1549,70
383,657,0
1968,1050,2
889,1960,3
1248,229,0
1536,372,200
755,1703,42
1581,571,18
1996,277,25
493,1366,119
2009,1521,0
1954,1025,9
1726,203,4
1060,194,90
109,391,8
805,1323,96
1109,1958,30
39,2,8
1600,619,102
1695,763,8
718,5,390
1266,2047,26
1249,1193,12
842,1726,3
1228,811,32
1477,1392,2
292,1534,21
805,238,24
954,1322,8
736,680,12
198,1976,3
406,708,16
763,1192,2
1925,292,3
968,784,18
1820,588,9
1546,259,6
727,533,14
150,2011,14
372,46,40
525,1037,7
1960,988,6
1117,1638,44
22,2010,6
1960,238,9
1367,35,32
1486,1853,9
340,1403,0
117,1060,40
1494,1940,5
1130097,1398,12
2006,685,1
1037,1638,14
1851,1600,17
1944,285,66
1667,954,4
1908,547,15
214,2024,24
1818,567,4
349,692,1
578,40,56
1463,1799,145
2057,1037,21
1920,699,0
285,1508,18
834,1810,33
1744,685,11
1175,544,5
1533,296,15
1490,657,0
186,380,9
1697,380,18
1384652,588,33
1726,1654,2
292,75,9
117,1433,24
1904,29,5
1412,699,42
242,2089740,1
245,205,1
889,547,3
1441,188,12
1065,212,1
1432,1433,18
751,1908,10
988,1190,30
1944,1618,33
39,48281,0
1542,1384652,110
1050,446,4
1747,1412,7
1638,259,6
1310,349,3
1886,1929,8
1392,1627,3
50,184,0
1421,1720,6
805,1511,48
814,1409,18
1557,1461,4
1954,149,60
199,1309,5
13,1633,9
380,1635,63
1960,716,15
1618,1750,12
1529,1960,6
1739,3582,0
1517,834,11
205,423,2
745,276,20
1048,698,9
699,689,6
1227,512,3
1084,1993,12
2018,302,26
1940,1632,155
588,1450,42
9,1733,1
41,1248,4
1925,1897,1
1000,1497,8
1353,1616,18
14446,568,12
2018,1310,39
1178,1043,81
117,636,48
1733,4,1
1363,1659,270
838,1813,49
396,755,16
1545,1891,10
203,1048,12
116,525,18
149,1632,620
1042,1248,9
340,17,22
479,1950,23
990,1508,33
1398,200,4
1633,637,27
475,872,0
958,1265,28
1545,1110,90
1904,1950,5
12081,1265,16
791,1866,9
1935,342,6
1557,3582,0
1866,1340,1
1744,1703,231
718,83,105
993,1178,6
1464,373,30
1271,958,63
626,1953,1
920,1014,9
255,1733,5
1894,653,12
86,1816,66
2041,1747,2
285,304,24
2024,763,8
954,72,20
338,556,33
813,1975,4
12081,1538,20
1940,699,30
637,1769,21
1084,2041,8
507,17,22
567,1392,1
738,1627,3
1247,803,65
1635,35,28
1223,1441,15
1782,1841,54
1854,770,16
1694,109,16
202,203,24
1124,1297,6
916,1854,1
825,645,8
2031,14446,6
55,519,12
547,1441,9
1545,1830,50
842,1592,3
1573,1680,15
1790,1776,12
83,1309,7
255,1960,15
636,1297,18
40,1185,308
276,1494,2
740,1314,4
1541,1048,12
741,1448,11
1875,203,36
689,1025,3
1271,1453,9
1192,916,1
312,257,7
832,697,0
432,2051,18
1546,952,4
741,1677,2
3582,1060,0
214,1618,18
1813,245,7
1110,1904,45
1403,1849,0
1554,626,20
1409,854,6
162,1398,6
1025,648,18
92,740,40
479,657,0
30,615,0
322,1238,10
142,842,0
1688440,1194,12
446,150,28
1384,1807,18
1165587,1363,12
1179,2029,3
685,25,11
534,1776,12
733,3180,70
803,64,10
1830,5,130
1954,1497,3
178,920,9
810,1450,42
369,1109,54
230,1958,30
1573,203,12
1690,136,1
1841,2089740,6
512,2041,2
1737192,2019,3
1747,1848,10
60,1940,0
952,914,28
1886,1862,56
2041,1368,60
364,912,3
1739,889,10
636,1110,54
1546,357,18
142,14446,0
1546,1573,6
341,1464,10
1311,349,11
792,381,12
556,1414,51
1409,238,18
1341,396,32
1688440,1247,78
1975282,224,27
1750,834,44
1670,369,0
48281,1471,0
446,863,8
1546,1851,2
2016,740,4
680,1168,12
475,1521,0
568,136,2
430,1384,20
1494,716,5
1248,940,1
1363,35,24
1373,3582,0
1168,96,3
940,1104,15
361,1747,6
122,58,98
175,1314,7
543,214,12
999,1204,3
533,1730,28
636,1178,18
1521,1737192,3
1554,184,240
1185,35,88
12081,203,16
1752,14446,54
1975,380,18
361,1683,42
432,1944,198
1464,1948,130
175,178,7
1363,1337,6
615,854,10
966,2057,6
692,1866,1
1538,544,5
1179,75,3
1409,1179,6
142,519,0
49,1752,81
1464,791,90
259,744,12
636,1709,30
868,1797,30
203,522,44
1010,163,3
198,1407,5
1881,1373,30
1573,116,54
50,988,0
1363,1820,18
1491,920,81
1875,1925,9
1797,1958,75
369,1993,27
692,55,4
1060,2056,25
1616,1597,3
39,242,4
517,1841,12
536,1865,2
891,2018,65
1737,1996,0
572,1632,372
143,1820,15
17,285,132
1542,1606,10
1976,1769,21
302,373,6
645,83,14
357,547,27
1858,1432,18
619,722,30
1014,2099426,1
813,1147,2
136,1790,2
131,916,0
1199387,230,42
475,302,0
741,35,4
2,259,6
1677,1436,22
188,1046,0
482,987,7
64,432,36
1433,1450,42
536,619,12
727,364,2
1677,988,4
1970,1518,2
770,199,80
2031,834,11
270,722,5
2,234,22
886,486,18
437,1853,18
1448,39,44
64,763,4
1627,916,3
1560,572,84
697,954,0
475,361,0
1,1611,50
1644,383,24
1392,5,26
936,1433,12
26,834,77
1471,338,11
186,568,2
86,1546,12
1848,1421,30
276,291,4
1739,1046,0
1518,157,2
544,958,7
1954,1694,12
58,483,7
1006,39,28
1835,1996,0
1782,1908,45
534,1667,2
1894,1812,6
302,745,20
1904,1030,70
1710,1042,54
391,1293,2
296,1529,6
1204,1801,4
350,96,5
2056,1638,10
993,1165587,4
1432,5,156
699,1100,12
143,832,20
1921,1553,6
29,1970,2
1010,1680,5
198,2047,2
1061,1438,42
9,805,8
291,149,40
3582,838,0
311,194,36
854,2041,2
285,1542,60
72,298,5
1449,229,0
1517,1820,3
1065,1014,1
868,212,2
137,380,81
1862,1835,0
75,242,3
432,626,18
1618,33,18
1453,1944,11
17,1373,110
17,1810,66
482,1870,16
2089740,33,6
2009,1624,0
285,1781,6
338,811,22
1110,990,99
484,396,16
1654,1951,18
1606,698,3
1726,1517,1
285,1793,12
493,203,68
968,184,36
1996,1491,45
748,423,28
811,172,14
914,2019,42
1541,296,12
527,1602,1
1953,785,1
1848,738,10
1199,305,9
116,83,126
75,541,18
1266,1042,117
175,740,28
1124,1168,6
1344,792,22
364,398,2
1130097,212,6
1497,1521,3
482,1776,6
1654,312,2
1649,803,15
748,1389,28
810,1204,3
615,31505,160
364,2007,3
1265,312,4
1633,1904,45
3180,242,10
568,512,2
1820,541,18
1403,1343,0
581,1013,16
2057,1744,33
692,483,1
396,1297,24
1801,1597,4
1618,481,9
430,796,0
1654,1970,4
230,224,18
685,1208,2
298,1389,2
188,813,8
1192,657,0
1314,372,20
1694,373,12
163,1697,6
1688440,1265,24
1384652,1450,154
1199387,1667,7
1491,637,27
680,1616,12
178,810,3
1441,29,3
357,792,9
229,1975282,0
1174,527,1
35,1738,4
186,1310,3
1130097,1094,12
1538,1398,10
406,1254,16
588,1976,9
1790,1471,2
727,39,8
1675,1297,6
1854,219,1
1193,936,8
9,1545,10
1632,1776,186
199,136,5
369,522,99
1223,1580,40
1644,1776,24
792,392,8
1560,122,98
1853,2016,9
547,1866,3
999,1667,3
377,456,3
805,536,16
380,203,36
689,1853,9
517,1569,6
204,149,80
770,1293,16
565,1720,2
1996,1,50
205,571,2
657,1111,0
1762,338,55
1109,1223,30
1994,1935,1
423,718,30
796,419,0
1050,1948,13
1341,1891,4
1818,1976,12
35,888,0
242,544,1
1750,922,4
1690,1271,9
990,2006,11
590,1542,10
13,1726,1
952,1606,2
1830,137,45
1592,1841,6
1683,1480,7
672,12081,24
1680,1060,25
1175,31505,80
1801,1249,24
369,1228,144
361,2056,30
1340,1494,1
322,1223,50
1449,803,25
437,489,8
1461,796,0
270,1709,5
205,1854,1
380,1921,54
1199387,50,0
1912,1061,18
361,1968,12
205,1370,18
755,541,12
1975,60,0
1010,302,2
905,259,126
1557,394,0
203,2,8
204,1368,120
1010,666,1
1323,1046,0
1781,298,1
1849,1384,6
1337,1921,6
61,1248,9
342,481,18
2016,483,1
645,13,2
2031,137,9
194,1697,36
891,888,0
2024,1192,4
1877,1618,0
479,1497,23
1908,1666,45
1853,993,18
1403,1912,0
1351,1670,0
581,968,6
763,1124,4
1466,1311,11
748,1486,14
1461,714,4
2031,1581,9
1314,338,11
1407,1314,5
428190,2099426,15
338,1511,66
1185,1013,176
1881,142,0
116,1343,18
1659,1453,45
1030,1925,14
1951,1193,18
50,1351,0
1124,406,4
547,1694,12
1703,406,42
1199387,1322,14
699,619,36
1310,1365,9
1448,277,55
1737192,1799,5
1946,785,1
456,722,5
1365,1618,9
1747,275,1
481,1366,21
1199,1886,24
1940,1992,25
968,1569,9
1190,383,90
30,916,0
311,1993,6
1212,396,104
544,1204,1
966,792,2
430,805,80
922,960,11
2089740,1483,3
2051,1744,11
242,1175,5
1293,1630,11
1615,854,8
1069,162,18
1373,993,10
1675,60,0
1436,636,66
940,58,7
314,987,42
481,75,9
1403,958,0
204,95,4
486,437,18
350,572,60
1470,567,7
1602,13,1
1337,1351,6
1606,1920,0
1790,512,2
1627,238,9
1769,1865,7
1398,893,20
175,3582,0
2056,276,10
1602,2024,4
483,803,5
1248,893,10
1392,48281,0
645,615,20
1337,267,9
645,143,10
49,1046,0
12081,41,16
1690,727,2
1208,1337,2
2047,1618,6
233,1891,1
1061,72,15
50,1737,0
136,718,15
1920,1858,0
1624,150,14
1311,1343,11
205,657,0
391,479,46
1467,1737192,7
960,302,22
432,91,270
1920,1,0
172,1367,56
518,475,0
738,1630,11
1338,391,2
1744,834,121
245,922,1
493,55,68
1365,1480,3
1818,456,4
672,255,30
1560,1925,7
349,1310,3
1944,1615,88
50,699,0
1373,1733,5
1122,1730,12
305,1897,3
1497,2018,13
922,361,6
349,1311,11
242,456,1
377,298,3
39,1542,40
736,1818,12
305,2010,3
1870,322,160
518,763,4
1865,304,4
341,1627,3
727,1464,20
30,1337,0
740,1542,40
291,1695,8
162,1944,33
27687,86,30
1061,1124,6
770,2007,48
1703,960,231
1220,1633,81
611,276,18
744,342,24
214,1337,6
1912,1407,30
1925,877,6
175,86,42
1337,1116,8
219,755,2
1000,123,40
1654,298,2
1799,1179,5
872,1192,11
1951,1644,36
636,1597,6
868,1521,6
1265,1738,4
1453,556,3
184,838,84
1618,29,3
1897,137,9
1925,1297,3
1683,311,14
1993,4,3
1449,891,25
1733,785,1
1737192,1752,9
1392,842,3
1818,1314,4
741,891,5
1179,1747,1
1168,1818,12
1219,1533,95
2024,1690,4
1392,234,11
741,1343,1
12081,1518,4
1976,1043,81
810,1471,3
304,2029,12
322,1367,80
966,2010,2
270,1630,11
229,1569,0
920,1710,54
1553,1654,2
1174,233,1
486,1767,27
1311,341,11
1046,3582,0
437,556,6
534,1220,18
1353,738,6
1297,369,27
2009,2016,0
276,1291,4
1659,1767,135
51,1710,48
122,219,14
519,1752,27
1322,1880,8
1970,578,8
184,91,180
1730,383,24
428190,993,30
50,940,0
1061,745,30
813,1580,16
1615,1920,0
1797,578,60
1536,1208,20
2007,1486,3
699,1403,0
372,988,40
666,568,2
519,1014,3
225,2006,5
805,1164871,16
692,1767,3
727,225,10
1762,1464,50
1573,507,3
512,637,3
1580,1929,8
936,1710,24
1793,572,24
179,3582,0
751,142,0
1412,1448,77
914,1346,14
318,276,2
2047,740,8
1737192,479,23
832,373,12
1744,49,99
150,886,14
522,785,11
716,432,90
22,1693,84
3180,95,10
1219,404,114
741,109,4
1450,666,14
13,271,2
1508,304,12
1820,1341,12
914,954,56
1165587,1309,2
2006,1130097,6
1174,188,4
1546,842,6
1310,1747,3
1208,340,2
14446,55,24
1649,429,12
179,1199,9
459,432,36
1877,1912,0
380,763,18
872,993,22
893,517,20
1370,1801,72
1467,1351,42
872,242,11
1638,637,6
1683,33,42
568,1632,62
1078,838,112
202,1769,42
39,437,8
1373,740,20
481,832,12
1373,1697,10
194,2031,18
349,507,1
854,317,4
456,891,5
1730,1311,44
1344,484,44
1675,1109,12
1204,541,6
1670,1248,0
952,512,2
429,543,8
954,1433,12
1649,1366,21
186,658,0
1992,708,40
1726,810,3
733,383,42
2018,825,52
1212,311,26
1407,2056,25
517,1265,8
1786,547,30
381,1486,12
493,1223,85
1950,255,5
1006,1063,105
429,307,16
547,116,54
493,796,0
1389,1185,44
533,891,35
611,1094,18
163,966,6
1747,373,3
142,936,0
1709,255,25
475,727,0
1228,1720,32
525,224,3
653,1409,24
194,1666,162
1130097,72,30
891,1851,5
188,172,28
322,568,20
1690,430,10
446,1486,4
307,1248,4
1010,541,6
1453,13,1
1025,868,6
1025,1688440,18
1461,175,7
1511,1877,0
1976,1111,12
692,1483,3
905,590,42
1635,149,140
811,200,4
1293,1534,7
1929,565,1
163,572,36
203,1738,4
1925,1164871,2
556,380,27
1975,317,8
1542,1767,30
672,680,24
2006,517,2
1219,5,494
48281,12081,0
1409,1954,18
322,2057,30
1866,205,1
1490,2010,6
1670,100,0
1179,1659,45
611,708,72
406,1075,12
1675,2,4
1366,2047,14
482,1084,4
372,1529,40
361,383,36
2010,17,22
791,2089740,9
1580,1271,72
178,1556,15
891,1248,5
1471,666,1
350,653,20
1841,302,12
1409,1353,36
888,666,0
1953,1494,1
834,1310,33
175,527,7
1199,1208,6
1432,1006,42
565,298,1
1351,751,12
31505,626,16
692,1776,6
534,406,4
1463,1219,551
1310,3180,30
143,893,50
296,626,3
277,1546,10
912,194,54
1921,1006,42
2029,1665,18
1075,1875,54
117,832,32
1467,1821,21
276,573,8
1227,920,27
456,522,11
1291,1013,16
312,96,1
1461,519,3
1063,194,270
1710,619,36
48281,1739,0
1602,733,7
1970,1841,12
432,863,36
784,990,66
380,350,45
525,1432,6
580,708,64
1220,1954,27
832,536,8
905,1471,42
1271,349,9
877,1165587,12
1877,150,0
1615,1192,8
680,1343,4
406,428190,30
1954,580,24
699,1853,54
414,785,10
437,968,6
1467,58,49
1908,1109,30
1363,1030,84
891,714,20
1835,1666,0
1389,1219,38
1611,1709,25
318,708,8
1557,1615,32
2047,398,4
1220,1946,9
811,1416,2
1069,1733,6
115,1569,21
72,117,40
72,1695,20
1536,940,10
740,1341,16
1737192,1592,1
893,698,30
1851,1665,6
1690,48281,0
2024,1862,28
479,805,184
954,2041,8
1649,796,0
50,484,0
1311,175,77
1820,242,3
1649,1441,9
2,372,40
1271,1338,9
580,428190,120
1554,1165587,40
1549,1343,7
1164871,1553,2
1865,486,9
475,1,0
277,1363,30
1690,837,1
714,1580,32
1208,383,12
115,91,105
1549,1265,28
1322,116,36
811,952,4
954,1190,60
1633,26,63
568,1940,10
1441,1951,27
914,291,28
41,296,12
5,1982,26
1694,1649,12
958,342,42
380,456,9
380,484,18
298,277,5
1000,163,24
225,242,5
1220,39,36
1109,1929,6
200,1585,6
1953,990,11
432,1854,18
736,175,21
291,1611,10
718,1254,120
1042,1466,9
615,322,100
518,1585,6
40,1480,14
1533,75,15
1518,1194,2
136,1793,2
519,1644,12
245,116,18
611,484,18
1199387,1412,49
1954,685,3
194,1925,18
1797,1618,45
568,71,14
479,1168,69
377,1897,3
1194,116,36
1762,1247,65
1344,2010,22
267,727,18
1344,291,44
17,1925,22
50,92,0
512,1816,11
626,1223,5
1373,533,35
341,2019,3
186,1384652,11
1946,658,0
1891,204,4
541,565,6
349,838,7
637,1254,24
1199387,1,70
322,1194,20
619,1813,42
567,175,7
2057,1478,15
1875,1174,9
1462,1797,15
1104,740,60
832,1830,20
940,2006,1
4,708,8
1659,1164871,90
1175,1602,5
314,1363,36
233,383,6
1812,1122,6
1786,1030,140
1970,60,0
1227,17,66
1511,1340,6
544,794,2
512,571,2
475,4,0
1762,1309,5
1297,512,3
1453,1367,8
318,588,3
1178,1948,39
891,1542,50
381,1946,12
364,163,3
381,1367,96
1026,1438,56
1665,1323,72
58,571,14
1726,718,15
1521,1920,0
1948,1953,13
1670,1314,0
429,229,0
842,1820,9
568,86,12
1790,1695,8
229,636,0
357,1392,9
1904,95,5
1536,1529,20
1219,611,171
274,581,6
1373,784,30
274,1147,3
811,1219,38
805,25,88
1310,1448,33
27687,429,20
1010,1511,6
1471,1467,7
1942,590,1
364,1340,1
1219,157,38
615,71,70
648,803,30
1124,396,16
1801,1935,4
1122,178,3
1739,1820,30
322,489,40
1389,1710,12
60,1925,0
1921,1733,6
541,699,36
61,224,27
1976,590,3
1592,993,2
916,547,3
214,1147,6
26,1596,35
993,58,14
615,580,80
131,1820,0
1227,423,6
1553,2056,5
49,12081,36
714,581,8
733,14446,42
1254,1694,32
543,1975282,18
1975,1921,12
838,1065,7
940,1677,2
1483,1703,63
1615,172,56
1534,1816,77
131,796,0
657,117,0
1862,1433,21
1951,1627,27
1037,1611,35
39,1536,40
1536,1314,10
1790,58,14
708,581,16
373,123,15
1409,611,54
1644,77,52
1920,517,0
525,580,8
784,1862,42
205,794,2
1762,1670,0
1680,9,5
1192,1046,0
1870,1043,432
567,573,4
672,993,12
1310,1414,51
1812,1976,6
162,1573,9
482,41,4
590,536,2
741,12081,4
2057,1013,24
2010,1992,5
115,727,14
1592,396,8
1178,2019,9
837,999,3
429,770,64
40,733,98
2041,2056,10
123,342,30
204,868,8
318,1063,15
234,75,33
383,1208,12
814,1858,9
109,1703,84
727,75,6
1122,198,3
1616,1084,12
1471,2016,1
803,1450,70
1553,1581,9
1466,689,1
1592,1192,1
1407,517,10
3582,396,0
1670,987,0
1065,91,15
267,1556,135
22,131,0
2016,1407,5
619,534,12
26,86,42
71,565,7
1821,3582,0
522,229,0
27687,381,60
1925,1854,1
1124,1471,2
1536,905,420
1367,275,8
163,507,3
314,48281,0
1026,2029,12
150,1862,49
1549,1821,21
285,832,24
791,1030,126
990,396,88
507,188,4
224,1223,15
1464,184,120
888,229,0
1730,522,44
936,2007,12
872,1494,11
1462,1199,3
1409,525,6
357,255,45
708,41,32
342,1414,102
988,1000,16
1266,1925,13
143,1993,15
274,481,9
377,274,9
40,46,28
429,95,4
1546,954,8
423,483,2
527,1585,3
1596,1782,45
3180,1438,140
31505,2006,16
1866,86,6
311,1323,24
77,91,195
40,1384,28
245,1291,2
1370,1709,90
1343,304,4
958,567,7
60,1557,0
914,1738,14
1060,1536,50
1043,1592,27
1750,2089740,4
1353,1486,6
394,428190,0
312,568,2
544,1199387,7
1862,588,21
1164871,1199,6
1560,1627,21
708,430,80
1801,877,24
825,1314,4
341,1490,6
162,571,6
1638,1762,10
1944,1658,22
392,547,24
1190,541,90
55,645,8
1265,653,16
1816,446,44
1438,1649,42
1122,1680,15
672,1124,12
1627,1862,21
1470,446497,63
35,202,24
1940,1373,25
987,1585,21
1365,1344,66
317,1541,16
75,446,12
1466,1343,1
1665,1094,12
91,2099426,15
312,225,5
1069,2089740,6
1384,1891,2
202,1392,6
394,186,0
459,322,20
960,615,110
391,733,14
302,1848,20
1992,1720,10
751,1030,28
1541,123,20
968,1875,27
46,1190,30
27687,1271,45
794,1635,14
1807,1365,27
298,1117,22
1677,2024,8
311,1658,4
645,1407,10
1546,619,12
1265,1323,48
1309,1541,4
1627,567,3
30,383,0
889,920,9
1752,275,9
1877,517,0
307,91,60
672,1471,6
1130097,381,72
456,615,10
525,1365,3
1353,988,12
1470,1849,21
398,1026,8
1848,905,420
96,1858,3
1703,1175,105
920,1518,9
658,100,0
837,1948,13
580,1014,8
993,1480,2
1338,1549,7
556,116,54
361,1649,18
380,1612,54
383,340,6
619,1344,132
648,95,6
92,1950,10
792,527,1
1470,1976,21
1370,1541,72
2011,1338,2
267,1407,45
796,1030,0
1894,727,6
751,572,24
285,1737,0
1703,1164871,42
163,567,3
484,314,12
685,164,2
1384,1914,6
1982,1433,3
1521,588,9
2,1293,2
1353,1322,12
1912,1483,18
838,1233,56
1266,1854,13
1948,456,13
3582,13,0
29,877,6
77,479,299
1464,2011,20
1946,1994,1
1730,25,44
349,1193,2
349,1750,4
1886,396,64
680,1807,36
305,204,12
565,25,11
12081,648,24
157,1976,6
377,172,21
1776,1407,30
1580,1854,8
1865,1122,3
202,1914,18
1373,1314,5
1830,475,0
1368,1710,180
61,1830,45
270,1580,8
1849,1026,12
1920,1471,0
1478,1199387,35
1767,1212,39
733,2019,21
481,1124,6
1111,342,24
2089740,1497,1
2041,1835,0
1109,1627,18
414,1667,10
1624,1616,6
803,1821,15
519,1875,27
377,1993,9
1247,1810,39
1940,55,20
868,889,2
1553,1996,5
298,398,2
1497,1116,8
1467,1849,21
1769,143,35
1975282,1199387,63
1912,1248,6
1238,296,3
1438,369,126
369,1212,117
1612,567,6
1517,446497,9
1109,277,30
920,1094,18
1975,1767,6
1560,1104,105
163,4,3
1497,1747,1
1441,234,33
1025,1228,48
1870,30,0
200,658,0
1666,198,9
1117,813,44
1618,527,3
1432,785,6
763,1168,6
1573,41,12
64,1337,2
1060,1624,10
1944,1693,154
275,1448,11
1841,568,12
123,1521,15
459,341,2
744,92,40
1175,692,5
318,854,1
718,1037,105
364,1265,4
2,615,20
1680,1192,5
2024,803,20
1738,17,22
1968,1094,4
1449,568,10
891,1521,15
936,1993,12
1675,58,14
692,276,2
868,391,4
1311,150,77
1830,1384,10
916,271,2
1048,534,6
1116,1441,24
1769,755,14
136,590,1
1227,1709,15
1992,1618,15
46,1950,2
486,699,54
1014,200,2
136,893,10
590,1658,2
13,1982,1
832,322,40
1849,811,6
578,987,28
100,1094,8
738,863,2
17,1976,66
72,203,20
1438,1877,0
437,26,14
2056,55,20
1412,2099426,7
406,533,14
205,573,4
270,1866,1
1046,792,0
48281,1914,0
1658,1644,8
1920,1025,0
1975282,1063,135
2029,186,3
1042,414,90
1912,1569,18
1720,194,36
1665,459,12
1030,525,14
432,72,90
162,1851,3
1414,1688440,102
1337,1813,7
863,1633,18
270,377,3
527,428190,15
1193,1063,30
39,1529,8
1560,1630,77
748,872,154
178,527,1
940,1744,11
580,920,72
481,1841,18
205,1970,2
914,1776,84
581,39,8
1467,1666,63
653,2009,0
1881,4,6
763,1841,12
3582,274,0
1109,25,66
1192,1494,1
1654,109,8
1996,1632,155
428190,738,15
1654,430,20
1353,77,78
2024,954,16
48281,1946,0
1897,1862,7
2018,517,26
1894,1925,3
1616,1841,18
2018,1194,26
697,456,0
230,86,36
338,1078,176
1193,274,6
391,1384,4
1904,834,55
1703,225,105
1341,391,8
716,429,20
1111,832,16
1249,149,120
1737,805,0
2009,1,0
1920,162,0
267,1421,27
414,302,20
1545,1638,20
1538,1848,50
35,1043,108
2007,1630,33
456,626,1
1545,518,20
565,1219,19
199,51,40
657,785,0
940,1665,6
699,482,6
1398,2009,0
77,186,13
580,1946,8
1948,2006,13
619,578,24
590,1908,5
1441,305,9
954,1323,48
1709,1110,45
1630,519,33
1014,1179,1
1894,699,18
1848,48281,0
1060,459,10
1818,958,28
49,863,18
396,541,48
1993,1511,18
680,1908,20
1870,810,48
150,1030,98
1212,432,234
1063,666,15
1341,1960,12
157,2099426,2
1013,1046,0
792,1363,6
242,1254,8
373,611,27
1432,1421,18
611,270,9
238,1854,3
298,1310,3
396,1536,80
745,1553,10
2057,1818,12
794,1412,14
1951,202,54
219,1935,1
1013,205,8
60,645,0
1688440,1665,36
475,2047,0
1730,1747,4
1373,1293,5
312,1875,9
1110,1688440,54
229,22,0
298,274,3
1223,1508,15
116,763,36
619,1343,6
1534,423,14
763,1667,2
1450,1600,238
1877,14446,0
571,349,2
1866,430,10
377,1726,3
657,150,0
741,877,6
1694,1536,40
1223,1006,35
588,1993,9
163,1480,3
1573,1142,6
184,1297,36
1546,338,22
446,1470,28
30,150,0
727,482,2
1271,1006,63
699,893,60
1486,341,1
1654,1726,2
1521,1310,9
1199,1992,15
1462,72,5
736,832,12
1223,1178,15
1238,233,1
203,952,8
626,958,7
1351,175,42
1536,1030,140
1453,1199,3
1078,1373,80
1322,75,6
58,1592,7
1738,1109,6
340,1894,3
1818,194,72
1199,1075,18
619,1782,54
685,588,3
1569,1710,18
1063,784,90
1208,1703,42
1050,267,9
1737,672,0
966,1690,2
1881,727,12
41,2007,12
338,785,11
1065,736,3
636,1204,6
1075,83,42
1521,952,6
1322,993,4
2041,178,2
39,271,8
1494,391,2
1762,1677,10
1994,1821,3
1409,1658,12
1344,48281,0
512,1314,1
567,565,1
2041,1948,26
1665,1249,36
573,993,8
1247,1416,13
863,1111,8
672,2099426,6
1849,1948,39
175,993,14
580,163,24
219,1726,1
1154,1069,72
234,1720,22
1043,543,54
224,1793,6
889,58,7
536,1084,8
39,1769,28
1111,2056,20
1709,230,30
1529,1580,16
1463,1670,0
837,1820,3
1494,96,1
92,813,20
1185,391,44
1309,1880,4
1862,483,7
484,142,0
1421,1675,6
1851,1675,2
1398,1767,6
1786,792,10
245,1929,1
736,1790,6
1897,1323,12
1970,77,26
872,2010,11
230,175,42
877,1463,174
298,1545,10
