u,v,GD
825,722,-3
1624,813,0
493,1178,-3
1954,922,-2
1954,1363,-3
637,2051,0
648,1612,-3
341,1111,-4
811,271,0
475,1929,0
357,1398,-4
304,547,-4
373,1050,0
1545,1353,-4
512,1050,-4
29,1000,0
291,657,0
481,916,0
1013,1925,-4
406,482,0
1659,615,-2
72,2029,-4
357,14446,-3
51,1862,-3
2089740,1466,-4
1738,199,0
718,304,-3
2,60,0
1030,1233,-2
1463,383,-2
1477,1790,-4
1436,479,-1
1635,179,-3
1580,1801,-3
968,543,-4
1010,1665,-3
1891,1865,-4
1109,527,-4
1389,741,-3
2024,381,-4
307,1363,-4
1363,744,-3
1799,751,-4
1951,137,-3
432,1247,-3
568,517,0
920,1238,-4
573,1606,-4
275,1877,0
1471,1690,0
5,392,-1
1343,1438,-4
1725,1585,-4
380,1026,-4
372,61,-3
536,162,-4
1738,636,-4
920,1533,-3
131,1060,0
689,29,-4
489,95,-4
317,699,-3
1433,369,-3
916,1925,0
936,1030,-4
83,430,-3
1154,543,-4
437,341,-4
1976,2006,-3
199,277,-3
1858,1597,0
419,1367,-2
204,377,0
1069,581,-3
1338,1573,-4
122,149,-3
481,1894,-4
1314,1414,-3
1677,1343,0
912,204,-4
404,872,-2
1293,792,0
1343,1801,-4
578,48281,0
1665,188,-4
1667,1412,-3
2009,1517,0
1690,1384,-4
1556,77,-2
1449,1786,-2
178,1710,0
137,338,-3
1063,291,-2
1542,1870,-3
745,838,-2
9,3582,0
41,1190,-3
748,245,-4
1542,580,-3
71,1367,-3
2057,437,0
666,1185,0
1677,1407,-3
722,372,-2
556,893,-3
1886,296,-4
75,1204,0
1782,91,-3
1816,872,-3
1782,1030,-3
1373,940,0
1193,1536,-4
1340,1421,-2
1747,1569,0
825,755,-4
803,1870,-3
40,1392,-4
1309,1940,0
1627,172,-4
1449,1782,-3
1037,1110,-3
1920,1122,0
1667,30,0
1797,916,-3
1929,1486,-4
1490,1960,0
914,1407,-3
1853,590,-4
1865,1658,-4
834,825,-4
2011,1853,-4
277,2019,-3
1858,1799,-4
322,2,-2
968,271,-4
55,1497,0
1752,1726,-3
1228,966,-4
1116,1403,0
2007,940,-4
1534,689,-4
1560,1948,-2
71,834,-3
27687,1164871,-3
2019,645,-4
1346,1193,0
920,275,-4
178,219,0
1147,3582,0
1204,733,0
342,2007,-3
748,1193,-3
1996,1529,0
1461,1781,0
2041,342,-3
2056,95,-4
680,1996,-3
314,2007,-3
1848,745,-3
744,1891,0
255,1518,-3
1511,966,-4
205,940,0
1521,1725,0
863,1037,0
349,1147,0
60,136,0
1534,525,-4
517,672,-4
233,1497,0
1228,186,-3
1353,224,-4
1606,1353,-4
636,372,-3
1094,1560,-3
1248,1612,-3
727,475,0
285,1266,-4
364,1675,-4
373,150,-4
204,1340,-4
322,456,-3
1165587,1573,0
1782,810,-3
1835,1954,0
1508,543,0
1199,1266,-3
1600,349,-4
1993,1343,-4
1416,1935,0
1392,2051,0
381,2029,-3
1463,1,-2
1165587,889,0
1993,565,0
230,1638,-4
391,657,0
1370,1194,-4
741,2009,0
1353,590,-4
483,517,0
318,277,-4
233,1014,0
493,372,-2
33,748,-3
1695,1164871,-4
1265,1925,-4
1061,475,0
517,1441,0
1042,162,-3
1797,1611,-3
519,541,0
796,1179,0
1557,1517,-4
1311,1,-2
581,1467,-4
1384,796,0
872,271,-3
302,1958,0
1554,888,0
2089740,578,0
1013,1612,-2
3582,1199387,0
58,1709,-4
225,1194,-4
25,1398,-3
738,1248,-3
1602,437,0
1992,1611,-4
1178,888,0
954,291,-4
1109,2006,-4
1175,1069,-3
1851,1190,-4
611,733,-4
275,1894,-4
446,1752,-3
341,1247,-4
1109,1323,-3
611,744,-3
1737192,1560,-4
1875,1596,0
398,459,-4
547,117,-3
1384,3180,-3
1793,699,-4
1541,1323,-4
1436,212,-3
2024,225,0
381,543,-3
736,716,-3
312,381,0
565,1776,0
1680,1179,0
1553,1441,0
479,1228,-2
588,224,-4
1450,1929,-2
92,1799,-4
1042,518,-4
1866,1464,-4
1709,1084,-4
1006,1521,-4
116,1813,-3
2029,1238,-3
1733,117,-3
277,1612,-3
1982,1790,-3
296,1346,0
1212,727,-4
1875,1061,-3
1697,157,-4
738,1894,-3
277,1147,-4
1738,1534,0
1373,1793,0
1762,916,0
1220,2009,0
1104,224,-3
1970,1935,0
1219,29,-3
12081,270,-4
423,1801,-4
95,1688440,-3
86,689,-4
1894,1254,-3
318,1238,0
1037,1858,-4
517,1554,-3
1821,1421,-4
1940,1912,-3
149,1881,-3
86,479,-3
1632,396,-3
697,2057,0
200,1970,-4
1518,1557,-3
745,1219,-2
1220,1238,-4
229,1632,0
1185,842,-2
1043,1790,-2
1416,1227,-4
203,692,-3
936,1638,0
1596,1549,0
212,275,-4
1471,267,-4
1199387,2,-2
785,1337,0
958,1084,-4
204,966,-4
2024,259,0
954,83,-4
527,1633,-4
803,1297,-4
534,1994,0
2056,1611,-3
1921,1744,-1
2018,1812,-3
648,1293,0
1013,1891,-4
1363,271,-4
432,1801,-3
920,204,-4
1782,46,-3
1854,1323,0
834,446497,-3
810,432,-3
1793,863,0
302,1094,0
810,1353,-4
61,1389,-3
1730,1821,-4
547,1667,0
493,1976,-3
993,212,0
1767,636,-3
1341,1212,-3
230,2047,-3
1050,736,-4
1769,1726,0
1569,1373,-4
1818,2024,-4
1534,966,-3
863,1627,0
581,1042,-4
116,1185,-3
1478,1403,0
1710,1921,-4
305,446497,-3
1337,1615,0
446,1223,-4
1384652,233,0
296,1585,-4
446497,1154,-3
1343,230,-4
1190,1799,-3
1914,1043,-3
536,1992,-4
507,1529,0
1249,1776,-4
1975282,312,0
1075,791,-3
1739,689,-3
1546,534,0
1667,1821,0
1084,1122,-3
889,588,0
1204,1606,0
271,1744,-4
1208,1632,-3
1683,489,-4
1667,741,-4
1606,428190,-4
1573,813,0
364,77,-4
1471,718,-4
267,2089740,-4
1951,1477,-3
1881,581,0
2031,685,0
988,1497,0
1992,1554,-3
481,1063,-4
556,1725,-3
1204,1929,-4
1536,1549,-2
383,657,0
1968,1050,0
889,1960,0
1248,229,0
1536,372,-2
755,1703,-4
1581,571,-4
1996,277,-3
493,1366,-3
2009,1521,0
1954,1025,-2
1726,203,-4
1060,194,-3
109,391,-4
805,1323,-3
1109,1958,-3
39,2,-4
1600,619,-3
1695,763,-4
718,5,-2
1266,2047,-3
1249,1193,-4
842,1726,-4
1228,811,-3
1477,1392,0
292,1534,-4
805,238,-4
954,1322,-4
736,680,-4
198,1976,-4
406,708,-4
763,1192,-4
1925,292,-4
968,784,-4
1820,588,0
1546,259,-3
727,533,-4
150,2011,-3
372,46,-3
525,1037,0
1960,988,-4
1117,1638,-3
22,2010,0
1960,238,-4
1367,35,-4
1486,1853,-4
340,1403,0
117,1060,-3
1494,1940,0
1130097,1398,0
2006,685,0
1037,1638,-4
1851,1600,-3
1944,285,-2
1667,954,-4
1908,547,-4
214,2024,-3
1818,567,-4
349,692,0
578,40,-4
1463,1799,-3
2057,1037,-4
1920,699,0
285,1508,-3
834,1810,-3
1744,685,-4
1175,544,0
1533,296,-3
1490,657,0
186,380,-4
1697,380,-3
1384652,588,-4
1726,1654,-4
292,75,-4
117,1433,-2
1904,29,-4
1412,699,-2
242,2089740,0
245,205,0
889,547,0
1441,188,0
1065,212,-4
1432,1433,-3
751,1908,-4
988,1190,-3
1944,1618,-3
39,48281,0
1542,1384652,-1
1050,446,-4
1747,1412,0
1638,259,-4
1310,349,0
1886,1929,-4
1392,1627,0
50,184,0
1421,1720,-4
805,1511,-1
814,1409,-4
1557,1461,0
1954,149,-3
199,1309,0
13,1633,-3
380,1635,-3
1960,716,-4
1618,1750,-2
1529,1960,-4
1739,3582,0
1517,834,-4
205,423,0
745,276,-3
1048,698,0
699,689,-4
1227,512,-4
1084,1993,-4
2018,302,0
1940,1632,-2
588,1450,-3
9,1733,0
41,1248,-4
1925,1897,-4
1000,1497,0
1353,1616,-3
14446,568,-3
2018,1310,-4
1178,1043,-3
117,636,-3
1733,4,0
1363,1659,-3
838,1813,-4
396,755,-4
1545,1891,-4
203,1048,-3
116,525,-4
149,1632,-2
1042,1248,-4
340,17,-3
479,1950,-4
990,1508,-3
1398,200,-4
1633,637,-3
475,872,0
958,1265,-4
1545,1110,-4
1904,1950,-4
12081,1265,-4
791,1866,-4
1935,342,0
1557,3582,0
1866,1340,-4
1744,1703,-3
718,83,-2
993,1178,0
1464,373,-4
1271,958,-3
626,1953,-4
920,1014,-4
255,1733,-4
1894,653,-4
86,1816,-3
2041,1747,0
285,304,-4
2024,763,0
954,72,-3
338,556,-4
813,1975,-4
12081,1538,-4
1940,699,-3
637,1769,-4
1084,2041,-4
507,17,-2
567,1392,0
738,1627,-4
1247,803,-3
1635,35,-3
1223,1441,0
1782,1841,-3
1854,770,0
1694,109,-3
202,203,-2
1124,1297,-3
916,1854,0
825,645,-4
2031,14446,0
55,519,0
547,1441,-4
1545,1830,-3
842,1592,0
1573,1680,-4
1790,1776,-3
83,1309,-4
255,1960,-3
636,1297,-4
40,1185,-3
276,1494,0
740,1314,-4
1541,1048,-3
741,1448,-4
1875,203,-2
689,1025,-4
1271,1453,-1
1192,916,0
312,257,-4
832,697,0
432,2051,-4
1546,952,0
741,1677,-4
3582,1060,0
214,1618,-2
1813,245,0
1110,1904,-4
1403,1849,0
1554,626,-3
1409,854,-3
162,1398,-4
1025,648,-4
92,740,-3
479,657,0
30,615,0
322,1238,-4
142,842,0
1688440,1194,0
446,150,-3
1384,1807,-3
1165587,1363,-4
1179,2029,-4
685,25,-4
534,1776,-4
733,3180,-3
803,64,-4
1830,5,-3
1954,1497,-4
178,920,0
810,1450,-4
369,1109,-3
230,1958,-4
1573,203,-4
1690,136,-4
1841,2089740,-4
512,2041,0
1737192,2019,-4
1747,1848,0
60,1940,0
952,914,-4
1886,1862,-3
2041,1368,-3
364,912,-4
1739,889,0
636,1110,-4
1546,357,-4
142,14446,0
1546,1573,0
341,1464,0
1311,349,-4
792,381,-4
556,1414,-3
1409,238,-3
1341,396,-3
1688440,1247,-3
1975282,224,-3
1750,834,-2
1670,369,0
48281,1471,0
446,863,0
1546,1851,-4
2016,740,-3
680,1168,-4
475,1521,0
568,136,0
430,1384,-4
1494,716,0
1248,940,0
1363,35,-3
1373,3582,0
1168,96,0
940,1104,-3
361,1747,0
122,58,-3
175,1314,-4
543,214,-4
999,1204,0
533,1730,-4
636,1178,-3
1521,1737192,0
1554,184,-3
1185,35,-2
12081,203,-2
1752,14446,-3
1975,380,-4
361,1683,-2
432,1944,-3
1464,1948,-2
175,178,0
1363,1337,0
615,854,-4
966,2057,-4
692,1866,0
1538,544,0
1179,75,-2
1409,1179,-4
142,519,0
49,1752,-3
1464,791,-3
259,744,-4
636,1709,-4
868,1797,-4
203,522,-3
1010,163,-4
198,1407,-4
1881,1373,-4
1573,116,-3
50,988,0
1363,1820,-4
1491,920,-3
1875,1925,-3
1797,1958,-3
369,1993,-3
692,55,-4
1060,2056,-3
1616,1597,0
39,242,0
517,1841,-3
536,1865,-4
891,2018,-3
1737,1996,0
572,1632,-2
143,1820,-4
17,285,-1
1542,1606,-4
1976,1769,-3
302,373,0
645,83,-3
357,547,-3
1858,1432,-4
619,722,-2
1014,2099426,0
813,1147,-4
136,1790,0
131,916,0
1199387,230,-2
475,302,0
741,35,-2
2,259,-4
1677,1436,-3
188,1046,0
482,987,-3
64,432,-4
1433,1450,-3
536,619,-4
727,364,0
1677,988,-4
1970,1518,0
770,199,-3
2031,834,0
270,722,0
2,234,-3
886,486,-3
437,1853,-3
1448,39,0
64,763,0
1627,916,-4
1560,572,-2
697,954,0
475,361,0
1,1611,-3
1644,383,-3
1392,5,0
936,1433,-2
26,834,-3
1471,338,-4
186,568,0
86,1546,-4
1848,1421,-3
276,291,-4
1739,1046,0
1518,157,-4
544,958,0
1954,1694,-4
58,483,-3
1006,39,-4
1835,1996,0
1782,1908,-3
534,1667,-4
1894,1812,-4
302,745,-4
1904,1030,-4
1710,1042,-3
391,1293,-4
296,1529,-4
1204,1801,0
350,96,-4
2056,1638,-4
993,1165587,0
1432,5,-3
699,1100,-2
143,832,-4
1921,1553,0
29,1970,0
1010,1680,-4
198,2047,0
1061,1438,-3
9,805,-3
291,149,-3
3582,838,0
311,194,-4
854,2041,0
285,1542,-1
72,298,-4
1449,229,0
1517,1820,0
1065,1014,0
868,212,0
137,380,-4
1862,1835,0
75,242,-4
432,626,-3
1618,33,-4
1453,1944,-3
17,1373,-3
17,1810,-2
482,1870,-3
2089740,33,-4
2009,1624,0
285,1781,0
338,811,-4
1110,990,-3
484,396,-3
1654,1951,-4
1606,698,0
1726,1517,0
285,1793,-4
493,203,-2
968,184,-4
1996,1491,-3
748,423,-3
811,172,0
914,2019,-3
1541,296,-3
527,1602,0
1953,785,0
1848,738,-3
1199,305,-4
116,83,-3
75,541,-4
1266,1042,-3
175,740,-3
1124,1168,0
1344,792,-3
364,398,0
1130097,212,-4
1497,1521,0
482,1776,-2
1654,312,0
1649,803,-3
748,1389,-3
810,1204,0
615,31505,-3
364,2007,0
1265,312,-4
1633,1904,-2
3180,242,-4
568,512,0
1820,541,0
1403,1343,0
581,1013,-3
2057,1744,-3
692,483,-4
396,1297,-4
1801,1597,0
1618,481,-4
430,796,0
1654,1970,-4
230,224,-3
685,1208,0
298,1389,-4
188,813,-4
1192,657,0
1314,372,-3
1694,373,0
163,1697,-4
1688440,1265,-4
1384652,1450,-3
1199387,1667,-4
1491,637,-3
680,1616,-4
178,810,0
1441,29,-4
357,792,0
229,1975282,0
1174,527,0
35,1738,-4
186,1310,-4
1130097,1094,-4
1538,1398,-4
406,1254,-4
588,1976,0
1790,1471,-4
727,39,-4
1675,1297,-4
1854,219,0
1193,936,-4
9,1545,-4
1632,1776,-1
199,136,0
369,522,-3
1223,1580,-4
1644,1776,-4
792,392,-4
1560,122,-3
1853,2016,-4
547,1866,0
999,1667,-4
377,456,-4
805,536,-4
380,203,-2
689,1853,-4
517,1569,-4
204,149,-2
770,1293,-4
565,1720,0
1996,1,-3
205,571,0
657,1111,0
1762,338,-4
1109,1223,0
1994,1935,0
423,718,-3
796,419,0
1050,1948,-4
1341,1891,-4
1818,1976,-4
35,888,0
242,544,0
1750,922,0
1690,1271,-4
990,2006,-2
590,1542,-4
13,1726,0
952,1606,0
1830,137,-4
1592,1841,-4
1683,1480,0
672,12081,-3
1680,1060,-3
1175,31505,-2
1801,1249,-4
369,1228,-2
361,2056,-3
1340,1494,0
322,1223,-4
1449,803,-2
437,489,-3
1461,796,0
270,1709,0
205,1854,0
380,1921,-3
1199387,50,0
1912,1061,-4
361,1968,-3
205,1370,0
755,541,-4
1975,60,0
1010,302,0
905,259,-4
1557,394,0
203,2,-3
204,1368,-3
1010,666,0
1323,1046,0
1781,298,0
1849,1384,-4
1337,1921,0
61,1248,-4
342,481,-3
2016,483,0
645,13,0
2031,137,-4
194,1697,-3
891,888,0
2024,1192,0
1877,1618,0
479,1497,-3
1908,1666,-4
1853,993,0
1403,1912,0
1351,1670,0
581,968,-4
763,1124,-3
1466,1311,-3
748,1486,-4
1461,714,-4
2031,1581,-4
1314,338,-4
1407,1314,-3
428190,2099426,-4
338,1511,-4
1185,1013,-2
1881,142,0
116,1343,-4
1659,1453,-4
1030,1925,-4
1951,1193,-4
50,1351,0
1124,406,0
547,1694,-3
1703,406,-2
1199387,1322,-4
699,619,-3
1310,1365,-4
1448,277,-2
1737192,1799,0
1946,785,-4
456,722,-4
1365,1618,-3
1747,275,0
481,1366,-4
1199,1886,-4
1940,1992,-2
968,1569,0
1190,383,-2
30,916,0
311,1993,-4
1212,396,-3
544,1204,0
966,792,0
430,805,-3
922,960,-4
2089740,1483,0
2051,1744,-4
242,1175,-4
1293,1630,-4
1615,854,-4
1069,162,-3
1373,993,0
1675,60,0
1436,636,-2
940,58,-4
314,987,-3
481,75,-3
1403,958,0
204,95,-4
486,437,-4
350,572,-3
1470,567,-3
1602,13,0
1337,1351,0
1606,1920,0
1790,512,0
1627,238,0
1769,1865,-4
1398,893,-3
175,3582,0
2056,276,-4
1602,2024,0
483,803,-3
1248,893,-4
1392,48281,0
645,615,-4
1337,267,0
645,143,-4
49,1046,0
12081,41,-4
1690,727,-4
1208,1337,0
2047,1618,-3
233,1891,0
1061,72,-4
50,1737,0
136,718,-3
1920,1858,0
1624,150,-4
1311,1343,-4
205,657,0
391,479,-3
1467,1737192,-4
960,302,-4
432,91,-3
1920,1,0
172,1367,-4
518,475,0
738,1630,-3
1338,391,-4
1744,834,-2
245,922,0
493,55,-4
1365,1480,0
1818,456,0
672,255,-3
1560,1925,-3
349,1310,0
1944,1615,-3
50,699,0
1373,1733,0
1122,1730,-4
305,1897,0
1497,2018,-4
922,361,-3
349,1311,-4
242,456,-4
377,298,-4
39,1542,-3
736,1818,-4
305,2010,-4
1870,322,-3
518,763,-4
1865,304,-4
341,1627,-4
727,1464,-3
30,1337,0
740,1542,-3
291,1695,-4
162,1944,-4
27687,86,-4
1061,1124,-3
770,2007,-4
1703,960,-2
1220,1633,-2
611,276,-4
744,342,-4
214,1337,0
1912,1407,-3
1925,877,-3
175,86,-4
1337,1116,0
219,755,0
1000,123,-4
1654,298,0
1799,1179,-4
872,1192,-4
1951,1644,-3
636,1597,-4
868,1521,0
1265,1738,-4
1453,556,-4
184,838,-3
1618,29,-4
1897,137,0
1925,1297,-4
1683,311,-3
1993,4,0
1449,891,-3
1733,785,0
1737192,1752,-4
1392,842,0
1818,1314,-4
741,891,-4
1179,1747,0
1168,1818,0
1219,1533,-2
2024,1690,0
1392,234,0
741,1343,0
12081,1518,-2
1976,1043,-3
810,1471,0
304,2029,-4
322,1367,-3
966,2010,-4
270,1630,-3
229,1569,0
920,1710,-4
1553,1654,-4
1174,233,0
486,1767,-2
1311,341,-4
1046,3582,0
437,556,0
534,1220,-4
1353,738,-4
1297,369,-3
2009,2016,0
276,1291,-4
1659,1767,-1
51,1710,-3
122,219,-4
519,1752,0
1322,1880,-4
1970,578,0
184,91,-3
1730,383,-3
428190,993,0
50,940,0
1061,745,-3
813,1580,-3
1615,1920,0
1797,578,-4
1536,1208,-4
2007,1486,0
699,1403,0
372,988,-4
666,568,0
519,1014,-3
225,2006,-4
805,1164871,0
692,1767,-3
727,225,-4
1762,1464,0
1573,507,-4
512,637,-3
1580,1929,0
936,1710,-3
1793,572,-4
179,3582,0
751,142,0
1412,1448,-3
914,1346,0
318,276,0
2047,740,-4
1737192,479,-2
832,373,-3
1744,49,-3
150,886,-3
522,785,-4
716,432,-2
22,1693,-4
3180,95,-4
1219,404,-3
741,109,0
1450,666,0
13,271,0
1508,304,0
1820,1341,-4
914,954,-3
1165587,1309,0
2006,1130097,-3
1174,188,-4
1546,842,-3
1310,1747,0
1208,340,-4
14446,55,-4
1649,429,-4
179,1199,-3
459,432,-4
1877,1912,0
380,763,-4
872,993,0
893,517,-3
1370,1801,-3
1467,1351,-4
872,242,-4
1638,637,-4
1683,33,-3
568,1632,-4
1078,838,-3
202,1769,-3
39,437,0
1373,740,-3
481,832,-4
1373,1697,-4
194,2031,-4
349,507,0
854,317,-4
456,891,-4
1730,1311,-3
1344,484,-3
1675,1109,-4
1204,541,0
1670,1248,0
952,512,0
429,543,-4
954,1433,-4
1649,1366,-3
186,658,0
1992,708,-4
1726,810,0
733,383,-3
2018,825,-3
1212,311,-4
1407,2056,-3
517,1265,-3
1786,547,-3
381,1486,-2
493,1223,-3
1950,255,-4
1006,1063,-3
429,307,-3
547,116,-1
493,796,0
1389,1185,-2
533,891,-3
611,1094,-3
163,966,-4
1747,373,0
142,936,0
1709,255,-3
475,727,0
1228,1720,-3
525,224,0
653,1409,-3
194,1666,-3
1130097,72,-4
891,1851,0
188,172,-4
322,568,-4
1690,430,-3
446,1486,-4
307,1248,-4
1010,541,0
1453,13,0
1025,868,0
1025,1688440,-1
1461,175,-4
1511,1877,0
1976,1111,-3
692,1483,0
905,590,-3
1635,149,-2
811,200,-4
1293,1534,0
1929,565,-4
163,572,-3
203,1738,-4
1925,1164871,-4
556,380,-3
1975,317,0
1542,1767,-3
672,680,-3
2006,517,-4
1219,5,-2
48281,12081,0
1409,1954,-4
322,2057,-4
1866,205,0
1490,2010,0
1670,100,0
1179,1659,-3
611,708,-3
406,1075,-4
1675,2,-4
1366,2047,-3
482,1084,-4
372,1529,-2
361,383,-2
2010,17,-2
791,2089740,-3
1580,1271,-3
178,1556,-4
891,1248,-4
1471,666,0
350,653,-4
1841,302,-4
1409,1353,-4
888,666,0
1953,1494,0
834,1310,-3
175,527,-4
1199,1208,-4
1432,1006,-2
565,298,0
1351,751,-4
31505,626,-2
692,1776,-4
534,406,0
1463,1219,-1
1310,3180,-4
143,893,-4
296,626,-4
277,1546,-4
912,194,-3
1921,1006,-4
2029,1665,-4
1075,1875,-1
117,832,-3
1467,1821,-3
276,573,-4
1227,920,-2
456,522,-4
1291,1013,-4
312,96,0
1461,519,0
1063,194,-1
1710,619,-3
48281,1739,0
1602,733,0
1970,1841,-3
432,863,0
784,990,-3
380,350,-4
525,1432,-4
580,708,-3
1220,1954,-3
832,536,-4
905,1471,-3
1271,349,-4
877,1165587,-4
1877,150,0
1615,1192,-3
680,1343,-4
406,428190,-4
1954,580,-3
699,1853,-2
414,785,-4
437,968,0
1467,58,-3
1908,1109,-3
1363,1030,-3
891,714,-4
1835,1666,0
1389,1219,-3
1611,1709,-2
318,708,0
1557,1615,-3
2047,398,0
1220,1946,-3
811,1416,0
1069,1733,-4
115,1569,-3
72,117,-4
72,1695,-4
1536,940,-4
740,1341,-4
1737192,1592,0
893,698,-3
1851,1665,0
1690,48281,0
2024,1862,-4
479,805,-2
954,2041,-3
1649,796,0
50,484,0
1311,175,-3
1820,242,-4
1649,1441,0
2,372,-3
1271,1338,-3
580,428190,-3
1554,1165587,-4
1549,1343,-4
1164871,1553,0
1865,486,-3
475,1,0
277,1363,-2
1690,837,-4
714,1580,-3
1208,383,-3
115,91,-3
1549,1265,-4
1322,116,-4
811,952,0
954,1190,-3
1633,26,-3
568,1940,0
1441,1951,-4
914,291,-3
41,296,-4
5,1982,-3
1694,1649,-4
958,342,-2
380,456,-4
380,484,-4
298,277,-4
1000,163,-3
225,242,-3
1220,39,-3
1109,1929,-4
200,1585,-3
1953,990,-4
432,1854,0
736,175,-4
291,1611,-3
718,1254,-2
1042,1466,0
615,322,-3
518,1585,-3
40,1480,0
1533,75,0
1518,1194,0
136,1793,0
519,1644,-4
245,116,-4
611,484,-4
1199387,1412,-3
1954,685,-4
194,1925,-3
1797,1618,-2
568,71,-4
479,1168,-3
377,1897,0
1194,116,-3
1762,1247,-4
1344,2010,-3
267,727,-3
1344,291,-3
17,1925,-2
50,92,0
512,1816,-3
626,1223,-4
1373,533,-3
341,2019,-3
186,1384652,-4
1946,658,0
1891,204,-4
541,565,-4
349,838,-4
637,1254,-3
1199387,1,-2
322,1194,-4
619,1813,-2
567,175,-3
2057,1478,0
1875,1174,-3
1462,1797,-3
1104,740,-4
832,1830,-2
940,2006,0
4,708,-4
1659,1164871,-2
1175,1602,-4
314,1363,-3
233,383,0
1812,1122,-4
1786,1030,-3
1970,60,0
1227,17,-2
1511,1340,0
544,794,0
512,571,0
475,4,0
1762,1309,0
1297,512,0
1453,1367,-4
318,588,-4
1178,1948,-4
891,1542,-3
381,1946,-4
364,163,-4
381,1367,-3
1026,1438,-4
1665,1323,-3
58,571,-4
1726,718,-3
1521,1920,0
1948,1953,-4
1670,1314,0
429,229,0
842,1820,-3
568,86,0
1790,1695,-4
229,636,0
357,1392,0
1904,95,-4
1536,1529,-4
1219,611,-3
274,581,-4
1373,784,-4
274,1147,-4
811,1219,-4
805,25,-3
1310,1448,-4
27687,429,-3
1010,1511,-4
1471,1467,0
1942,590,0
364,1340,0
1219,157,-3
615,71,-3
648,803,-3
1124,396,-3
1801,1935,0
1122,178,0
1739,1820,-4
322,489,-3
1389,1710,-4
60,1925,0
1921,1733,0
541,699,-3
61,224,-3
1976,590,-4
1592,993,0
916,547,-3
214,1147,-3
26,1596,0
993,58,0
615,580,-4
131,1820,0
1227,423,-3
1553,2056,0
49,12081,-3
714,581,-4
733,14446,-3
1254,1694,-4
543,1975282,-4
1975,1921,-4
838,1065,-4
940,1677,0
1483,1703,-3
1615,172,-3
1534,1816,-3
131,796,0
657,117,0
1862,1433,-4
1951,1627,-3
1037,1611,-4
39,1536,-4
1536,1314,-3
1790,58,-4
708,581,-4
373,123,-3
1409,611,-3
1644,77,-4
1920,517,0
525,580,-4
784,1862,-3
205,794,0
1762,1670,0
1680,9,-3
1192,1046,0
1870,1043,-2
567,573,-4
672,993,0
1310,1414,-3
1812,1976,-3
162,1573,0
482,41,-4
590,536,0
741,12081,-4
2057,1013,-3
2010,1992,-3
115,727,-4
1592,396,-3
1178,2019,-4
837,999,-3
429,770,-4
40,733,-2
2041,2056,-4
123,342,-3
204,868,0
318,1063,-3
234,75,-3
383,1208,-3
814,1858,0
109,1703,-4
727,75,-4
1122,198,-4
1616,1084,-2
1471,2016,0
803,1450,-2
1553,1581,0
1466,689,-4
1592,1192,-4
1407,517,-3
3582,396,0
1670,987,0
1065,91,-3
267,1556,-1
22,131,0
2016,1407,-4
619,534,-4
26,86,-4
71,565,0
1821,3582,0
522,229,0
27687,381,-4
1925,1854,-4
1124,1471,0
1536,905,-2
1367,275,-4
163,507,0
314,48281,0
1026,2029,-4
150,1862,-3
1549,1821,-4
285,832,-4
791,1030,-3
990,396,-3
507,188,0
224,1223,-1
1464,184,-4
888,229,0
1730,522,-3
936,2007,-3
872,1494,0
1462,1199,-4
1409,525,0
357,255,-3
708,41,-3
342,1414,-2
988,1000,-3
1266,1925,-3
143,1993,-4
274,481,0
377,274,0
40,46,-3
429,95,-4
1546,954,-4
423,483,-4
527,1585,-3
1596,1782,-4
3180,1438,-3
31505,2006,-4
1866,86,-4
311,1323,-3
77,91,-3
40,1384,-3
245,1291,-4
1370,1709,-3
1343,304,0
958,567,-3
60,1557,0
914,1738,-4
1060,1536,-4
1043,1592,-3
1750,2089740,-4
1353,1486,-3
394,428190,0
312,568,-4
544,1199387,0
1862,588,-4
1164871,1199,-4
1560,1627,-4
708,430,-2
1801,877,-3
825,1314,-3
341,1490,0
162,571,0
1638,1762,0
1944,1658,-4
392,547,-4
1190,541,-3
55,645,-4
1265,653,0
1816,446,-3
1438,1649,-3
1122,1680,-3
672,1124,-3
1627,1862,-3
1470,446497,-3
35,202,-3
1940,1373,-2
987,1585,-3
1365,1344,-3
317,1541,-4
75,446,-4
1466,1343,0
1665,1094,-3
91,2099426,-3
312,225,0
1069,2089740,-3
1384,1891,0
202,1392,0
394,186,0
459,322,-4
960,615,-3
391,733,-4
302,1848,-4
1992,1720,-4
751,1030,-2
1541,123,-3
968,1875,-4
46,1190,-2
27687,1271,-3
794,1635,-4
1807,1365,-4
298,1117,-4
1677,2024,0
311,1658,-4
645,1407,-4
1546,619,-4
1265,1323,-2
1309,1541,0
1627,567,-4
30,383,0
889,920,0
1752,275,-3
1877,517,0
307,91,-3
672,1471,0
1130097,381,-4
456,615,-3
525,1365,0
1353,988,-3
1470,1849,-3
398,1026,-1
1848,905,-3
96,1858,0
1703,1175,-3
920,1518,-4
658,100,0
837,1948,-2
580,1014,-4
993,1480,0
1338,1549,-4
556,116,-3
361,1649,-3
380,1612,-4
383,340,0
619,1344,-1
648,95,-3
92,1950,-4
792,527,0
1470,1976,-3
1370,1541,-3
2011,1338,-3
267,1407,-2
796,1030,0
1894,727,-4
751,572,-3
285,1737,0
1703,1164871,-3
163,567,-4
484,314,-3
685,164,-4
1384,1914,-4
1982,1433,-4
1521,588,-4
2,1293,-3
1353,1322,-4
1912,1483,-4
