u,v,PA
34,370,65
121,673,81
35,518,114
518,342,96
444,852,6
459,414,6
751,667,2
27687,741,7
748,503,8
51,840,0
445,611,36
357,205,196
598,238,4
810,448,55
27687,580,28
856,309844,9
72,186,21
722,791,8
414,288,12
364,2521991,9
703,796,64
889,200,25
67,457,24
136,303,7
621,398,0
645,275,9
332,360,20
914,357,28
419,207,22
402,309844,45
609,863,6
247,72,7
76,852,18
714,13,56
189,741,1
357,631,84
917,188,5
230,77,9
77,716,0
311,797,16
785,230,6
305,428,0
878,72,35
149,188,5
162,615,40
792,67,8
296,423,72
770,164,20
147,781,18
95,233,7
189,232,5
563,95,3
483,916,14
825,627,4
697,897,4
914,568,6
111,373,36
377,429,72
414,406,108
483,556,196
121,55,72
608,737,8
279,72,14
277,360,36
37,162,20
95,394,4
567,437,64
512,740,30
364,402,45
266,914,3
897,376,1
605,58,16
507,93,10
519,274,45
384,459,10
572,897,7
543,394,4
46,1,14
917,299,3
341,791,18
195,863,6
147,856,6
719,46,14
58,242,0
357,63,28
598,71,24
486,703,64
30,475,77
292,309844,18
832,376,2
93,143,6
95,381,28
700,313,0
219,605,5
33,92,260
313,431,0
551,619,24
349,122,29
44,730,8
699,232,35
680,59,99
303,486,8
673,164,18
25,326,75
309844,264,54
27687,551,56
608,402,40
697,755,36
257,371,36
305,727,9
543,402,5
279,76,6
186,111,18
121,543,9
825,349,2
503,8,4
123,922,1
748,770,20
799,737,4
194,33,80
60,193,14
631,164,6
406,332,90
514,394,68
40,99,24
673,279,18
264,193,12
613,322,18
475,645,21
785,285,8
428,619,0
580,93,8
889,631,15
372,267,182
231,149,3
8,93,2
534,35,95
727,621,0
203,493,28
304,667,14
831,667,6
730,381,56
164,305,6
741,99,4
706,108465,7
51,164,34
611,9,6
580,349,4
370,680,55
755,613,27
726,432,190
122,303,29
162,557,20
889,146270,10
741,234,12
432,235,80
204,390,33
609,285,12
538,838,2
87,234,24
1,863,4
613,479,12
381,770,280
26,205,105
782,5,36
264,122,174
842,784,4
202,205,63
342,361,16
714,422,56
184,837,3
758,673,108
108465,51,119
580,437,32
578,813,1
2521991,279,2
462,486,48
302,67,8
234,76,36
503,60,28
313,362,0
522,35,152
785,419,44
667,275,6
863,188,10
233,8,7
917,302,2
863,371,6
741,888,3
231,163,6
117,428,0
51,700,0
309844,726,171
204,230,33
745,667,4
299,115,15
785,121,18
34,288,26
37,645,12
200,781,15
781,207,3
840,782,0
372,26,105
63,697,4
634,232,20
608,59,72
376,85,1
609,27687,21
536,349,3
369,383,520
361,277,9
164,39,6
637,370,95
234,231,36
398,309844,18
619,133,24
143,92,78
697,287,20
247,391,5
423,832,36
30,163,22
475,541,28
371,318,15
799,634,16
224,741,3
795,703,24
637,195,57
25,87,30
897,257,12
722,376,4
117,9,7
722,431,40
63,60,7
8,327,11
414,257,72
247,729,5
615,188,40
259,198,3
225,309844,54
55,730,16
770,621,0
357,398,56
369,275,24
390,304,21
123,55,8
76,60,21
49,781,24
782,680,44
657,740,30
116,157,68
763,133,40
61,372,7
8,861,10
543,557,4
123,588,5
108465,861,70
703,419,176
85,740,6
414,207,6
636,370,50
781,372,21
133,274,72
373,779,18
299,430,21
266,580,12
33,299,30
462,195,18
2521991,40,6
285,703,32
799,722,16
77,30,33
697,493,112
133,304,56
49,371,24
514,288,34
611,230,18
304,42,35
233,117,49
13,376,7
414,357,168
225,916,12
445,507,30
304,916,14
615,380,136
108465,37,28
726,292,38
462,275,18
563,332,15
373,863,12
1384652,309844,423
381,414,168
304,71,84
571,136,147
362,1,8
33,529,10
614,49,24
106,792,24
8,713,1
186,83,45
431,842,10
799,35,76
475,341,63
108465,645,21
446,77,12
598,264,12
799,108465,28
288,714,16
422,296,28
145,111,6
525,12081,0
445,396,120
93,8,2
363,202,9
184,556,28
791,61,2
92,547,312
61,856,1
784,775,4
414,303,6
631,394,12
751,164,2
99,444,4
876,93,4
391,349,5
634,872,20
2521991,87,2
157,396,40
322,40,36
557,332,20
429,369,72
479,360,16
361,567,8
234,507,60
392,414,30
207,87,2
751,115,5
370,279,10
322,360,24
136,59,63
63,364,9
67,673,36
680,99,44
259,225,6
51,206,187
837,922,3
350,40,54
514,224,51
51,195,51
92,914,26
522,157,16
277,718,54
792,751,2
659,713,7
313,634,0
512,423,90
75,373,48
42,422,35
567,631,24
527,376,20
123,512,5
627,357,56
108465,49,56
810,58,176
522,186,24
232,627,10
741,748,2
137,534,55
796,95,8
186,514,51
722,758,48
447,891,12
529,439,5
507,796,40
613,257,36
96,63,1
116,457,204
614,44,12
22,614,9
832,547,24
136,459,7
149,667,2
381,637,532
543,503,4
96,198,3
431,486,80
699,51,119
303,91,40
534,550,10
93,230,6
145,308,8
8,765,1
718,863,12
571,25,315
376,116,34
318,431,50
810,613,33
364,680,99
838,763,10
430,247,7
580,67,16
225,13,42
459,446,4
834,303,2
507,72,35
430,146270,14
514,813,17
390,198,9
46,279,14
391,831,15
137,204,121
311,888,3
186,483,21
247,825,2
26,832,30
63,189,1
666,361,3
528,163,4
550,598,4
529,108465,7
422,322,42
37,145,4
327,714,88
266,235,24
12081,34,0
834,259,2
878,147,30
605,611,6
44,598,8
2089740,259,4
342,137,176
357,916,56
573,259,14
718,309844,54
580,703,32
657,341,45
377,108465,56
432,277,90
302,758,24
832,157,4
429,423,162
71,518,72
274,404,207
518,322,36
164,876,4
49,627,16
614,71,36
536,518,18
108465,611,42
279,543,2
369,312,32
486,398,16
730,529,2
231,745,6
779,483,21
556,372,196
22,383,195
8,571,21
657,317,5
224,59,27
740,12081,0
765,797,16
195,383,195
557,457,24
2089740,207,4
439,536,15
714,33,80
342,645,48
285,275,12
40,667,12
384,751,10
326,733,30
369,55,64
514,233,119
419,444,22
748,536,6
77,279,6
422,313,0
729,765,5
299,637,57
384,170,30
781,8,3
667,525,20
614,557,12
448,326,25
541,117,28
713,327,11
303,116,34
714,775,8
666,615,24
611,716,0
645,67,12
543,219,5
680,303,11
285,370,20
551,39,24
611,543,6
872,274,45
459,193,2
34,299,39
538,312,4
219,621,0
198,729,15
46,758,84
797,697,64
503,391,20
381,475,196
2521991,200,5
878,326,25
878,193,10
398,784,8
810,342,176
825,578,2
598,666,6
700,573,0
722,779,12
85,33,10
838,402,10
370,666,15
538,518,6
657,863,10
852,309844,54
722,706,4
462,872,30
525,349,10
146270,91,80
547,363,12
432,384,100
92,225,156
391,398,10
189,489,7
445,75,48
238,26,30
619,621,0
75,437,64
634,550,8
60,614,21
755,825,18
267,27687,182
755,247,9
634,507,20
27687,541,28
72,718,42
447,722,12
58,238,32
9,813,1
525,741,10
423,61,18
861,83,150
493,730,56
916,55,16
730,87,4
872,203,5
706,430,7
117,116,238
611,287,30
115,195,15
825,534,10
519,741,5
444,799,4
547,673,108
381,536,84
852,765,6
572,837,21
198,611,18
296,39,12
341,312,36
729,322,30
563,512,15
203,60,7
285,430,28
605,194,8
327,380,187
404,264,138
856,364,9
34,363,13
580,308,32
106,145,12
198,200,15
326,327,55
431,390,30
550,703,16
722,462,24
116,751,34
645,40,18
205,431,70
233,318,35
792,277,18
33,832,20
493,431,280
706,275,3
782,92,104
716,719,0
83,419,330
376,547,12
578,740,6
538,784,4
350,232,45
5,541,36
242,67,0
136,25,105
42,8,5
741,719,2
876,136,14
770,422,70
42,122,145
534,666,15
840,483,0
613,439,15
342,856,16
525,797,160
391,372,35
700,184,0
61,49,8
831,538,3
61,44,4
529,598,2
810,285,44
781,115,15
26,615,120
714,550,16
916,462,12
751,525,10
721,609,36
634,917,4
740,60,42
872,121,45
831,840,0
795,349,3
598,376,2
308,713,8
714,35,152
322,770,60
713,588,5
448,303,5
751,242,0
402,863,10
645,573,42
503,327,44
784,666,12
680,259,11
667,429,18
398,722,8
613,444,3
34,697,52
206,719,22
58,547,192
92,5,234
832,350,18
1384652,370,235
428,318,0
115,308,40
133,26,120
234,200,60
99,813,4
861,299,30
719,608,16
55,519,40
274,856,9
1384652,680,517
431,755,90
645,257,36
763,483,35
514,369,136
813,76,3
92,75,208
837,33,30
608,30,88
202,2089740,36
360,475,28
608,755,72
578,230,3
557,832,8
123,578,1
888,423,54
557,699,28
637,83,285
108465,608,56
136,741,7
33,117,70
916,457,12
493,279,56
521,391,45
872,259,5
164,170,6
390,204,33
722,781,12
149,384,10
550,792,4
305,25,45
46,791,14
274,741,9
72,231,21
758,274,108
133,863,16
311,446,4
863,837,6
782,40,24
296,121,36
42,718,30
202,713,9
9,8,1
782,342,64
206,30,121
621,162,0
296,136,28
697,448,20
475,571,147
193,406,36
714,727,24
536,721,36
326,525,50
72,673,63
614,234,36
147,288,12
429,878,45
748,285,8
361,380,17
136,831,21
285,741,4
349,588,5
432,341,90
60,85,7
840,377,0
326,840,0
381,184,28
302,376,2
437,703,64
627,423,36
699,619,21
194,203,8
279,422,14
2521991,718,6
133,784,32
703,9,8
234,146270,24
842,303,1
872,264,30
721,529,12
2521991,360,4
147,238,12
856,645,3
740,572,42
302,27687,14
115,189,5
605,60,7
33,437,80
763,303,5
878,493,140
538,122,29
419,40,132
27687,91,280
852,831,18
304,288,14
234,60,84
429,567,72
713,637,19
2089740,721,48
85,507,5
430,44,28
287,716,0
26,627,30
83,30,165
659,381,196
897,861,10
402,357,140
448,550,10
791,922,2
914,457,6
430,922,7
571,33,210
741,326,5
557,536,12
312,149,4
917,123,1
713,697,4
380,303,17
765,791,2
37,33,40
571,785,42
115,317,5
863,439,10
106,341,108
361,727,3
917,838,2
304,785,14
264,608,48
149,200,5
536,58,48
785,44,8
318,917,5
164,87,4
876,111,12
567,267,208
318,634,20
609,429,27
608,797,128
35,489,133
432,9,10
713,123,1
740,543,6
534,457,30
369,162,40
326,200,25
414,384,60
350,598,18
67,342,64
437,188,40
33,369,80
316,44,4
279,83,30
792,9,2
363,1384652,47
483,76,21
831,332,15
384,445,60
573,863,28
219,637,95
341,72,63
373,332,30
563,784,12
619,370,15
322,302,12
447,713,3
117,525,70
751,76,3
146270,115,10
381,106,336
872,195,15
147,292,12
479,619,12
122,872,145
12081,87,0
419,318,110
264,60,42
115,613,15
83,550,30
462,457,36
444,122,29
608,699,56
700,380,0
699,645,21
26,116,510
308,737,8
428,551,0
578,123,1
371,9,3
567,538,8
832,186,6
189,462,6
737,145,1
205,406,126
437,614,24
342,922,16
242,521,0
538,44,4
799,238,8
507,205,35
775,832,2
71,200,60
729,888,15
615,364,72
863,573,28
51,611,102
85,317,1
371,93,6
34,313,0
93,422,14
838,627,4
714,5,72
414,8,6
609,67,12
302,377,16
162,233,35
60,257,84
431,117,70
170,51,51
46,332,35
914,59,9
888,58,48
308,40,48
96,363,1
37,384,40
699,518,42
861,878,50
621,2089740,0
72,722,28
5,706,9
588,673,45
888,457,18
95,322,6
486,916,16
891,700,0
718,203,6
9,279,2
123,2089740,4
8,781,3
852,312,24
797,503,64
312,67,16
302,572,14
257,224,36
713,444,1
719,13,14
122,61,29
636,888,30
613,133,24
318,398,10
106,257,144
93,598,4
666,225,18
568,55,48
645,534,15
775,72,7
91,444,40
137,63,11
357,22,84
550,93,4
292,37,8
40,567,48
551,49,64
200,184,5
145,404,23
422,302,14
621,257,0
631,26,45
445,349,6
528,299,6
917,422,7
202,402,45
40,748,12
781,1384652,141
718,376,6
58,288,32
193,755,18
459,813,1
202,721,108
538,46,7
605,259,1
627,85,2
231,63,3
419,627,44
627,795,6
856,8,1
313,703,0
621,61,0
550,551,16
657,534,25
518,230,18
422,364,63
614,200,15
446,279,8
369,287,40
419,233,154
703,578,8
527,404,460
396,541,80
371,316,3
614,34,39
40,666,18
398,76,6
779,381,84
514,706,17
61,784,4
285,247,4
115,785,10
557,99,16
437,350,72
58,621,0
202,91,360
157,233,14
714,34,104
204,288,22
203,9,1
489,645,21
406,162,90
299,186,9
521,67,36
312,573,56
634,406,72
60,71,84
51,636,170
96,615,8
608,267,208
755,91,360
238,317,2
888,225,18
578,363,1
123,106,12
115,557,20
116,568,204
888,92,78
419,580,88
137,195,33
834,856,2
231,108465,21
922,316,1
580,76,12
184,666,3
206,659,77
428,224,0
63,92,26
637,39,57
164,316,2
888,507,15
831,755,27
889,791,10
792,234,24
795,810,33
627,439,10
288,303,2
657,406,90
493,162,140
2089740,342,64
72,12081,0
852,726,114
528,121,18
59,486,72
292,349,2
659,534,35
459,479,4
99,613,12
149,430,7
737,327,11
279,308,16
1,206,22
147,733,36
659,313,0
51,302,34
42,390,15
316,571,21
46,917,7
627,147,12
316,730,2
285,99,16
636,404,230
198,775,3
588,419,110
479,349,4
459,377,8
713,1384652,47
611,380,102
706,556,28
475,437,56
779,503,12
922,37,4
445,372,42
503,842,4
230,370,15
428,611,0
659,225,42
186,445,18
856,713,1
231,404,69
147,447,18
543,872,5
437,137,88
83,373,90
316,30,11
1384652,529,47
608,856,8
204,35,209
44,528,8
445,722,24
277,611,54
111,493,168
398,9,2
785,832,4
402,737,5
380,609,51
699,795,21
727,613,9
863,580,8
430,381,196
364,621,0
147,872,30
61,13,7
285,666,12
350,519,45
550,673,18
448,512,25
737,680,11
667,541,8
636,748,20
71,380,204
765,726,19
46,837,21
373,878,30
917,837,3
311,765,1
35,370,95
431,95,10
1384652,33,470
184,745,2
145,608,8
713,514,17
1,12081,0
115,631,15
914,556,28
363,598,2
116,832,68
33,49,80
257,396,240
42,232,25
257,897,12
713,605,1
2521991,396,20
193,446,8
713,381,28
287,568,30
85,782,4
527,206,220
96,568,6
503,614,12
758,232,60
205,916,14
163,380,34
483,673,63
615,266,24
377,799,32
91,666,120
740,763,30
878,916,10
203,264,6
792,588,10
342,475,112
567,852,48
719,198,6
371,782,12
813,146270,2
318,77,15
13,611,42
917,608,8
200,406,90
404,327,253
422,30,77
721,527,240
198,479,12
170,238,6
795,551,24
77,740,18
462,370,30
37,170,12
116,188,170
445,34,78
634,42,20
888,202,27
922,825,2
362,22,12
204,46,77
716,782,0
318,799,20
287,219,25
825,714,16
536,578,3
363,447,3
26,380,255
136,267,182
232,309844,45
479,390,12
785,279,4
861,404,230
751,916,2
305,292,6
785,95,2
876,891,8
567,699,56
207,313,0
444,27687,7
614,341,27
96,39,3
657,396,100
741,2521991,1
547,795,36
326,568,30
719,637,38
35,578,19
831,77,9
627,257,24
299,713,3
76,609,9
26,136,105
83,781,45
831,312,12
837,571,63
296,536,12
430,60,49
313,189,0
525,621,0
571,872,105
700,889,0
377,842,8
230,703,24
322,614,18
713,203,1
797,721,192
503,299,12
699,37,28
840,63,0
279,445,12
706,60,7
751,615,8
264,59,54
26,493,420
431,721,120
231,122,87
863,194,16
863,528,4
274,840,0
430,733,42
573,308,112
85,106,12
825,402,10
83,259,15
737,163,2
95,718,6
457,733,36
556,198,84
2089740,557,16
63,231,3
627,810,22
765,373,6
922,748,2
193,763,10
631,63,3
75,44,32
60,538,7
287,396,100
914,55,8
430,398,14
722,8,4
547,34,156
364,317,9
636,316,10
13,838,14
5,285,36
1,726,38
184,205,7
782,813,4
621,46,0
108465,194,56
396,58,320
856,614,3
247,285,4
33,657,50
95,518,6
55,763,40
299,238,6
71,22,36
486,13,56
383,206,715
39,299,9
42,26,75
147,608,48
122,782,116
122,916,58
521,242,0
666,475,21
230,636,30
194,116,272
733,514,102
872,813,5
615,770,80
745,55,16
108465,897,7
361,888,3
751,257,12
486,439,40
39,318,15
422,659,49
194,619,24
840,186,0
551,608,64
170,322,18
861,889,50
59,716,0
538,75,8
383,448,325
313,2521991,0
106,2521991,12
479,5,36
12081,727,0
384,349,10
232,718,30
8,92,26
609,528,6
396,233,140
637,275,57
727,755,27
242,76,0
193,423,36
116,588,170
287,231,15
659,568,42
277,547,108
785,834,4
390,384,30
745,834,4
72,755,63
573,63,14
206,765,11
878,230,15
376,332,5
528,361,2
713,729,5
888,85,3
634,377,32
133,514,136
917,419,22
235,360,32
163,547,24
373,308,48
507,897,5
447,234,36
143,230,9
302,277,18
318,61,5
614,370,15
611,580,24
296,431,40
529,741,1
706,342,16
414,373,36
729,745,10
419,381,616
55,813,8
838,362,8
391,49,40
85,17,5
518,486,48
514,437,136
748,26,30
17,13,35
49,111,48
332,46,35
313,25,0
371,322,18
876,429,18
40,733,36
203,741,1
194,363,8
145,543,1
194,360,32
785,193,4
447,479,12
193,703,16
713,779,3
71,758,144
40,116,204
519,573,70
396,299,60
834,122,58
697,512,20
699,571,147
35,194,152
189,60,7
914,186,3
194,371,24
428,916,0
95,364,9
232,8,5
376,225,6
519,414,30
521,60,63
362,737,4
404,99,92
825,231,6
230,543,3
483,741,7
598,810,22
76,67,12
106,525,120
810,363,11
17,275,15
444,568,6
730,383,130
279,755,18
188,198,15
163,842,2
234,634,48
637,277,171
206,588,55
745,673,18
189,2521991,1
106,189,12
861,775,10
394,437,32
111,445,36
402,512,25
188,813,5
42,703,40
437,34,104
475,238,14
370,483,35
611,775,6
42,722,20
423,257,216
486,730,16
439,737,5
729,205,35
392,195,15
437,91,320
571,311,21
360,2521991,4
231,538,3
831,396,60
556,116,952
188,5,45
840,8,0
99,406,72
572,309844,63
781,233,21
163,716,0
876,751,2
76,305,9
313,238,0
727,230,9
27687,2521991,7
203,402,5
311,831,3
384,831,30
758,714,96
207,556,28
194,137,88
1384652,288,94
232,1384652,235
528,445,12
556,122,812
719,117,14
740,67,24
721,259,12
568,219,30
377,419,176
202,863,18
285,831,12
13,92,182
206,204,121
186,765,3
541,791,8
350,266,27
611,856,6
274,164,18
840,718,0
779,58,48
303,614,3
825,872,10
781,557,12
95,390,3
636,122,290
727,219,15
667,475,14
398,207,2
55,77,24
381,72,196
825,448,10
364,700,0
164,77,6
799,398,8
206,277,99
863,369,16
722,363,4
370,327,55
303,825,2
95,231,3
556,71,336
200,557,20
198,364,27
528,234,24
146270,230,6
512,383,325
292,302,4
519,699,35
729,398,10
26,634,60
611,713,6
40,384,60
122,279,58
785,327,22
726,322,114
275,111,18
99,922,4
136,390,21
234,563,36
838,277,18
312,318,20
60,832,14
578,571,21
170,634,12
257,514,204
299,838,6
85,775,1
204,837,33
876,372,14
279,362,8
238,186,6
697,856,4
122,402,145
722,372,28
122,145,29
832,551,16
840,275,0
615,75,64
106,423,216
810,371,33
149,309844,9
782,238,8
422,39,21
238,447,6
917,384,10
303,525,10
557,25,60
785,666,6
308,716,0
390,914,3
719,44,8
8,194,8
522,404,184
349,528,2
37,71,48
922,390,3
525,2089740,40
493,779,84
186,287,15
831,422,21
44,797,64
627,429,18
863,225,12
645,189,3
431,605,10
116,721,408
267,493,728
219,571,105
721,49,96
5,305,27
396,383,1300
313,657,0
230,2521991,3
108465,189,7
85,99,4
645,149,3
195,136,21
813,46,7
235,76,24
287,342,80
779,406,54
238,95,2
25,580,60
231,792,6
659,551,56
697,538,4
444,706,1
834,219,10
538,275,3
83,304,105
673,872,45
792,605,2
763,304,35
257,60,84
257,13,84
423,225,108
721,55,96
825,765,2
157,111,12
861,206,110
779,42,15
852,521,54
264,429,54
145,87,2
611,299,18
42,162,25
432,503,40
145,718,6
305,238,6
791,897,2
193,381,56
207,8,1
872,745,10
444,479,4
39,722,12
288,224,6
83,238,30
106,22,36
147,394,24
914,267,26
657,394,20
322,392,30
63,195,3
917,162,5
838,897,2
77,856,3
765,342,16
512,832,10
157,25,30
206,149,11
34,448,65
448,914,5
799,611,24
58,316,16
428,91,0
75,309844,72
529,703,8
831,563,9
916,292,4
364,722,36
390,792,6
538,745,2
737,521,9
106,680,132
770,775,10
49,59,72
206,1384652,517
234,370,60
33,503,40
59,116,306
380,556,476
419,313,0
791,27687,14
376,556,28
111,700,0
722,697,16
659,888,21
317,525,10
247,503,4
349,799,4
733,763,30
1,372,14
147,205,42
303,49,8
204,795,33
457,527,120
431,42,50
189,493,28
419,308,176
350,722,36
75,51,136
838,437,16
521,645,27
796,60,56
521,479,36
448,302,10
195,571,63
257,71,144
605,568,6
189,391,5
42,563,15
149,837,3
143,27687,21
872,242,0
721,792,24
550,184,2
876,563,6
377,414,48
164,657,10
518,634,24
37,680,44
233,9,7
2089740,462,24
740,797,96
422,75,56
275,242,0
779,423,54
459,313,0
71,897,12
673,383,585
231,76,9
370,770,50
838,91,80
61,512,5
1,733,12
26,457,90
697,872,20
373,813,6
396,745,40
713,391,5
697,437,32
157,741,2
51,85,17
390,573,42
842,72,7
49,35,152
740,391,30
796,863,16
765,318,5
225,17,30
202,76,27
556,2089740,112
35,876,38
232,55,40
718,634,24
188,55,40
376,305,3
611,437,48
543,274,9
92,423,468
299,106,36
257,164,24
718,137,66
831,741,3
795,842,3
231,852,18
446,76,12
146270,740,12
111,831,18
75,621,0
810,133,88
697,146270,8
349,573,14
44,872,20
189,667,2
377,609,24
162,17,25
489,391,35
40,825,12
437,317,8
55,206,88
791,856,2
22,792,6
727,534,15
519,304,35
145,184,1
627,486,16
840,832,0
275,791,6
274,799,36
184,162,5
362,285,16
834,198,6
737,360,4
727,122,87
666,93,6
572,370,35
831,781,9
92,741,26
63,706,1
22,897,3
76,543,3
133,99,32
437,22,24
108465,117,49
219,528,10
700,67,0
372,538,7
299,922,3
840,308,0
486,149,8
299,619,9
136,486,56
791,645,6
318,184,5
748,1,4
146270,733,12
571,95,21
457,832,12
512,842,5
292,205,14
557,370,20
205,551,56
327,534,55
219,274,45
233,402,35
634,414,24
145,274,9
49,547,96
372,230,21
718,63,6
518,305,18
309844,863,18
370,1,10
257,35,228
267,613,78
77,49,24
35,437,152
636,231,30
312,22,12
99,580,16
25,697,60
797,608,128
718,588,30
115,95,5
726,795,57
791,76,6
636,30,110
360,362,16
58,528,32
55,448,40
588,1,10
30,571,231
55,897,8
396,317,20
195,206,33
299,428,0
83,578,15
342,765,16
275,459,3
718,521,54
721,115,60
22,608,24
370,40,30
30,58,176
202,225,54
657,146270,10
308,360,32
302,636,20
55,349,8
528,697,8
512,242,0
157,42,10
784,897,4
394,831,12
383,446,260
716,13,0
83,680,165
447,659,21
748,831,6
230,741,3
446,713,4
264,392,30
507,447,15
483,350,63
551,831,24
529,876,2
916,13,14
342,17,80
605,446,4
429,198,27
551,550,16
370,308,40
444,572,7
37,722,16
106,188,60
666,145,3
225,666,18
371,350,27
312,92,104
357,317,28
133,202,72
231,573,42
567,914,8
615,232,40
309844,170,27
763,751,5
475,231,21
264,785,12
303,72,7
444,457,6
573,266,42
878,299,15
541,398,8
763,279,10
878,96,5
83,22,45
39,634,12
149,447,3
392,615,40
666,448,15
287,637,95
423,457,108
326,232,25
207,317,1
305,147,18
157,274,18
781,423,54
108465,459,7
303,775,1
446,406,72
799,609,12
588,525,50
493,680,308
91,202,360
700,279,0
37,619,12
360,136,28
234,459,12
479,8,4
645,431,30
92,795,78
122,5,261
231,394,12
136,631,21
288,758,24
556,751,28
489,703,56
184,741,1
9,275,3
234,275,36
137,419,242
837,631,9
266,317,3
318,392,25
51,170,51
44,377,32
398,534,10
238,40,12
810,856,11
195,518,18
572,350,63
2521991,797,16
572,719,14
163,285,8
781,341,27
507,541,20
164,588,10
550,193,4
225,404,138
133,872,40
392,580,20
459,232,5
444,115,5
342,572,112
916,305,6
60,33,70
917,71,12
431,232,50
394,146270,8
279,813,2
799,318,20
588,122,145
571,376,21
527,372,140
755,111,54
422,95,7
316,419,22
235,341,72
775,840,0
304,614,21
573,92,364
93,765,2
162,673,45
186,611,18
341,437,72
770,457,60
538,462,6
203,568,6
77,550,6
605,44,4
238,123,2
745,796,16
361,726,19
659,205,49
718,303,6
745,391,10
302,529,2
842,627,2
863,75,16
852,357,168
483,422,49
205,373,42
72,837,21
147,25,90
34,825,26
551,72,56
93,831,6
657,782,20
446,507,20
162,765,5
189,722,4
541,341,36
162,519,25
727,96,3
189,342,16
317,322,6
810,122,319
578,748,2
341,718,54
718,76,18
699,392,35
317,608,8
308,588,40
193,785,4
322,588,30
414,775,6
37,503,16
573,667,28
288,457,12
834,522,16
402,380,85
714,863,16
700,275,0
475,363,7
49,765,8
318,797,80
543,194,8
259,157,2
605,204,11
872,157,10
727,834,6
437,863,16
751,259,1
779,232,15
797,432,160
326,121,45
25,121,135
257,876,24
327,392,55
230,275,9
493,117,196
861,266,30
567,614,24
55,234,96
813,721,12
556,758,336
922,404,23
680,557,44
563,1384652,141
922,888,3
810,733,66
745,614,6
357,758,336
782,916,8
322,825,12
61,637,19
342,1,32
422,137,77
357,136,196
573,122,406
326,357,140
133,791,16
572,422,49
76,322,18
206,318,55
312,188,20
605,2089740,4
2521991,404,23
147,528,12
792,563,6
364,232,45
392,700,0
362,392,20
627,521,18
876,856,2
349,318,5
758,716,0
621,659,0
58,299,48
357,799,112
2089740,27687,28
22,578,3
377,75,64
189,414,6
745,87,4
205,170,21
381,423,504
193,143,6
391,572,35
503,547,48
758,12081,0
361,751,1
414,204,66
111,876,12
447,457,18
700,71,0
115,527,100
277,5,81
571,242,0
309844,615,72
493,479,112
311,332,5
232,763,25
503,264,24
230,447,9
186,730,6
716,770,0
832,234,24
17,91,200
446,55,32
406,419,396
122,419,638
733,55,48
547,203,12
770,381,280
556,224,84
429,12081,0
872,667,10
917,296,4
888,117,21
861,831,30
285,37,16
266,813,3
745,751,2
615,384,80
621,136,0
383,775,65
791,287,10
116,507,170
784,87,8
121,445,54
304,106,84
274,536,27
423,659,126
22,145,3
703,99,32
316,637,19
2521991,556,28
557,528,8
247,309844,9
198,781,9
123,146270,2
186,147,18
719,162,10
634,556,112
219,719,10
87,46,14
611,792,12
116,525,340
547,299,36
370,609,15
571,861,210
479,861,40
721,219,60
406,357,504
667,85,2
493,350,252
99,414,24
59,391,45
832,522,16
71,146270,24
568,792,12
667,122,58
404,462,138
87,267,52
432,796,80
349,751,1
615,313,0
634,99,16
779,825,6
796,93,16
164,795,6
332,143,15
444,785,2
277,235,72
287,235,40
326,784,20
231,369,24
721,318,60
37,785,8
719,195,6
22,25,45
381,404,644
842,162,5
99,446,16
832,614,6
716,831,0
312,203,4
891,799,16
76,568,18
534,115,25
439,157,10
522,713,8
46,483,49
406,99,72
341,8,9
572,279,14
322,200,30
718,741,6
832,247,2
631,206,33
296,360,16
231,775,3
117,332,35
457,287,30
287,527,100
106,556,336
143,396,60
631,755,27
571,2089740,84
792,573,28
615,332,40
673,791,18
917,259,1
431,459,10
137,44,44
522,91,320
719,422,14
740,483,42
547,831,36
93,719,4
49,834,16
308,580,32
207,117,7
299,486,24
85,758,12
459,422,7
117,631,21
551,832,16
116,122,986
637,609,57
381,916,56
96,406,18
699,432,70
636,85,10
557,58,64
751,285,4
40,598,12
133,380,136
123,60,7
609,163,6
445,775,6
322,551,48
730,700,0
722,657,20
193,63,2
274,188,45
613,1,6
96,357,28
856,115,5
608,614,24
571,170,63
613,373,18
797,493,448
233,799,28
832,106,24
360,304,28
8,266,3
550,486,16
916,77,6
447,719,6
703,729,40
563,40,18
145,861,10
304,143,21
730,598,4
547,863,24
657,51,85
44,83,60
489,519,35
527,613,60
234,614,36
360,439,20
305,259,3
376,878,5
55,277,72
615,503,32
810,30,121
765,810,11
432,75,80
72,184,7
837,489,21
733,35,114
796,123,8
202,35,171
797,313,0
703,891,32
123,267,26
406,63,18
667,917,2
39,543,3
235,9,8
534,392,25
737,390,3
567,202,72
111,247,6
275,529,3
296,381,112
716,914,0
863,35,38
264,462,36
143,203,3
230,193,6
96,350,9
83,39,45
257,538,12
230,267,78
659,519,35
257,357,336
782,311,4
2521991,512,5
285,58,64
193,342,32
63,22,3
404,792,46
304,631,21
897,609,3
327,448,55
332,872,25
922,521,9
741,233,7
621,897,0
384,519,50
614,512,15
204,799,44
40,342,96
55,37,32
332,897,5
627,722,8
922,287,5
59,136,63
146270,619,6
312,162,20
557,755,36
721,856,12
782,914,4
111,667,12
377,275,24
369,96,8
327,775,11
225,232,30
550,390,6
740,578,6
525,312,40
279,193,4
279,522,16
439,361,5
834,831,6
111,380,102
17,726,95
614,303,3
