u,v,GD
2,1384652,-3
422,5,-3
152,398,-3
389,230,-4
233,123,-3
34,44,-4
123,49,-3
34,371,-2
410,157,-3
377,313,-4
86,192,-2
96,414,-3
163,372,-4
117,95,-2
203,60,-2
269,193,-1
59,389,-2
369,350,-2
85,205,-3
9,1384652,-3
25,219,-2
370,25,-4
124,280,-4
308,358,-2
431,26,-3
410,39,-2
309844,146270,-4
26,161,-4
371,342,-4
372,203,-3
234,17,-2
275,205,-2
383,266,-2
49,42,-3
303,341,-1
370,115,-3
246,377,-3
39,357,-3
340,404,-4
370,146270,-4
384,67,0
188,5,-3
40,194,-3
318,205,-4
152,370,-4
234,136,-2
216,395,-3
271,233,-3
390,60,0
95,146270,-2
45,51,-3
143,37,-3
305,115,-3
357,101,-2
280,159,-4
63,48,-4
194,232,-4
414,224,0
1,25,-2
259,46,-4
389,102,-4
313,8,-3
2,67,-3
389,390,0
45,231,-2
350,296,-3
117,198,-3
266,45,-3
370,116,-3
243,309844,-4
26,340,-2
318,332,-3
83,2089740,-2
146270,2,-3
230,402,-3
2089740,308,-3
238,100,-3
147,96,-3
63,60,-3
153,271,-4
1,328,-4
311,33,-4
266,61,-3
292,25,-3
318,122,-2
77,8,-3
164,44,0
60,369,-2
396,195,-3
61,308,-3
402,117,-2
349,5,-2
42,332,-3
219,227,-2
13,184,0
172,328,-3
231,414,-3
242,55,-3
328,33,-4
184,124,0
199,231,-2
111,377,-3
216,232,-4
207,307,-3
111,192,-2
206,25,-3
61,232,-3
91,372,-2
159,231,-3
389,42,-3
200,87,-2
9,369,-3
95,357,-4
32,384,-4
36,233,-3
192,111,-2
157,152,-2
259,307,-3
34,246,-2
398,230,0
36,402,-3
243,172,-3
78,242,-3
102,414,0
313,434,-3
146270,61,-3
384,277,-3
184,39,0
100,275,-3
417,78,-4
33,96,-3
146270,124,-4
422,232,-3
234,36,-3
26,72,-2
93,369,-2
67,2089740,-3
44,123,-4
207,91,-3
173,264,-2
93,195,-2
170,302,-3
117,143,-3
45,137,-4
370,102,0
49,152,-3
92,224,-4
1384652,200,-2
399,364,0
137,431,-3
95,389,-4
46,48,-2
78,395,-4
1384652,32,-3
305,216,-3
116,349,-2
149,225,-1
271,95,-3
124,371,-4
95,302,-3
199,232,-3
161,121,-4
302,189,0
39,199,-2
147,216,-2
214,233,-3
216,193,-2
358,303,-3
59,417,-4
5,34,-2
350,81,-3
396,188,-3
117,259,-4
377,40,-1
383,195,-2
117,402,-2
55,83,-2
77,33,-4
83,60,-2
192,58,-1
342,116,-4
164,85,0
170,342,0
205,1,-2
91,342,-3
194,280,-3
396,205,-3
67,116,-3
2,350,-3
280,8,-4
198,309844,-2
36,318,-3
216,214,-3
280,32,-4
83,143,-2
25,2,-3
17,216,-2
232,186,-4
124,316,-3
384,116,-3
311,83,-3
380,63,-3
396,186,-3
340,358,-3
404,153,-3
390,25,0
87,296,-3
191,100,-3
305,100,-3
30,26,-2
384,46,-4
305,227,-3
188,60,-3
271,91,-2
123,39,-3
225,100,-3
48,194,-1
285,46,-3
13,51,-3
231,71,-2
304,72,-3
8,46,-2
95,37,-3
51,115,-2
399,341,-4
349,87,-3
350,35,-2
101,224,0
342,92,-4
205,199,-2
380,2089740,-2
25,13,-1
227,230,-3
340,231,-2
233,267,-2
164,267,0
428,234,-3
318,216,-3
173,234,-3
186,191,-4
136,26,-2
152,380,-3
63,264,-3
191,85,-4
1,173,-2
34,214,-3
371,124,-4
370,13,-4
259,371,-4
35,63,-3
101,37,-3
186,205,-3
292,59,-3
340,34,-2
145,316,-3
389,33,-3
316,106,-3
232,34,-2
149,117,-2
243,96,-3
341,35,-3
372,380,-3
50,309844,-3
71,192,-3
61,390,0
277,350,-3
271,60,-3
292,143,-2
102,257,-4
137,77,-3
1384652,311,-3
399,2,0
72,163,-3
267,341,-3
72,42,-2
304,200,-1
76,184,0
9,60,-2
77,83,-2
230,55,-2
316,242,-3
50,161,-2
341,206,-3
380,349,-3
63,389,-3
51,137,-2
305,198,-3
85,287,-3
269,234,-2
32,153,-3
106,85,-2
389,309844,-4
199,349,-2
191,414,-4
72,1,-2
92,40,-2
302,13,-3
92,106,-2
86,277,-3
157,231,-3
372,2,-4
92,434,-4
115,39,-2
72,305,-2
410,371,-4
238,349,-3
342,296,0
93,37,-3
369,232,-3
225,45,-2
152,83,-3
292,159,-3
372,377,-4
230,238,-3
389,277,-4
195,312,-3
123,1,-3
205,77,-3
238,131,-1
404,67,-4
369,219,-3
383,83,-2
48,170,-3
67,96,-3
164,259,0
50,307,-2
192,434,-2
40,434,-2
414,363,0
434,122,-3
85,309844,-2
101,428,-3
173,76,-2
87,318,-3
224,342,0
60,172,-2
76,305,-3
231,60,-2
242,219,-3
189,383,-4
207,206,-2
34,60,-2
91,124,-2
122,136,-1
146270,159,0
143,414,-3
86,101,-3
172,398,-4
2,100,-3
115,232,-3
287,328,-4
307,224,-4
61,188,-2
214,285,-4
86,102,-3
264,143,-3
2,308,-3
384,45,0
2,42,-3
122,219,-3
287,399,-3
434,8,-4
434,36,-4
328,101,-4
67,269,-3
92,157,-2
243,93,-3
172,170,-3
157,296,-3
214,92,-2
357,83,-3
227,204,-3
9,35,-3
410,60,-3
123,357,-4
17,394,-1
316,42,-3
72,349,-3
61,417,-4
373,60,-2
72,32,-2
242,191,-4
93,63,-3
189,85,0
36,124,-4
207,303,-3
26,96,-2
72,17,-1
399,60,-4
305,86,-2
124,163,-2
164,232,0
328,195,-2
373,364,-3
257,266,-3
2089740,61,-1
172,63,-4
363,394,0
67,136,-3
402,377,-3
157,137,-2
383,173,-2
363,51,0
39,328,-3
316,224,0
33,203,-3
161,271,0
287,78,-3
242,136,-2
195,373,-3
32,92,-3
332,277,-3
225,232,-3
71,184,0
198,42,-3
214,106,-2
428,61,-3
159,373,-3
1384652,2,-3
37,40,-1
122,172,-3
39,219,-3
373,145,-2
311,30,-3
96,246,-2
163,122,-3
207,39,-4
87,243,-3
305,173,-3
34,340,-2
341,266,-3
136,85,-2
96,371,-3
164,195,0
394,122,-2
264,328,-4
37,45,-4
305,371,-3
60,350,-2
172,95,-3
414,312,-3
370,161,0
313,34,-2
311,2,-4
25,77,-3
395,266,-1
161,1,-4
170,434,-3
414,219,-4
404,364,-4
205,184,0
264,1,-3
83,264,-3
61,233,-3
145,192,-3
186,404,-4
271,194,-2
390,87,0
305,316,-3
350,77,-2
402,170,-3
152,111,-3
372,26,-3
313,76,-3
58,395,-3
332,206,-3
214,372,-4
389,296,-4
308,32,-2
173,280,-3
26,404,-3
87,123,-3
25,340,-3
1384652,219,-3
25,55,-2
189,157,0
63,227,-4
380,149,-3
277,296,-2
303,1384652,-2
269,58,-1
224,195,-3
33,328,-4
369,398,-4
106,204,-2
303,431,-1
373,232,-2
136,384,-4
264,2089740,-4
1384652,58,-2
36,72,-3
34,173,-2
280,25,-2
431,341,-2
350,431,-3
116,257,-2
55,63,-2
350,264,-2
173,271,-3
398,145,0
102,163,0
147,399,0
394,34,-3
36,48,-3
266,33,-3
121,242,-3
111,264,-2
143,116,-2
266,1384652,-2
2089740,422,-3
431,102,0
61,55,-2
147,341,-4
350,398,-4
340,170,-3
287,40,-3
30,61,-2
242,86,-3
332,309844,-2
35,30,-2
123,304,-4
22,8,-2
76,96,-2
93,192,-2
173,371,-3
186,170,-2
13,30,-3
259,224,0
364,193,-3
78,312,-3
5,383,-2
341,55,-3
30,358,-3
191,36,-4
136,246,-2
271,131,-3
186,275,-4
145,363,0
195,428,-4
377,152,-3
115,1384652,-3
390,292,0
303,370,-3
71,417,-3
13,116,-2
67,271,-3
161,136,-2
227,287,-3
316,184,0
422,143,-3
40,35,-2
383,131,-2
92,193,-2
71,216,-3
85,13,-1
199,417,-3
242,161,-4
203,13,-3
34,350,-2
184,431,0
195,93,-2
350,17,-2
48,115,-2
422,111,-3
302,63,-4
206,303,-2
312,275,-3
340,81,-3
373,143,-1
280,35,-3
428,350,-1
275,303,-3
309844,275,-4
91,395,-2
434,58,-3
149,44,-4
206,117,-2
396,85,-3
259,389,-4
428,170,-3
93,146270,-3
350,311,-3
122,59,-2
422,60,-3
59,193,-3
394,380,-3
380,164,0
146270,122,-2
136,313,-3
72,414,-3
264,195,-3
55,123,-3
280,364,0
313,264,-2
13,85,-1
1384652,404,-3
146270,434,-4
48,200,-2
363,230,0
305,145,-3
8,277,-3
349,305,-3
242,198,-2
309844,96,-3
363,285,0
410,192,-2
111,67,-2
414,371,-4
192,26,-2
402,340,-2
233,192,-2
184,136,0
199,39,-2
123,390,0
186,131,-3
60,417,-3
111,271,-3
389,45,0
51,242,-3
394,390,0
308,384,-4
404,206,-4
81,292,-3
91,318,-3
267,163,-3
35,280,-3
172,307,-2
33,233,-3
33,285,-4
358,146270,-4
328,364,0
302,124,-3
17,357,-3
36,2,-4
312,2089740,-3
55,233,-2
1384652,124,-3
51,369,-2
50,417,-3
350,188,-3
96,60,-2
195,111,-2
369,76,-2
78,305,-3
216,9,-2
296,186,-3
117,77,-3
312,1384652,-2
384,389,0
203,116,-2
264,363,0
146270,117,-3
184,422,0
267,389,-2
277,188,-3
304,199,-3
302,380,-3
32,431,-4
145,340,-2
17,303,-2
33,200,-3
364,101,-4
191,198,-3
67,396,-4
396,234,-3
67,63,-3
85,389,-4
115,111,-2
231,267,-2
117,357,-4
188,328,-3
39,106,-3
307,13,-2
318,173,-4
207,305,-3
50,389,-3
2,414,-4
51,390,0
37,267,-3
377,434,-2
63,404,0
102,357,0
17,328,-3
275,30,-2
44,137,-3
37,63,-3
121,207,-4
86,308,-3
22,72,-2
341,193,-4
1384652,49,-2
224,137,-4
173,307,-2
30,86,-3
50,96,-2
189,206,-3
121,431,-3
434,396,-2
395,259,-3
26,51,-2
303,357,-3
231,186,-3
101,243,-3
61,234,-3
92,227,-3
39,124,-3
207,205,-4
233,26,-2
72,369,-3
46,123,-3
157,30,-2
372,131,-3
172,145,-3
45,32,-4
292,304,-3
55,246,-2
78,195,-4
123,146270,-2
100,389,-3
431,234,-4
395,341,-4
404,410,-4
243,257,-4
163,34,-3
402,380,-3
390,206,0
92,204,-1
186,350,-3
157,184,0
59,1384652,-1
231,287,-3
191,123,-4
414,86,-4
309844,100,-3
340,101,-1
389,219,-4
302,32,-3
316,232,-3
371,232,-2
402,164,0
219,51,-2
313,72,-2
414,296,-3
91,48,-1
93,1,-2
26,216,-3
398,30,-4
71,233,-2
157,96,-3
172,369,-2
434,285,-4
37,61,-2
287,428,-4
370,81,-4
277,205,-3
91,136,-1
389,370,-4
55,116,-2
204,363,0
417,152,-4
81,136,-2
193,199,-2
292,117,-2
364,111,-3
384,371,-4
96,163,-3
232,402,-3
242,117,-3
267,246,-2
173,25,-3
117,206,-2
83,63,-2
33,377,-3
204,267,-3
1,186,-3
204,287,-3
214,111,-2
285,200,-3
60,186,-1
58,389,-3
63,287,-3
312,316,-2
1,303,-2
203,83,-2
149,242,-3
91,50,-1
26,232,-3
372,86,-4
389,157,-4
46,100,-2
370,36,-2
373,308,-2
232,313,-4
257,76,-3
100,309844,-3
275,33,-2
42,431,-4
370,189,0
271,340,-2
287,402,-3
428,5,-3
93,225,-3
61,5,-2
17,231,-2
40,302,-3
102,349,-4
275,292,-1
81,95,-3
45,404,-4
204,233,-3
198,63,-3
199,71,-2
364,39,-4
13,246,-3
227,271,-3
318,59,-3
122,101,-2
285,36,-4
86,61,-2
189,33,0
115,91,-2
203,121,-2
369,287,-3
311,96,-3
102,394,-4
349,304,-3
33,312,-2
198,35,-2
157,72,-3
199,36,-2
207,173,-4
115,287,-3
224,271,-4
5,26,-2
383,145,-2
60,37,-3
59,363,0
1384652,157,-2
305,58,-1
200,102,-3
170,60,-3
85,399,-4
216,149,-3
246,50,-2
117,428,-3
225,227,-3
312,384,-4
302,332,-3
17,92,-2
172,173,-1
267,194,-2
232,257,-3
76,199,-2
173,45,-2
230,371,-3
233,124,-3
373,189,-4
195,163,-4
170,399,-4
313,146270,-3
259,123,-4
32,269,-3
243,8,-4
395,434,-3
45,34,-2
394,383,-2
350,259,-3
45,399,0
71,246,-2
380,157,-2
214,58,-2
267,309844,-3
37,22,0
243,230,-3
373,93,-2
2,34,-3
25,364,-3
216,93,-3
26,266,-2
364,2,0
77,227,-3
296,86,-4
85,172,-3
287,102,-4
414,259,-4
146270,227,-3
232,1,-3
34,227,-2
22,9,-1
363,153,0
332,357,-4
143,369,-2
71,434,-3
305,87,-4
164,32,0
36,50,-2
39,206,-2
93,121,-2
77,58,-2
275,227,-3
184,32,0
33,370,-4
106,76,-3
434,287,-4
373,46,-2
164,358,0
33,303,-3
1384652,431,-3
26,205,-2
101,292,-2
67,364,-4
159,59,-3
277,328,-3
342,2,0
92,198,-3
117,318,-1
184,106,0
232,398,0
364,341,-4
292,394,-3
216,26,-3
394,25,-2
206,216,-3
34,143,-2
349,1384652,-2
371,264,-2
398,358,0
316,227,-2
371,137,-3
184,46,0
198,193,-3
42,264,-3
9,58,-2
45,123,-3
146270,205,-4
59,328,-3
102,275,-4
396,76,-3
205,332,-3
275,384,0
22,13,-4
93,230,-2
101,5,-2
157,136,-3
76,159,-3
350,214,-3
340,377,-2
184,45,0
136,341,-3
357,131,-3
369,207,-4
363,309844,0
259,428,-4
55,76,-2
328,92,-3
277,17,-2
95,275,-3
414,35,-3
145,396,-3
81,152,-3
204,205,-3
116,312,-2
42,227,-3
404,61,-3
45,121,-4
203,377,-3
269,257,-2
417,163,-4
383,302,-3
58,304,-2
76,48,-2
8,123,-3
161,32,-4
292,233,-2
275,364,-4
267,234,-3
311,292,-3
170,243,-4
313,48,-3
147,242,-3
243,51,-3
8,302,-3
394,200,-3
40,398,-4
93,96,-2
131,191,-3
63,67,-3
219,85,-3
34,230,-1
350,123,-3
219,122,-3
17,143,-2
204,117,-1
383,280,-3
117,48,-1
8,124,-4
173,30,-2
85,164,0
33,143,-3
428,296,-4
206,157,-3
307,186,-3
136,153,-1
164,369,0
164,207,0
342,87,0
349,100,-2
1384652,188,-3
153,164,0
37,422,-3
219,32,-3
200,101,-1
121,225,-3
364,198,-3
164,390,0
191,396,-4
63,131,-3
42,184,0
214,50,-3
61,96,-3
32,342,0
117,173,-3
173,341,-3
219,93,-3
377,206,-3
59,30,-1
111,147,-1
102,33,-4
58,2,-2
296,58,-3
85,55,-1
92,230,-3
50,193,-2
116,67,-3
111,157,-2
341,431,-2
33,37,-3
398,431,0
410,30,-4
372,227,-3
414,101,-3
434,95,-3
42,72,-2
60,216,-2
195,100,-3
219,358,-3
234,363,0
431,116,-3
115,340,-3
39,30,-2
309844,193,-3
231,2089740,-3
76,304,-3
296,309844,-3
39,207,-4
2089740,44,-3
302,246,-3
205,48,-2
357,264,-4
349,302,-3
417,106,-3
417,93,-3
77,231,-3
55,224,-4
404,383,-2
246,357,-3
316,264,-3
96,312,-2
164,61,0
216,271,-4
153,71,-3
370,85,-4
9,422,-4
402,102,-3
399,243,0
364,357,0
55,377,-3
422,191,-4
46,96,-2
246,384,-4
71,243,-2
264,170,-3
195,318,-3
9,410,-4
147,396,-4
287,61,-3
145,404,-4
341,2,-4
17,72,-1
396,398,0
49,116,-2
271,422,-3
173,131,-2
106,395,-3
35,303,-2
275,363,0
136,117,-2
60,76,-2
95,191,-4
95,398,0
30,39,-2
371,384,-4
340,123,-3
340,115,-3
193,384,-3
243,189,0
137,34,-2
121,60,-2
431,394,-4
410,312,-4
124,153,-3
242,164,0
117,410,-2
157,91,-2
242,9,-4
26,102,-3
404,71,-3
184,203,0
32,404,-4
60,149,-2
316,396,-3
189,377,-4
233,145,-3
101,271,-3
332,26,-2
349,186,-3
83,22,-4
124,8,-4
87,122,-2
8,384,0
149,431,-3
199,45,-3
1384652,146270,-4
377,230,-3
414,369,-3
242,193,-3
42,225,-4
198,395,-3
34,194,-3
219,58,-2
269,340,-3
257,1,-3
1384652,35,-2
152,395,-3
49,189,0
2089740,122,-2
232,78,-3
259,145,-4
188,305,-3
312,206,-2
63,395,-4
257,145,-2
44,373,-4
312,285,-3
101,123,-3
36,410,-3
369,22,-4
341,149,-3
198,225,-3
92,77,-3
358,243,-4
39,372,-3
287,371,-4
277,232,-3
214,152,-4
230,431,-4
123,5,-3
410,145,-4
50,143,-2
377,216,-3
275,122,-3
316,271,-3
396,238,-4
123,117,-3
204,266,-3
149,277,-2
60,204,-2
44,232,-4
377,61,-3
410,357,0
402,417,-3
50,81,-1
302,159,-4
399,189,0
39,25,-1
48,161,-4
147,198,-3
205,146270,-4
384,115,-4
383,152,-3
40,318,-3
9,93,-3
383,243,-3
389,417,-4
312,414,-3
259,124,-4
204,303,-2
313,51,-3
285,292,-3
2,93,-3
81,394,-3
131,34,-2
396,153,-4
2,243,-2
372,390,0
186,390,0
287,153,-4
342,78,-3
332,161,0
394,414,-3
214,369,-3
390,370,0
302,87,-3
71,410,-3
399,414,0
234,91,-2
106,350,-2
189,173,0
1384652,207,-3
172,92,-3
194,242,-3
277,216,-3
59,259,-4
308,37,-3
230,242,-2
34,414,-3
214,2089740,-3
153,377,-4
311,230,-4
304,67,-3
309844,277,-3
246,17,-2
37,402,-3
332,93,-3
116,271,-3
157,414,-4
224,9,-4
46,357,-3
194,50,-3
246,152,-3
78,96,-3
49,136,-1
308,85,-3
232,225,-3
72,227,-2
101,121,-2
303,313,-3
410,399,-4
267,431,-3
216,8,-3
40,173,-2
342,308,-4
340,22,-4
25,101,-3
1384652,417,-3
45,230,-1
371,372,-3
131,266,-2
26,85,-3
115,131,-3
153,304,-4
257,30,-3
83,372,-3
81,39,-3
8,224,0
307,46,-2
5,205,-2
143,207,-4
434,49,-3
371,377,-3
76,100,-2
316,280,-3
2089740,8,-2
399,121,-4
170,106,-2
26,146270,-3
96,357,-3
163,364,0
100,1384652,-2
189,1,0
257,87,-3
398,49,-4
123,417,-3
85,340,-3
277,26,-2
296,72,-4
207,198,-4
39,398,-4
81,78,-3
203,404,-3
204,309844,-4
163,37,-4
198,307,-2
131,277,-3
396,312,-3
302,307,-2
205,85,-3
311,203,-3
50,36,-2
40,271,-1
122,100,-3
25,243,-3
399,30,-4
395,101,-3
1,271,-3
17,8,-3
234,304,-2
219,428,-4
146270,195,-3
214,216,-3
341,287,-3
198,318,-3
296,173,-3
59,304,-2
101,399,-4
225,428,-3
349,72,-3
9,143,-3
45,358,-3
193,50,-2
280,340,-3
2,380,-4
231,275,-2
219,146270,-4
414,292,-3
46,186,-3
173,383,-2
55,373,-2
136,287,-3
203,1384652,-2
106,122,-2
384,161,0
152,389,-4
243,340,-3
277,342,0
257,384,0
199,246,-2
40,389,-3
117,280,-3
48,377,-2
36,328,-3
44,92,-4
390,266,0
431,200,-3
369,153,-3
224,184,0
72,83,-2
377,1,-3
161,96,-4
163,71,-2
136,370,-3
214,61,-3
389,8,-3
145,78,-3
363,161,0
115,275,-3
8,184,0
428,417,-4
311,318,0
71,67,-3
396,373,-3
85,87,-2
131,40,-2
230,58,-2
122,13,-3
384,81,0
78,40,-2
399,50,-4
414,51,-3
277,349,-3
123,259,-4
33,350,-2
40,214,-2
1384652,396,-3
390,372,0
266,428,-3
102,371,-3
404,192,-3
44,303,-4
58,111,-2
369,414,-3
370,96,-3
230,1384652,-2
342,44,0
78,417,-4
2089740,198,-2
304,395,-3
100,219,-3
37,51,-2
363,204,0
35,313,-3
410,121,-3
257,373,-3
214,59,-3
163,280,-4
372,49,-3
373,316,-2
207,96,-4
101,189,-4
152,234,-3
115,309844,-3
395,214,-3
152,216,-3
195,194,-3
269,48,-2
372,198,-1
396,95,-3
48,32,-2
364,170,-3
100,203,-2
318,264,-4
71,308,-2
55,219,-3
233,308,-2
48,22,-3
83,146270,-3
86,2,-3
189,266,0
377,145,-3
35,380,-3
207,59,-3
285,22,0
30,204,-3
149,373,-2
49,71,-1
92,259,-3
32,296,-4
307,17,-2
313,271,-4
305,194,-3
307,313,-2
170,305,-4
275,216,-3
86,242,-3
83,163,-3
164,60,0
117,271,-1
106,316,-3
145,296,-3
285,172,-3
377,246,-3
303,60,-2
26,238,-3
194,307,-2
342,55,-3
259,257,-4
383,373,-2
17,13,-2
305,102,-3
42,422,-4
117,152,-2
238,302,-4
384,219,-4
35,44,-4
204,311,-4
25,242,-3
302,85,-3
234,26,-3
34,380,-1
121,17,-2
146270,414,-4
159,1384652,-3
36,428,-3
51,116,-2
198,233,-2
341,231,-3
13,149,-3
186,389,-4
93,370,-3
280,303,-3
243,342,-4
9,161,0
277,305,-3
122,203,-2
205,152,-3
238,2089740,-3
302,195,-3
170,303,-3
296,227,-3
422,86,-4
349,121,-2
59,51,-2
296,224,-4
86,396,-4
123,50,-3
164,313,0
269,358,-2
124,161,-4
152,434,-4
106,227,-2
318,115,-2
152,106,-3
77,45,-4
35,203,-2
205,100,-2
32,137,-3
163,59,-4
242,172,-2
316,101,-2
188,383,-2
232,311,-4
170,147,-3
363,384,0
396,86,-4
22,389,0
395,308,-3
390,77,0
34,404,-3
342,136,-4
191,22,0
308,232,-3
1384652,143,-2
384,49,-4
422,13,-4
219,170,-3
417,224,0
370,8,-3
22,45,-4
316,302,-3
102,45,-4
243,277,-4
369,384,-4
402,189,0
234,394,-3
30,157,-2
191,318,-4
271,259,0
350,285,-2
396,78,-4
136,157,-3
123,380,-4
230,149,-2
259,37,0
227,93,-2
230,60,-2
302,143,-3
205,259,-4
9,243,-3
307,30,-2
34,369,-2
34,149,-2
101,414,-3
93,243,-3
389,395,-3
233,428,-3
225,390,0
32,390,0
76,95,-3
219,115,-3
35,72,-2
45,153,-4
123,86,-3
309844,136,-3
121,55,-2
269,396,-3
17,287,-3
55,26,-2
390,161,0
71,37,-2
342,305,-4
230,224,-4
123,242,-4
35,102,-3
434,149,-2
296,246,-3
81,311,-4
434,398,0
170,46,-3
147,357,-4
232,58,-2
149,363,0
303,219,-3
72,48,-1
17,194,-2
373,269,-3
157,350,-2
384,312,-4
205,246,-2
199,214,-3
35,157,-3
349,383,-2
390,5,0
383,342,-4
216,124,-3
96,216,-3
396,44,-4
206,173,-2
313,161,-4
200,224,-4
224,45,0
231,394,-3
364,402,-4
275,95,-3
373,131,-2
369,342,-4
71,198,-2
35,394,-3
267,85,-3
36,224,-4
216,58,-2
116,50,-2
266,55,-2
152,305,-3
188,204,-2
77,91,-2
267,2089740,-1
26,206,-2
164,266,0
5,311,-3
189,59,-4
149,100,-2
115,373,-3
58,106,-2
51,37,-2
30,372,-2
271,398,0
115,96,-3
172,34,-2
394,61,-3
312,219,-3
34,50,-2
39,371,-3
296,1384652,-3
417,95,-3
159,170,-4
275,34,-2
259,398,0
285,102,0
72,384,-4
308,77,-3
48,358,-3
46,143,-2
78,152,-3
203,124,-3
36,204,-3
238,267,-3
33,1,-3
328,172,-3
22,238,-4
225,115,-3
8,131,-3
192,61,-2
404,399,-4
227,72,-2
116,206,-2
121,364,-4
26,311,-3
161,170,-4
63,350,-4
296,316,-3
111,380,-1
143,396,-3
200,58,-1
5,92,-3
292,328,-2
186,194,-3
188,121,-2
17,358,-3
50,234,-3
111,311,-3
36,206,-3
124,357,-4
340,200,-1
214,328,-3
287,188,-4
35,372,-3
106,49,-3
307,92,-2
224,259,0
332,341,-3
364,58,-4
369,146270,-4
389,396,-4
292,200,-2
172,186,-3
55,269,-3
9,313,-3
45,414,-4
147,116,-3
122,192,-2
417,22,-4
203,194,-3
34,159,-3
101,264,-2
371,92,-3
233,96,-2
55,318,-3
194,257,-3
46,372,-3
434,394,-3
101,198,-2
186,357,-4
5,76,-2
246,48,-2
106,271,-2
214,203,-3
259,164,0
233,275,-3
303,34,-2
136,145,-2
55,188,-3
111,59,-1
377,395,-3
373,22,-4
198,71,-2
206,340,-2
308,51,-2
122,309844,-2
30,307,-2
198,271,-3
340,227,-2
1,161,-4
318,71,-2
116,318,-2
402,149,-2
45,49,-4
194,146270,-3
191,102,-3
87,234,-1
205,363,0
34,302,-3
194,363,0
17,312,-2
341,2089740,-3
431,192,-4
59,46,-3
147,124,-3
390,243,0
1384652,101,-2
161,434,0
280,51,-3
173,312,-2
36,417,-3
404,195,-4
350,417,-3
302,173,-3
184,51,0
349,101,-1
383,67,-3
36,137,-3
145,123,-3
149,33,-2
224,1,0
417,404,0
96,71,-2
224,267,-3
61,100,-3
8,17,-3
434,328,-3
39,193,-1
233,2089740,-3
340,9,-3
394,357,-4
152,428,-1
1384652,102,-4
153,81,-3
49,277,-3
395,86,-3
230,311,-4
193,203,-2
296,312,-3
389,48,-3
116,340,-2
100,304,-3
363,91,0
350,305,-3
390,188,0
145,93,-2
42,195,-3
389,383,-3
34,45,-2
399,195,-4
48,370,-3
257,2,-4
123,340,-3
417,370,-3
302,188,-4
349,146270,-4
77,238,-4
269,285,-3
332,434,-3
428,312,-3
304,308,-3
85,153,-3
194,311,-4
72,91,-2
81,1,-3
100,357,-3
25,214,-2
292,145,-3
227,231,-2
85,285,-3
147,311,-4
106,30,-2
371,189,-4
101,422,-2
143,8,-3
389,200,-3
106,203,-3
311,234,-4
242,369,-3
224,363,0
77,51,-3
206,78,-3
39,42,-1
153,83,-3
13,269,-2
78,257,-3
186,184,0
93,434,-3
193,124,-3
363,410,0
232,399,-4
340,5,-2
78,159,-4
302,264,-4
198,8,-3
39,40,-1
225,116,-2
9,137,-3
157,267,-2
305,191,-4
246,404,-4
83,188,-2
243,358,-4
85,78,-2
203,81,-3
205,25,-2
371,195,-2
48,349,-2
95,224,0
153,30,-2
398,92,0
124,83,-3
259,219,0
8,234,-2
184,267,0
302,304,-3
117,26,-2
164,224,0
71,373,-2
198,311,-3
264,50,-3
9,170,-3
44,219,-4
380,383,-2
198,51,-2
232,137,-3
192,390,0
377,146270,-3
287,106,-3
145,394,-3
219,207,0
340,106,-2
350,390,0
61,145,-3
157,309844,-2
77,275,-2
192,206,-3
205,32,-3
96,189,0
304,206,-3
189,216,-4
192,313,-3
431,39,-3
318,399,-4
380,275,-3
227,328,-2
358,101,-3
159,26,-3
50,152,-2
372,350,-2
153,309844,-4
106,422,-3
63,85,-3
285,269,-3
224,143,0
172,364,-4
384,305,0
121,40,-2
372,219,-4
59,371,-2
231,123,-3
96,36,-3
266,309844,-3
34,51,-2
48,371,-3
410,189,0
81,227,-3
414,318,-4
364,172,-4
257,269,-2
8,55,-1
44,328,-4
304,410,-3
78,383,-3
106,117,-1
44,369,-3
316,296,-3
191,173,-3
206,390,0
410,230,-3
304,122,-2
59,5,-3
91,93,-1
198,9,-3
271,106,-2
238,292,-3
100,189,0
37,369,-3
225,271,-3
173,373,-2
36,13,-3
1384652,269,-2
76,358,-3
13,100,-3
259,58,-3
380,40,-3
48,188,-3
85,275,-4
328,131,-4
143,157,-3
399,389,0
17,296,-3
233,81,-3
159,87,-4
45,224,0
122,8,-3
39,259,-4
49,312,-2
37,137,-2
96,349,-2
287,332,-3
145,59,-2
149,318,-3
434,72,-3
316,285,-3
380,36,-3
402,369,-2
8,271,-3
296,25,-3
91,371,-2
243,184,0
39,102,-3
195,203,-3
143,216,-3
86,137,-2
225,152,-3
257,232,-3
72,200,-2
431,399,-4
58,93,-1
83,271,-3
302,198,-3
42,230,-3
198,377,-3
267,35,-2
246,147,-3
332,149,-3
341,390,0
219,304,-4
40,76,-2
102,85,-4
147,111,-1
364,8,-4
364,309844,-4
219,8,-4
269,159,-4
9,117,-2
204,318,-2
316,358,-3
96,9,-3
72,2089740,-2
164,422,0
58,123,-2
257,1384652,-3
266,122,-3
102,76,-4
131,390,0
63,246,-4
172,147,-3
55,149,-2
399,305,-4
131,203,-2
78,49,-3
60,434,-3
115,395,-4
302,78,-3
111,431,-3
121,304,-3
67,192,-2
269,199,-3
2089740,199,-1
292,199,-2
86,434,-4
292,280,-3
117,55,-2
157,121,-3
55,332,-3
122,389,-4
396,61,-3
428,33,-3
