u,v,CN
115,39,1
72,305,1
410,371,0
238,349,0
342,296,0
93,37,0
369,232,0
225,45,1
152,83,0
292,159,0
372,377,0
230,238,0
389,277,0
195,312,0
123,1,0
205,77,0
238,131,0
404,67,0
369,219,0
383,83,2
48,170,0
67,96,0
164,259,0
50,307,1
192,434,1
40,434,1
414,363,0
434,122,0
85,309844,1
101,428,0
173,76,1
87,318,0
224,342,0
60,172,1
76,305,0
231,60,1
242,219,0
189,383,0
207,206,1
34,60,2
91,124,1
122,136,0
146270,159,0
143,414,0
86,101,0
172,398,0
2,100,0
115,232,0
287,328,0
307,224,0
61,188,1
214,285,0
86,102,0
264,143,0
2,308,0
384,45,0
2,42,0
122,219,0
287,399,0
434,8,0
434,36,0
328,101,0
67,269,0
92,157,2
243,93,0
172,170,0
157,296,0
214,92,1
357,83,0
227,204,0
9,35,0
410,60,0
123,357,0
17,394,0
316,42,0
72,349,0
61,417,0
373,60,1
72,32,1
242,191,0
93,63,0
189,85,0
36,124,0
207,303,0
26,96,1
72,17,1
399,60,0
305,86,1
124,163,1
164,232,0
328,195,1
373,364,0
257,266,0
2089740,61,3
172,63,0
363,394,0
67,136,0
402,377,0
157,137,1
383,173,1
363,51,0
39,328,0
316,224,0
33,203,0
161,271,0
287,78,0
242,136,1
195,373,0
32,92,0
332,277,0
225,232,0
71,184,0
198,42,0
214,106,1
428,61,0
159,373,0
1384652,2,0
37,40,0
122,172,0
39,219,0
373,145,1
311,30,0
96,246,1
163,122,0
207,39,0
87,243,0
305,173,0
34,340,2
341,266,0
136,85,1
96,371,0
164,195,0
394,122,1
264,328,0
37,45,0
305,371,0
60,350,1
172,95,0
414,312,0
370,161,0
313,34,2
311,2,0
25,77,0
395,266,0
161,1,0
170,434,0
414,219,0
404,364,0
205,184,0
264,1,0
83,264,0
61,233,0
145,192,0
186,404,0
271,194,1
390,87,0
305,316,0
350,77,1
402,170,0
152,111,0
372,26,0
313,76,0
58,395,0
332,206,0
214,372,0
389,296,0
308,32,1
173,280,0
26,404,0
87,123,0
25,340,0
1384652,219,0
25,55,2
189,157,0
63,227,0
380,149,0
277,296,1
303,1384652,2
269,58,2
224,195,0
33,328,0
369,398,0
106,204,2
303,431,0
373,232,1
136,384,0
264,2089740,0
1384652,58,2
36,72,0
34,173,2
280,25,1
431,341,1
350,431,0
116,257,2
55,63,1
350,264,1
173,271,0
398,145,0
102,163,0
147,399,0
394,34,0
36,48,0
266,33,0
121,242,0
111,264,1
143,116,1
266,1384652,1
2089740,422,0
431,102,0
61,55,1
147,341,0
350,398,0
340,170,0
287,40,0
30,61,3
242,86,0
332,309844,1
35,30,2
123,304,0
22,8,1
76,96,1
93,192,2
173,371,0
186,170,1
13,30,0
259,224,0
364,193,0
78,312,0
5,383,2
341,55,0
30,358,0
191,36,0
136,246,1
271,131,0
186,275,0
145,363,0
195,428,0
377,152,0
115,1384652,0
390,292,0
303,370,0
71,417,0
13,116,2
67,271,0
161,136,1
227,287,0
316,184,0
422,143,0
40,35,4
383,131,2
92,193,1
71,216,0
85,13,1
199,417,0
242,161,0
203,13,0
34,350,2
184,431,0
195,93,1
350,17,2
48,115,1
422,111,0
302,63,0
206,303,1
312,275,0
340,81,0
373,143,1
280,35,0
428,350,0
275,303,0
309844,275,0
91,395,2
434,58,0
149,44,0
206,117,1
396,85,0
259,389,0
428,170,0
93,146270,0
350,311,0
122,59,1
422,60,0
59,193,0
394,380,0
380,164,0
146270,122,1
136,313,0
72,414,0
264,195,0
55,123,0
280,364,0
313,264,1
13,85,1
1384652,404,0
146270,434,0
48,200,1
363,230,0
305,145,0
8,277,0
349,305,0
242,198,1
309844,96,0
363,285,0
410,192,1
111,67,1
414,371,0
192,26,2
402,340,1
233,192,1
184,136,0
199,39,2
123,390,0
186,131,0
60,417,0
111,271,0
389,45,0
51,242,0
394,390,0
308,384,0
404,206,0
81,292,0
91,318,0
267,163,0
35,280,0
172,307,2
33,233,0
33,285,0
358,146270,0
328,364,0
302,124,0
17,357,0
36,2,0
312,2089740,0
55,233,1
1384652,124,0
51,369,1
50,417,0
350,188,0
96,60,1
195,111,1
369,76,1
78,305,0
216,9,1
296,186,0
117,77,0
312,1384652,1
384,389,0
203,116,1
264,363,0
146270,117,0
184,422,0
267,389,1
277,188,0
304,199,0
302,380,0
32,431,0
145,340,1
17,303,1
33,200,0
364,101,0
191,198,0
67,396,0
396,234,0
67,63,0
85,389,0
115,111,1
231,267,1
117,357,0
188,328,0
39,106,0
307,13,2
318,173,0
207,305,0
50,389,0
2,414,0
51,390,0
37,267,0
377,434,1
63,404,0
102,357,0
17,328,0
275,30,2
44,137,0
37,63,0
121,207,0
86,308,0
22,72,1
341,193,0
1384652,49,1
224,137,0
173,307,2
30,86,0
50,96,1
189,206,0
121,431,0
434,396,1
395,259,0
26,51,2
303,357,0
231,186,0
101,243,0
61,234,0
92,227,0
39,124,0
207,205,0
233,26,1
72,369,0
46,123,0
157,30,1
372,131,0
172,145,0
45,32,0
292,304,0
55,246,1
78,195,0
123,146270,1
100,389,0
431,234,0
395,341,0
404,410,0
243,257,0
163,34,0
402,380,0
390,206,0
92,204,1
186,350,0
157,184,0
59,1384652,0
231,287,0
191,123,0
414,86,0
309844,100,0
340,101,2
389,219,0
302,32,0
316,232,0
371,232,1
402,164,0
219,51,1
313,72,1
414,296,0
91,48,3
93,1,1
26,216,0
398,30,0
71,233,1
157,96,0
172,369,1
434,285,0
37,61,1
287,428,0
370,81,0
277,205,0
91,136,9
389,370,0
55,116,3
204,363,0
417,152,0
81,136,2
193,199,1
292,117,2
364,111,0
384,371,0
96,163,0
232,402,0
242,117,0
267,246,1
173,25,0
117,206,1
83,63,1
33,377,0
204,267,0
1,186,0
204,287,0
214,111,1
285,200,0
60,186,0
58,389,0
63,287,0
312,316,1
1,303,1
203,83,1
149,242,0
91,50,2
26,232,0
372,86,0
389,157,0
46,100,1
370,36,1
373,308,1
232,313,0
257,76,0
100,309844,0
275,33,1
42,431,0
370,189,0
271,340,1
287,402,0
428,5,0
93,225,0
61,5,1
17,231,1
40,302,0
102,349,0
275,292,0
81,95,0
45,404,0
204,233,0
198,63,0
199,71,2
364,39,0
13,246,0
227,271,0
318,59,0
122,101,1
285,36,0
86,61,2
189,33,0
115,91,1
203,121,1
369,287,0
311,96,0
102,394,0
349,304,0
33,312,1
198,35,1
157,72,0
199,36,1
207,173,0
115,287,0
224,271,0
5,26,1
383,145,1
60,37,0
59,363,0
1384652,157,1
305,58,0
200,102,0
170,60,0
85,399,0
216,149,0
246,50,1
117,428,0
225,227,0
312,384,0
302,332,0
17,92,1
172,173,1
267,194,1
232,257,0
76,199,1
173,45,1
230,371,0
233,124,0
373,189,0
195,163,0
170,399,0
313,146270,0
259,123,0
32,269,0
243,8,0
395,434,0
45,34,1
394,383,1
350,259,0
45,399,0
71,246,1
380,157,1
214,58,1
267,309844,0
37,22,0
243,230,0
373,93,1
2,34,0
25,364,0
216,93,0
26,266,1
364,2,0
77,227,0
296,86,0
85,172,0
287,102,0
414,259,0
146270,227,0
232,1,0
34,227,2
22,9,0
363,153,0
332,357,0
143,369,1
71,434,0
305,87,0
164,32,0
36,50,1
39,206,2
93,121,1
77,58,1
275,227,0
184,32,0
33,370,0
106,76,0
434,287,0
373,46,1
164,358,0
33,303,0
1384652,431,0
26,205,1
101,292,1
67,364,0
159,59,0
277,328,0
342,2,0
92,198,0
117,318,0
184,106,0
232,398,0
364,341,0
292,394,0
216,26,0
394,25,1
206,216,0
34,143,1
349,1384652,1
371,264,1
398,358,0
316,227,1
371,137,0
184,46,0
198,193,0
42,264,0
9,58,1
45,123,0
146270,205,0
59,328,0
102,275,0
396,76,0
205,332,0
275,384,0
22,13,0
93,230,2
101,5,1
157,136,0
76,159,0
350,214,0
340,377,1
184,45,0
136,341,0
357,131,0
369,207,0
363,309844,0
259,428,0
55,76,1
328,92,0
277,17,1
95,275,0
414,35,0
145,396,0
81,152,0
204,205,0
116,312,1
42,227,0
404,61,0
45,121,0
203,377,0
269,257,1
417,163,0
383,302,0
58,304,1
76,48,1
8,123,0
161,32,0
292,233,1
275,364,0
267,234,0
311,292,0
170,243,0
313,48,0
147,242,0
243,51,0
8,302,0
394,200,0
40,398,0
93,96,1
131,191,0
63,67,0
219,85,0
34,230,1
350,123,0
219,122,0
17,143,1
204,117,1
383,280,0
117,48,2
8,124,0
173,30,2
85,164,0
33,143,0
428,296,0
206,157,0
307,186,0
136,153,2
164,369,0
164,207,0
342,87,0
349,100,1
1384652,188,0
153,164,0
37,422,0
219,32,0
200,101,2
121,225,0
364,198,0
164,390,0
191,396,0
63,131,0
42,184,0
214,50,0
61,96,0
32,342,0
117,173,0
173,341,0
219,93,0
377,206,0
59,30,1
111,147,0
102,33,0
58,2,1
296,58,0
85,55,1
92,230,0
50,193,1
116,67,0
111,157,1
341,431,1
33,37,0
398,431,0
410,30,0
372,227,0
414,101,0
434,95,0
42,72,1
60,216,1
195,100,0
219,358,0
234,363,0
431,116,0
115,340,0
39,30,1
309844,193,0
231,2089740,0
76,304,0
296,309844,0
39,207,0
2089740,44,0
302,246,0
205,48,1
357,264,0
349,302,0
417,106,0
417,93,0
77,231,0
55,224,0
404,383,1
246,357,0
316,264,0
96,312,1
164,61,0
216,271,0
153,71,0
370,85,0
9,422,0
402,102,0
399,243,0
364,357,0
55,377,0
422,191,0
46,96,1
246,384,0
71,243,1
264,170,0
195,318,0
9,410,0
147,396,0
287,61,0
145,404,0
341,2,0
17,72,1
396,398,0
49,116,1
271,422,0
173,131,1
106,395,0
35,303,2
275,363,0
136,117,2
60,76,1
95,191,0
95,398,0
30,39,1
371,384,0
340,123,0
340,115,0
193,384,0
243,189,0
137,34,2
121,60,1
431,394,0
410,312,0
124,153,0
242,164,0
117,410,1
157,91,3
242,9,0
26,102,0
404,71,0
184,203,0
32,404,0
60,149,1
316,396,0
189,377,0
233,145,0
101,271,0
332,26,1
349,186,0
83,22,0
124,8,0
87,122,1
8,384,0
149,431,0
199,45,0
1384652,146270,0
377,230,0
414,369,0
242,193,0
42,225,0
198,395,0
34,194,0
219,58,2
269,340,0
257,1,0
1384652,35,1
152,395,0
49,189,0
2089740,122,2
232,78,0
259,145,0
188,305,0
312,206,1
63,395,0
257,145,1
44,373,0
312,285,0
101,123,0
36,410,0
369,22,0
341,149,0
198,225,0
92,77,0
358,243,0
39,372,0
287,371,0
277,232,0
214,152,0
230,431,0
123,5,0
410,145,0
50,143,1
377,216,0
275,122,0
316,271,0
396,238,0
123,117,0
204,266,0
149,277,1
60,204,2
44,232,0
377,61,0
410,357,0
402,417,0
50,81,0
302,159,0
399,189,0
39,25,2
48,161,0
147,198,0
205,146270,0
384,115,0
383,152,0
40,318,0
9,93,0
383,243,0
389,417,0
312,414,0
259,124,0
204,303,1
313,51,0
285,292,0
2,93,0
81,394,0
131,34,2
396,153,0
2,243,1
372,390,0
186,390,0
287,153,0
342,78,0
332,161,0
394,414,0
214,369,0
390,370,0
302,87,0
71,410,0
399,414,0
234,91,5
106,350,1
189,173,0
1384652,207,0
172,92,0
194,242,0
277,216,0
59,259,0
308,37,0
230,242,2
34,414,0
214,2089740,0
153,377,0
311,230,0
304,67,0
309844,277,0
246,17,1
37,402,0
332,93,0
116,271,0
157,414,0
224,9,0
46,357,0
194,50,0
246,152,0
78,96,0
49,136,2
308,85,0
232,225,0
72,227,1
101,121,1
303,313,0
410,399,0
267,431,0
216,8,0
40,173,1
342,308,0
340,22,0
25,101,0
1384652,417,0
45,230,0
371,372,0
131,266,1
26,85,0
115,131,0
153,304,0
257,30,0
83,372,0
81,39,0
8,224,0
307,46,1
5,205,1
143,207,0
434,49,0
371,377,0
76,100,1
316,280,0
2089740,8,1
399,121,0
170,106,2
26,146270,0
96,357,0
163,364,0
100,1384652,1
189,1,0
257,87,0
398,49,0
123,417,0
85,340,0
277,26,1
296,72,0
207,198,0
39,398,0
81,78,0
203,404,0
204,309844,0
163,37,0
198,307,1
131,277,0
396,312,0
302,307,1
205,85,0
311,203,0
50,36,1
40,271,0
122,100,0
25,243,0
399,30,0
395,101,0
1,271,0
17,8,0
234,304,1
219,428,0
146270,195,0
214,216,0
341,287,0
198,318,0
296,173,0
59,304,1
101,399,0
225,428,0
349,72,0
9,143,0
45,358,0
193,50,1
280,340,0
2,380,0
231,275,1
219,146270,0
414,292,0
46,186,0
173,383,1
55,373,2
136,287,0
203,1384652,1
106,122,3
384,161,0
152,389,0
243,340,0
277,342,0
257,384,0
199,246,1
40,389,0
117,280,0
48,377,1
36,328,0
44,92,0
390,266,0
431,200,0
369,153,0
224,184,0
72,83,1
377,1,0
161,96,0
163,71,1
136,370,0
214,61,0
389,8,0
145,78,0
363,161,0
115,275,0
8,184,0
428,417,0
311,318,0
71,67,0
396,373,0
85,87,1
131,40,2
230,58,2
122,13,0
384,81,0
78,40,1
399,50,0
414,51,0
277,349,0
123,259,0
33,350,1
40,214,1
1384652,396,0
390,372,0
266,428,0
102,371,0
404,192,0
44,303,0
58,111,4
369,414,0
370,96,0
230,1384652,1
342,44,0
78,417,0
2089740,198,1
304,395,0
100,219,0
37,51,1
363,204,0
35,313,0
410,121,0
257,373,0
214,59,0
163,280,0
372,49,0
373,316,1
207,96,0
101,189,0
152,234,0
115,309844,0
395,214,0
152,216,0
195,194,0
269,48,2
372,198,0
396,95,0
48,32,1
364,170,0
100,203,1
318,264,0
71,308,1
55,219,0
233,308,2
48,22,0
83,146270,0
86,2,0
189,266,0
377,145,0
35,380,0
207,59,0
285,22,0
30,204,0
149,373,1
49,71,1
92,259,0
32,296,0
307,17,2
313,271,0
305,194,0
307,313,1
170,305,0
275,216,0
86,242,0
83,163,0
164,60,0
117,271,0
106,316,0
145,296,0
285,172,0
377,246,0
303,60,1
26,238,0
194,307,1
342,55,0
259,257,0
383,373,2
17,13,2
305,102,0
42,422,0
117,152,1
238,302,0
384,219,0
35,44,0
204,311,0
25,242,0
302,85,0
234,26,0
34,380,1
121,17,1
146270,414,0
159,1384652,0
36,428,0
51,116,2
198,233,1
341,231,0
13,149,0
186,389,0
93,370,0
280,303,0
243,342,0
9,161,0
277,305,0
122,203,1
205,152,0
238,2089740,0
302,195,0
170,303,0
296,227,0
422,86,0
349,121,1
59,51,3
296,224,0
86,396,0
123,50,0
164,313,0
269,358,1
124,161,0
152,434,0
106,227,1
318,115,1
152,106,0
77,45,0
35,203,1
205,100,1
32,137,0
163,59,0
242,172,1
316,101,2
188,383,1
232,311,0
170,147,0
363,384,0
396,86,0
22,389,0
395,308,0
390,77,0
34,404,0
342,136,0
191,22,0
308,232,0
1384652,143,1
384,49,0
422,13,0
219,170,0
417,224,0
370,8,0
22,45,0
316,302,0
102,45,0
243,277,0
369,384,0
402,189,0
234,394,0
30,157,1
191,318,0
271,259,0
350,285,1
396,78,0
136,157,0
123,380,0
230,149,1
259,37,0
227,93,1
230,60,1
302,143,0
205,259,0
9,243,0
307,30,2
34,369,1
34,149,2
101,414,0
93,243,0
389,395,0
233,428,0
225,390,0
32,390,0
76,95,0
219,115,0
35,72,1
45,153,0
123,86,0
309844,136,0
121,55,1
269,396,0
17,287,0
55,26,1
390,161,0
71,37,1
342,305,0
230,224,0
123,242,0
35,102,0
434,149,1
296,246,0
81,311,0
434,398,0
170,46,0
147,357,0
232,58,1
149,363,0
303,219,0
72,48,1
17,194,2
373,269,0
157,350,1
384,312,0
205,246,1
199,214,0
35,157,0
349,383,1
390,5,0
383,342,0
216,124,0
96,216,0
396,44,0
206,173,1
313,161,0
200,224,0
224,45,0
231,394,0
364,402,0
275,95,0
373,131,2
369,342,0
71,198,2
35,394,0
267,85,0
36,224,0
216,58,1
116,50,4
266,55,1
152,305,0
188,204,1
77,91,3
267,2089740,0
26,206,1
164,266,0
5,311,0
189,59,0
149,100,1
115,373,0
58,106,4
51,37,1
30,372,2
271,398,0
115,96,0
172,34,1
394,61,0
312,219,0
34,50,1
39,371,0
296,1384652,0
417,95,0
159,170,0
275,34,1
259,398,0
285,102,0
72,384,0
308,77,0
48,358,0
46,143,1
78,152,0
203,124,0
36,204,0
238,267,0
33,1,0
328,172,0
22,238,0
225,115,0
8,131,0
192,61,2
404,399,0
227,72,1
116,206,2
121,364,0
26,311,0
161,170,0
63,350,0
296,316,0
111,380,1
143,396,0
200,58,3
5,92,0
292,328,1
186,194,0
188,121,1
17,358,0
50,234,0
111,311,0
36,206,0
124,357,0
340,200,3
214,328,0
287,188,0
35,372,0
106,49,0
307,92,3
224,259,0
332,341,0
364,58,0
369,146270,0
389,396,0
292,200,1
172,186,0
55,269,0
9,313,0
45,414,0
147,116,0
122,192,2
417,22,0
203,194,0
34,159,0
101,264,1
371,92,0
233,96,1
55,318,0
194,257,0
46,372,0
434,394,0
101,198,1
186,357,0
5,76,1
246,48,1
106,271,1
214,203,0
259,164,0
233,275,0
303,34,1
136,145,2
55,188,0
111,59,1
377,395,0
373,22,0
198,71,2
206,340,1
308,51,1
122,309844,1
30,307,2
198,271,0
340,227,1
1,161,0
318,71,1
116,318,1
402,149,1
45,49,0
194,146270,0
191,102,0
87,234,0
205,363,0
34,302,0
194,363,0
17,312,1
341,2089740,0
431,192,0
59,46,0
147,124,0
390,243,0
1384652,101,1
161,434,0
280,51,0
173,312,1
36,417,0
404,195,0
350,417,0
302,173,0
184,51,0
349,101,1
383,67,0
36,137,0
145,123,0
149,33,1
224,1,0
417,404,0
96,71,1
224,267,0
61,100,0
8,17,0
434,328,0
39,193,0
233,2089740,0
340,9,0
394,357,0
152,428,0
1384652,102,0
153,81,0
49,277,0
395,86,0
230,311,0
193,203,1
296,312,0
389,48,0
116,340,1
100,304,0
363,91,0
350,305,0
390,188,0
145,93,1
42,195,0
389,383,0
34,45,1
399,195,0
48,370,0
257,2,0
123,340,0
417,370,0
302,188,0
349,146270,0
77,238,0
269,285,0
332,434,0
428,312,0
304,308,0
85,153,0
194,311,0
72,91,5
81,1,0
100,357,0
25,214,1
292,145,0
227,231,1
85,285,0
147,311,0
106,30,1
371,189,0
101,422,1
143,8,0
389,200,0
106,203,0
311,234,0
242,369,0
224,363,0
77,51,0
206,78,0
39,42,0
153,83,0
13,269,1
78,257,0
186,184,0
93,434,0
193,124,0
363,410,0
232,399,0
340,5,1
78,159,0
302,264,0
198,8,0
39,40,2
225,116,1
9,137,0
157,267,1
305,191,0
246,404,0
83,188,1
243,358,0
85,78,1
203,81,0
205,25,1
371,195,1
48,349,1
95,224,0
153,30,1
398,92,0
124,83,0
259,219,0
8,234,1
184,267,0
302,304,0
117,26,2
164,224,0
71,373,1
198,311,0
264,50,0
9,170,0
44,219,0
380,383,2
198,51,1
232,137,0
192,390,0
377,146270,0
287,106,0
145,394,0
219,207,0
340,106,1
350,390,0
61,145,0
157,309844,1
77,275,2
192,206,0
205,32,0
96,189,0
304,206,0
189,216,0
192,313,0
431,39,0
318,399,0
380,275,0
227,328,1
358,101,0
159,26,0
50,152,1
372,350,1
153,309844,0
106,422,0
63,85,0
285,269,0
224,143,0
172,364,0
384,305,0
121,40,1
372,219,0
59,371,1
231,123,0
96,36,0
266,309844,0
34,51,4
48,371,0
410,189,0
81,227,0
414,318,0
364,172,0
257,269,1
8,55,0
44,328,0
304,410,0
78,383,0
106,117,1
44,369,0
316,296,0
191,173,0
206,390,0
410,230,0
304,122,1
59,5,0
91,93,3
198,9,0
271,106,1
238,292,0
100,189,0
37,369,0
225,271,0
173,373,1
36,13,0
1384652,269,3
76,358,0
13,100,0
259,58,0
380,40,0
48,188,0
85,275,0
328,131,0
143,157,0
399,389,0
17,296,0
233,81,0
159,87,0
45,224,0
122,8,0
39,259,0
49,312,1
37,137,1
96,349,1
287,332,0
145,59,1
149,318,0
434,72,0
316,285,0
380,36,0
402,369,1
8,271,0
296,25,0
91,371,2
243,184,0
39,102,0
195,203,0
143,216,0
86,137,1
225,152,0
257,232,0
72,200,3
431,399,0
58,93,2
83,271,0
302,198,0
42,230,0
198,377,0
267,35,1
246,147,0
332,149,0
341,390,0
219,304,0
40,76,1
102,85,0
147,111,0
364,8,0
364,309844,0
219,8,0
269,159,0
9,117,2
204,318,1
316,358,0
96,9,0
72,2089740,1
164,422,0
58,123,2
257,1384652,0
266,122,0
102,76,0
131,390,0
63,246,0
172,147,0
55,149,3
399,305,0
131,203,2
78,49,0
60,434,0
115,395,0
302,78,0
111,431,0
121,304,0
67,192,1
269,199,0
2089740,199,1
292,199,1
86,434,0
292,280,0
117,55,1
157,121,0
55,332,0
122,389,0
396,61,0
428,33,0
194,61,0
296,77,0
161,44,0
199,264,0
257,122,0
390,189,0
308,91,1
161,152,0
189,161,0
95,238,0
34,203,1
100,85,0
137,225,0
115,369,0
72,328,0
275,233,0
61,349,0
214,22,0
357,414,0
389,143,0
341,377,0
143,85,0
40,399,0
372,101,0
58,394,1
414,124,0
61,395,0
71,363,0
434,207,0
101,404,0
204,238,0
318,384,0
350,204,0
67,49,0
287,35,0
46,172,1
9,101,0
30,78,1
25,58,5
332,30,1
341,40,0
36,121,0
2089740,100,0
280,285,0
371,373,1
404,78,0
111,341,0
308,193,0
395,377,0
332,122,1
61,422,0
422,230,0
92,207,1
44,358,0
313,277,0
186,380,1
373,399,0
77,308,0
33,86,0
389,96,0
58,363,0
264,227,0
87,230,0
318,304,0
44,9,0
32,172,0
22,173,0
115,100,0
44,49,0
390,59,0
219,396,0
233,395,0
231,42,0
214,303,0
5,417,0
257,55,0
194,204,1
163,32,0
115,198,0
55,216,1
9,8,0
164,58,0
164,30,0
216,51,0
195,55,0
271,349,0
192,77,0
309844,390,0
106,161,0
102,216,0
305,271,0
309844,8,0
259,184,0
34,264,2
285,383,0
275,414,0
34,266,1
143,2089740,0
37,161,0
287,271,0
340,189,0
194,266,0
93,316,1
96,233,1
186,163,0
311,287,0
307,357,0
191,93,0
83,30,3
59,49,0
106,136,1
30,231,2
410,370,0
184,115,0
1,219,0
115,311,0
383,349,1
59,170,0
95,394,0
87,51,0
402,234,0
96,358,1
373,309844,0
85,26,0
146270,1384652,0
157,259,0
136,410,0
77,1384652,1
269,63,0
51,312,1
106,93,0
81,86,0
414,194,0
383,35,2
305,349,0
170,78,0
292,238,0
292,122,0
93,9,0
170,22,0
394,117,0
383,153,0
234,143,0
184,243,0
48,308,2
93,259,0
216,13,0
78,231,0
161,232,0
257,292,0
172,33,0
198,428,0
287,48,0
143,60,1
434,275,0
434,48,0
199,304,0
32,93,0
67,267,1
246,13,0
341,32,0
145,203,0
312,238,0
96,49,1
308,117,1
58,280,0
192,404,0
384,332,0
242,399,0
44,372,0
1384652,37,0
380,101,0
145,71,0
86,2089740,0
227,2089740,0
46,369,1
188,2089740,1
46,78,0
231,1384652,1
395,332,0
143,22,0
194,384,0
37,199,0
136,363,0
72,280,0
184,22,0
161,192,0
216,303,0
246,316,2
100,172,1
116,30,2
219,50,0
200,302,0
417,170,0
55,34,1
313,55,0
389,224,0
234,44,1
287,163,0
81,93,1
91,390,0
58,50,3
227,246,1
428,394,0
170,2089740,1
232,8,0
147,188,1
39,302,0
340,95,0
149,404,0
328,357,0
123,383,0
243,34,0
349,1,1
318,369,0
309844,87,1
305,188,0
390,173,0
55,422,0
36,340,0
275,85,0
81,234,0
152,2089740,0
370,1384652,0
349,308,1
194,63,0
308,238,0
83,316,1
373,390,0
95,350,1
204,49,0
285,342,0
35,398,0
380,13,0
86,316,0
59,60,1
206,267,2
146270,184,0
225,307,2
1,121,1
304,390,0
122,137,1
87,159,0
318,121,0
93,67,0
51,95,0
51,207,0
363,87,0
194,389,1
76,45,0
63,302,0
46,81,0
304,230,1
143,63,0
373,207,0
163,96,0
36,152,1
95,111,0
264,207,0
350,184,0
131,172,1
121,157,0
302,116,2
370,200,0
305,296,0
225,373,0
312,36,0
357,271,0
216,332,1
93,106,0
33,17,0
257,328,0
232,36,0
60,194,0
422,42,0
121,341,0
9,266,0
101,232,1
111,246,1
48,143,1
332,307,2
161,380,0
44,86,0
363,307,0
1,296,0
303,280,0
302,83,0
267,124,0
87,184,0
40,191,1
242,106,0
58,55,3
76,390,0
216,428,0
147,42,0
17,395,0
37,231,0
164,410,0
398,136,0
383,42,0
67,48,0
188,189,0
48,163,0
364,396,0
371,230,0
184,78,0
159,92,0
402,34,2
404,1384652,0
207,214,0
307,147,1
100,76,1
92,394,1
86,184,0
188,143,0
269,275,0
22,1384652,0
131,101,2
434,399,0
390,194,0
377,399,0
296,26,0
340,287,0
95,152,0
131,373,2
143,39,1
309844,234,0
304,100,0
398,285,0
153,287,0
184,161,0
186,312,0
83,81,0
77,184,0
246,137,1
193,184,0
271,231,0
95,102,0
92,417,0
72,271,0
77,340,0
2089740,246,0
199,238,0
194,192,1
50,60,1
394,188,0
22,145,0
198,328,0
76,341,0
203,316,1
95,395,0
188,264,1
399,371,0
341,111,0
172,137,1
173,332,0
285,231,0
380,224,0
417,309844,0
266,399,0
332,384,0
264,76,0
363,206,0
332,350,0
137,380,1
396,106,0
233,203,2
117,309844,0
280,404,0
193,48,0
81,71,0
308,207,0
192,384,0
313,280,0
341,1,0
186,200,0
149,157,1
124,383,0
402,152,0
101,42,0
86,266,0
396,5,0
17,32,0
390,91,0
193,157,1
308,83,1
234,116,1
390,45,0
434,377,1
40,48,2
17,230,2
198,124,0
121,115,0
26,207,0
93,34,3
377,280,0
35,233,1
17,304,0
390,207,0
349,85,0
189,363,0
170,87,1
5,91,1
267,232,0
296,199,0
269,271,0
173,92,0
9,259,0
22,136,0
205,124,0
111,34,3
149,2089740,0
224,32,0
184,188,0
358,170,1
280,87,0
106,101,1
384,149,0
394,402,0
384,358,0
311,78,0
227,309844,0
303,271,0
61,200,2
238,42,0
46,145,0
61,428,0
2089740,192,2
227,277,0
233,143,1
30,363,0
332,9,0
143,309844,0
123,61,0
195,26,0
264,8,0
96,203,1
316,26,1
303,48,1
188,39,0
58,199,2
242,230,2
231,131,1
186,207,0
44,117,0
399,83,0
350,369,1
22,93,0
117,115,1
395,313,0
26,417,0
184,399,0
61,67,0
46,399,0
309844,200,0
124,242,0
389,332,0
224,264,0
216,384,0
164,117,0
277,149,1
206,22,0
312,198,1
35,309844,0
394,22,0
259,96,0
195,205,1
149,143,1
72,198,0
49,372,0
25,316,0
78,399,0
51,188,2
91,106,7
328,116,0
285,152,0
48,332,0
188,275,0
51,389,0
152,266,0
76,39,1
309844,192,0
292,402,1
340,71,2
59,287,1
350,189,0
49,216,1
414,341,0
305,267,0
233,2,1
67,303,0
59,161,0
37,81,1
159,1,0
390,30,0
146270,389,0
363,115,0
26,121,1
85,194,0
205,30,1
2089740,102,0
2089740,417,0
71,102,0
199,230,1
46,312,1
96,399,0
277,61,0
414,390,0
191,264,0
143,206,1
33,304,1
303,189,0
9,280,0
58,383,6
152,67,0
238,363,0
341,123,0
302,395,0
143,404,0
214,25,1
431,61,0
428,238,0
206,364,0
45,380,0
30,266,1
350,2089740,0
102,227,1
342,264,0
380,26,0
95,51,0
37,121,0
1,371,1
243,122,0
83,230,0
318,186,0
8,410,0
60,242,0
358,395,0
13,93,0
384,91,0
34,59,4
242,194,0
332,76,0
328,71,0
414,1384652,0
85,398,0
203,370,0
402,124,0
159,115,0
40,49,2
350,63,0
434,136,0
257,414,0
370,42,0
373,396,0
328,198,0
58,30,2
216,309844,1
25,153,0
342,22,0
33,232,0
184,101,0
191,214,1
203,101,1
341,349,0
170,242,0
280,36,0
159,55,0
147,271,0
83,124,0
157,93,0
231,277,0
422,164,0
81,22,0
357,124,0
92,161,0
35,25,1
67,77,0
22,95,0
328,2089740,0
186,157,1
357,350,0
232,39,0
192,102,0
61,63,1
417,363,0
35,78,0
246,186,0
67,146270,0
192,146270,0
410,92,0
363,60,0
106,170,2
101,34,2
95,136,0
200,60,2
145,269,1
349,34,1
55,161,0
