u,v,AA
1228206,1042,0.0
224,219,0.0
952,1337,0.0
305,39,0.0
5,666,0.0
83,804,0.0
115,1037,0.0
198,292,0.0
1078,204,0.0
1192,889,0.0
507,645,0.0
685,423,0.0
1104,1174,0.0
507,1271,0.0
326,31505,0.16666666666666666
318,738,0.0
631,75,0.0
150,834,0.0
259,580,0.0
2089740,322,0.0
231,1124,0.0
731,699,0.0
59,985,0.0
961,1265,0.0
1293,1318,0.0
75,224,0.0
796,1192,0.0
966,527,0.0
810,563,0.0
507,1265,0.0
999,1339,0.0
1100,39,0.0
685,195,0.0
1338,22,0.0
811,999,0.0
257,795,0.0
60,238,0.0
46,233,0.0
95,1179,0.0
886,614,0.0
448,1368,0.0
917,525,0.0
718,149,0.03125
1108,1025,0.0
337,886,0.0
1193,486,0.0
381,578,0.0
699,837,0.08333333333333333
708,337,0.03125
224,567,0.0
748,837,0.0
543,1185,0.045454545454545456
672,886,0.0
194,730,0.0
143,1075,0.0
931,475,0.0
922,373,0.0
1339,493,0.047619047619047616
731,916,0.0
897,804,0.0
1030,1060,0.0
943,1370,0.0
614,1291,0.0
312,565,0.0
1344,186,0.0
534,195,0.0
519,791,0.0
742,627,0.0
178,430,0.0
1227,95,0.0
446,522,0.0
736,982,0.0
247,447,0.0
814,1013,0.0
588,247,0.0
931,588,0.0
527,758,0.0
22,349,0.0
551,117,0.0
1179,1037,0.0
1169,999,0.0
428190,93,0.0
419,1338,0.0
9,1075,0.0
699,646,0.0
311,259,0.0
1220,1146,0.10368663594470046
1228,33,0.0
942,93,0.0
1975282,188,0.0
1199,940,0.0
999,377,0.0
122,157,0.0
685,437,0.0
150,1190,0.0
1228206,288,0.0
1108,525,0.0
1228206,71,0.0
361,437,0.0
116,115,0.0
748,745,0.0
792,72,0.0
1233,1228206,0.0
224,727,0.09090909090909091
916,685,0.0
1291,1341,0.0
95,423,0.0
1227,572,0.06666666666666667
1108,1078,0.05555555555555555
58,999,0.0
568,889,0.0
1219,1147,0.0
522,1111,0.0
479,1256,0.0
179,406,0.025
209,30,0.0
123,1338,0.0
122,763,0.025
99,268,0.0
916,912,0.0
1000,203,0.0
233,680,0.07886904761904762
322,853,0.0
194,448,0.0
1010,1356,0.0
1195,985,0.0
370,714,0.0
430,837,0.0
645,1190,0.0
430,318,0.0
1389,1061,0.0
22,1026,0.0
974,33,0.0
571,202,0.14444444444444443
779,1247,0.0
75,751,0.0
1293,35,0.0
64,25,0.0
163,615,0.0
311,1344,0.0
982,419,0.08187134502923976
49,242,0.0
936,954,0.0
17,1389,0.0
39,825,0.0
275,1194,0.023255813953488372
672,522,0.0
1347,1016,0.0
1208,483,0.0
447,547,0.0
785,204,0.0
1297,1309,0.0
914,162,0.0
1146,1975282,0.07142857142857142
811,137,0.0
1065,380,0.05555555555555555
697,648,0.0
71,648,0.0
547,1195,0.0
205,372,0.12631578947368421
58,1000,0.1
784,1220,0.1
72,1025,0.0
837,370,0.0
275,96,0.0
571,518,0.03333333333333333
188,1144,0.0
831,1367,0.0
708,225,0.03125
655,245,0.0
551,157,0.0
479,914,0.0
483,430,0.0
242,1178,0.0
1389,71,0.0
40,889,0.0
35,685,0.0
1266,117,0.0
259,186,0.0
551,257,0.0
888,788,0.0
439,2759376,0.0
2089740,1142,0.0
838,547,0.0
832,1318,0.08513931888544891
58,77,0.0
288,428190,0.058823529411764705
961,266,0.0
234,1048,0.0
381,699,0.0
1048,507,0.0
91,285,0.07248157248157248
745,231,0.0
567,1,0.0
1065,1337,0.0
349,1271,0.0
1175,722,0.14285714285714285
447,2089740,0.0
547,1975282,0.1
572,39,0.0
708,373,0.0
414,96,0.0
804,738,0.0
361,364,0.0
922,46,0.0
888,1100,0.0
699,966,0.0
40,942,0.0
99,361,0.0
832,522,0.0
117,1154,0.0
242,893,0.0
966,39,0.0
234,765,0.08333333333333333
459,987,0.10395010395010396
1254,1309,0.0
242,288,0.0
727,373,0.0625
987,1042,0.09090909090909091
914,380,0.0
198,1247,0.0
430,209,0.0
296,722,0.0
202,536,0.0
224,1000,0.0
741,779,0.0
1190,804,0.0
1297,742,0.0
116,446,0.0
1293,1063,0.0
893,1334,0.0
439,1314,0.0
219,1026,0.0
832,893,0.23333333333333334
230,788,0.0
672,1025,0.0
298,917,0.0
1368,1223,0.0
1297,157,0.0
1061,326,0.0
277,745,0.0
22,837,0.0
230,1037,0.0
5,834,0.0
369,203,0.0
966,1048,0.0
93,304,0.0
232,838,0.0
1338,519,0.0
163,31505,0.0
188,202,0.0
157,296,0.0
1220,699,0.14166666666666666
1065,1389,0.0
974,1322,0.0
49,1368,0.0
905,853,0.0625
1190,1366,0.0
1256,35,0.0
831,400,0.0
1124,1341,0.0
381,266,0.0
1310,1169,0.0
791,1142,0.0
194,791,0.0
1108,722,0.0
224,1124,0.0
751,298,0.125
573,1367,0.0
580,886,0.0
779,123,0.0
266,428190,0.0
17,2089740,0.0
1175,985,0.0
342,614,0.034482758620689655
33,277,0.0625
1341,811,0.0
1075,381,0.0
784,1175,0.0
1175,810,0.0
1358,400,0.0
486,136,0.0
954,350,0.0
5,439,0.023255813953488372
349,150,0.0
1356,392,0.0
922,1199,0.0
863,9,0.0
121,940,0.0
188,312,0.0
234,298,0.0
1065,304,0.0
1343,349,0.0
927,479,0.0
136,727,0.0
961,1111,0.0
897,406,0.0
872,733,0.0
9,1311,0.0
1367,447,0.0
447,1065,0.0
439,429,0.0
51,522,0.125
666,342,0.0
1219,1069,0.0
1013,1347,0.0
1227,940,0.0
1175,195,0.0
731,377,0.0
1100,296,0.041666666666666664
1256,1322,0.0
912,117,0.0
1338,1265,0.0
666,716,0.0
1219,267,0.023255813953488372
489,277,0.025
1266,99,0.0
1344,1075,0.0
446,615,0.0
93,567,0.0
486,219,0.0
733,39,0.0
1142,92,0.0
718,288,0.0
1014,234,0.07142857142857142
770,942,0.0
317,234,0.0
317,527,0.0
714,285,0.0
1108,541,0.0
179,224,0.0
1100,58,0.0
149,266,0.0
767,1389,0.0
1228206,275,0.023255813953488372
383,1356,0.041666666666666664
636,39,0.0
1256,588,0.0
136,35,0.0
507,245,0.0
83,1322,0.0
968,543,0.0
25,337,0.0
1060,238,0.0
551,400,0.0
1014,370,0.0
448,1013,0.0
448,1366,0.0
731,322,0.0
917,922,0.0
1367,170,0.0
150,740,0.0
1389,708,0.0
1223,383,0.058823529411764705
55,179,0.0
803,784,0.0
232,987,0.0
247,637,0.0
999,1026,0.0
897,722,0.0
292,1146,0.0
2089740,730,0.0
782,257,0.0
1975282,83,0.0
1043,556,0.0
655,1309,0.0
186,1013,0.0
893,952,0.0
1219,394,0.0
1322,770,0.0
770,507,0.0
55,788,0.0
765,580,0.0
12081,194,0.0
831,1174,0.0
1026,886,0.0
1238,615,0.0
1063,233,0.03125
872,1368,0.0
940,993,0.0
96,337,0.0
369,22,0.0
2089740,914,0.0
1063,697,0.0
952,1069,0.0
363,905,0.0
373,519,0.0
968,838,0.0
813,1366,0.0
886,1228206,0.0
853,202,0.0
1174,897,0.0
534,1227,0.0
1026,447,0.0
1014,755,0.0
195,178,0.0
194,58,0.0
853,184,0.0
645,1247,0.0
522,1000,0.0
448,486,0.0
755,942,0.0
512,12081,0.0
1233,568,0.0
814,205,0.0
803,205,0.0
1346,999,0.0
40,1297,0.0
428190,12081,0.0
927,853,0.0
178,518,0.05263157894736842
1084,381,0.07692307692307693
940,33,0.0
942,1228206,0.0
863,1042,0.0
1271,1223,0.0
1195,224,0.0
655,357,0.0
219,853,0.0
755,1389,0.0
567,12081,0.06666666666666667
361,615,0.0
922,337,0.0
77,25,0.0
257,1233,0.0
1174,302,0.0
61,580,0.025
811,231,0.0
373,1026,0.0
27687,1368,0.0
1077,1219,0.0
235,1111,0.0
1334,968,0.0
797,942,0.0
1311,163,0.0
1245,1179,0.0
803,58,0.0
1310,842,0.0
318,672,0.0
377,648,0.034482758620689655
276,1346,0.0
785,1344,0.0
77,83,0.0
292,588,0.0
179,999,0.0
1392,459,0.0
699,551,0.0
685,170,0.0
751,1,0.0
475,1284,0.0
423,428190,0.0
396,75,0.058823529411764705
207,1,0.0
940,1276,0.0
657,109,0.0
2089740,863,0.0
337,109,0.0
396,987,0.037037037037037035
714,1026,0.0
99,428190,0.0
748,361,0.0
493,232,0.03333333333333333
1016,1389,0.0
12081,1043,0.0
1014,274,0.0
17,419,0.1
96,1061,0.0
304,342,0.0
1174,631,0.0
163,245,0.0
927,838,0.0
541,26,0.0
838,1311,0.0
195,341,0.0
1975282,993,0.023255813953488372
268,429,0.0
886,765,0.0
363,493,0.0
396,232,0.0
137,2759376,0.0
188,1322,0.0
954,1213,0.0
1057,1318,0.0
257,380,0.09166666666666667
31505,296,0.11858974358974358
797,400,0.0
738,751,0.0
51,1122,0.0
1356,292,0.0
305,302,0.0
863,888,0.0
275,897,0.0
163,64,0.0
1109,1370,0.0
863,1367,0.0
117,1271,0.0
1169,5,0.0
1341,1016,0.0
170,615,0.0
541,341,0.0
392,637,0.0
364,406,0.0
1122,619,0.0
1334,832,0.0
1384652,238,0.0
785,198,0.0
230,637,0.16666666666666666
22,357,0.0
580,116,0.1
770,391,0.0
837,751,0.0
1334,936,0.0
25,1084,0.0
745,150,0.0
2759376,391,0.034482758620689655
1075,1338,0.0
5,755,0.0
35,672,0.0
123,1050,0.0
982,72,0.0
242,318,0.0
512,232,0.0
164,1356,0.0
1366,25,0.0
1061,646,0.0
51,109,0.0
447,58,0.0
274,751,0.0
611,447,0.0
1111,296,0.07692307692307693
232,966,0.0
736,77,0.0
627,810,0.0
912,853,0.0
1075,573,0.0
893,572,0.041666666666666664
993,1043,0.0
527,184,0.0
164,680,0.0
137,207,0.0
1213,731,0.0
235,1100,0.0
1223,1,0.0
326,186,0.0
1346,493,0.0
572,1271,0.023255813953488372
1178,268,0.0
931,804,0.0
479,1284,0.0
1343,475,0.041666666666666664
767,1322,0.0
350,1057,0.0
627,115,0.0
1276,225,0.0
1247,404,0.0
224,571,0.0
1334,341,0.0
242,40,0.0
92,363,0.0
1368,1025,0.0
92,733,0.0
968,136,0.0
551,40,0.0
637,483,0.0
195,207,0.0
233,803,0.0
872,49,0.05827702702702703
834,922,0.0
200,917,0.0
1297,803,0.0
985,740,0.0
277,1144,0.10888157894736841
1384652,486,0.0
423,805,0.03125
77,202,0.0
708,259,0.0
481,627,0.0
92,588,0.0
25,1368,0.0
730,631,0.125
534,489,0.0
1108,572,0.0
1146,432,0.0
369,853,0.0
55,1238,0.0
143,648,0.0
2759376,341,0.0
205,109,0.0
648,631,0.0
1010,1063,0.0
985,745,0.0
1227,235,0.0
1178,619,0.0
267,886,0.0
1228,13,0.0
1309,697,0.0
733,888,0.0
837,198,0.08333333333333333
49,1219,0.0
429,33,0.058823529411764705
1254,150,0.0
889,1104,0.0
1069,889,0.03333333333333333
1190,785,0.023255813953488372
700,400,0.0
1368,897,0.0
304,536,0.0
2089740,219,0.0
1208,916,0.0
341,188,0.0
27687,109,0.0
259,275,0.0
1075,64,0.037037037037037035
149,448,0.0
1144,797,0.03125
1077,1367,0.0
742,810,0.0
831,59,0.0
391,770,0.0
832,170,0.0
40,439,0.0
338,1356,0.0
1094,940,0.0
1190,414,0.1497326203208556
242,296,0.0
891,889,0.0
718,245,0.0
1122,1238,0.0
536,1228,0.0
1142,377,0.0
889,122,0.0
2090742,611,0.0
369,1195,0.0
1065,1347,0.0
429,149,0.0
1104,1199,0.0
736,75,0.0
164,748,0.0
170,123,0.0
1154,202,0.0
716,149,0.0
1358,25,0.0
737,672,0.0
92,1238,0.0
49,748,0.0
406,1124,0.0
1053,863,0.0
1030,905,0.07588739290085679
779,179,0.0
1065,525,0.0
1100,317,0.0
1309,318,0.0
75,150,0.0
285,380,0.045454545454545456
338,968,0.0
150,1048,0.025
235,927,0.0
207,1220,0.0
116,58,0.0
391,716,0.0
1169,46,0.0
1358,432,0.0
853,525,0.0
30,377,0.0
486,1192,0.0
512,266,0.0
1037,372,0.125
318,1185,0.0
740,588,0.0
312,804,0.0
71,863,0.0
194,1346,0.16666666666666666
238,203,0.0
406,1227,0.0
338,887,0.0
825,755,0.0
428190,391,0.0
1337,1975282,0.0
770,940,0.0
238,563,0.0
149,547,0.0
1276,1013,0.0
785,655,0.0
1043,235,0.0
1199,35,0.0
93,1341,0.0
483,1247,0.0
58,1311,0.0
578,1228206,0.0
887,737,0.0
238,72,0.041666666666666664
17,380,0.025
312,350,0.0
419,1384652,0.0
637,853,0.0625
1060,831,0.0
525,483,0.0
311,163,0.0
891,813,0.0
99,235,0.0
578,437,0.0
922,917,0.0
1204,1065,0.05263157894736842
163,268,0.0
2090742,481,0.0
547,914,0.0
700,259,0.0
1276,2089740,0.0
1109,1124,0.0
1356,93,0.0
481,1075,0.0
136,1213,0.0
1293,312,0.0
912,276,0.0
259,447,0.0
179,373,0.0
99,1169,0.0
35,1124,0.0
311,631,0.0
1213,917,0.0
1367,1293,0.0
276,1000,0.0
755,1084,0.03125
1223,936,0.0
1060,522,0.0
922,814,0.0
834,318,0.0
266,200,0.0
1109,968,0.023255813953488372
266,541,0.0
186,738,0.0
203,1037,0.0
404,60,0.0
765,2089740,0.0
30,302,0.0
247,25,0.0
83,982,0.0
12081,1094,0.0
1975282,302,0.0
1142,400,0.0
116,1366,0.06573275862068965
1175,234,0.07142857142857142
92,430,0.0
1228206,1193,0.0
572,940,0.0
588,697,0.0
1392,568,0.0
863,916,0.0
137,164,0.0
1975282,1317,0.0
163,1343,0.0
1169,1147,0.1111111111111111
758,578,0.0
1317,122,0.0
150,1025,0.0
985,121,0.0
1975282,685,0.0
242,247,0.0
93,927,0.0
588,912,0.0
1050,285,0.0
1247,1175,0.0
927,247,0.0
791,71,0.0625
741,680,0.0
733,1311,0.0
318,993,0.0
1048,203,0.0
758,71,0.0
940,1271,0.0
1271,137,0.0
207,157,0.0
1356,394,0.0
377,611,0.0
803,430,0.0
486,893,0.0
1370,813,0.0
1318,636,0.0
755,369,0.06666666666666667
718,121,0.0
143,811,0.0
209,489,0.0
292,900,0.0
1245,1084,0.0
235,2089740,0.0
198,1318,0.0
257,61,0.025
372,1227,0.0
446,825,0.0
891,59,0.0
277,797,0.03125
302,571,0.0
943,905,0.0
1108,428190,0.0
1193,1122,0.0
198,708,0.0
999,22,0.0
974,943,0.0
459,700,0.0
224,831,0.0
116,1042,0.0
810,838,0.0
423,317,0.0
17,543,0.0
429,163,0.0
288,483,0.0
1238,936,0.0
782,1077,0.0
917,714,0.0
184,1037,0.0
1185,1297,0.0
247,22,0.25
982,572,0.023255813953488372
2759376,968,0.0
296,736,0.0
1108,758,0.0
966,567,0.0
534,1322,0.0
1208,209,0.0
942,1276,0.0
685,288,0.03225806451612903
437,886,0.0
1297,391,0.0
447,12081,0.0
91,1284,0.02702702702702703
534,730,0.0
922,428190,0.0
966,326,0.0
22,277,0.0
203,1175,0.0
742,380,0.15625
372,25,0.0
235,137,0.0
722,897,0.0
1322,361,0.0
60,143,0.0
551,75,0.0
1057,486,0.0
92,1254,0.0
1053,372,0.16666666666666666
202,1,0.0
361,99,0.0
666,30,0.0
318,770,0.0
810,1078,0.0
731,522,0.0
9,338,0.0
136,1249,0.0
447,1179,0.0
121,235,0.0
1346,274,0.0
194,708,0.041666666666666664
1030,75,0.0
26,55,0.0
96,242,0.0
1,179,0.0
853,364,0.0
116,238,0.0
968,522,0.0
326,203,0.12454212454212454
811,1078,0.0
740,708,0.0
296,414,0.0
922,1053,0.0
1065,305,0.0
1048,785,0.0
61,305,0.0
1025,404,0.09090909090909091
202,922,0.0
493,588,0.0
791,872,0.3333333333333333
35,765,0.0
219,1341,0.0
952,731,0.0
872,785,0.0
394,235,0.0
900,982,0.0
745,792,0.0
1344,814,0.0
200,666,0.0
13,543,0.0
121,931,0.0
143,372,0.0
1265,522,0.0
1109,985,0.0
804,136,0.0
200,71,0.0
338,33,0.0
459,232,0.1
71,916,0.0
380,512,0.0
927,1100,0.0
565,31505,0.18434343434343434
525,748,0.0
137,30,0.0
748,568,0.0
99,954,0.0
738,731,0.0
1314,92,0.0
1124,1179,0.0
233,326,0.047619047619047616
1297,1276,0.0
288,567,0.045454545454545456
1339,1228,0.0
109,392,0.0
985,116,0.2
1341,447,0.0
730,5,0.0
580,149,0.22325581395348837
71,568,0.0
1392,59,0.0
1339,39,0.0
1291,1026,0.0
1366,627,0.0
758,475,0.0
1233,943,0.0
51,406,0.0
247,170,0.0
727,1975282,0.0
897,680,0.0
912,430,0.0
186,123,0.0
317,825,0.0
396,259,0.0
481,357,0.0
716,1208,0.0
428190,322,0.10049019607843138
170,999,0.0
2089740,758,0.0
40,565,0.0
64,722,0.37037037037037035
483,404,0.0
917,1339,0.0
406,1053,0.0
657,912,0.0
1293,428190,0.0
2090742,322,0.0
305,121,0.0
657,708,0.0
75,157,0.0
267,489,0.0
369,381,0.0
1035,238,0.0
1223,116,0.0
238,122,0.39215686274509803
1256,525,0.0
804,414,0.0
423,727,0.0
536,863,0.0
813,1276,0.0
740,1249,0.0
614,396,0.034482758620689655
1392,627,0.0
305,429,0.058823529411764705
363,394,0.0
423,439,0.0
17,942,0.0
247,551,0.0
317,13,0.0
1000,350,0.0
1219,917,0.125
1,448,0.0
1142,838,0.0
493,26,0.0
93,1366,0.0
136,296,0.0
398,796,0.0
486,1100,0.0
170,1043,0.0
225,1048,0.0
75,12081,0.0
1193,276,0.0
936,361,0.0
519,527,0.0
810,1347,0.06666666666666667
370,891,0.0
1228206,1227,0.0
966,797,0.0
486,1194,0.023255813953488372
12081,361,0.0
727,931,0.0
1384652,627,0.0
785,1266,0.023255813953488372
5,285,0.02702702702702703
1341,257,0.0
302,1065,0.0
400,448,0.0
834,611,0.0
46,51,0.0
1337,72,0.0
414,831,0.0
1,813,0.0
22,437,0.0
588,863,0.0
1142,1975282,0.0
748,150,0.0
785,137,0.0
745,1265,0.03225806451612903
184,1318,0.0
645,116,0.0
791,219,0.0
96,912,0.0
5,429,0.0
960,479,0.0
1154,645,0.0
1104,810,0.047619047619047616
685,974,0.0
232,737,0.0
718,1192,0.0
563,527,0.0
372,49,0.08459281650071124
1271,803,0.0
1343,927,0.0
1291,1124,0.0
842,448,0.0
292,1061,0.0
304,1013,0.0
392,419,0.0
751,1384652,0.0
631,788,0.0
357,942,0.09090909090909091
115,1220,0.12316715542521994
377,170,0.0
2759376,1247,0.0
1384652,1000,0.0
446,1343,0.0
430,527,0.0
541,170,0.0
627,1356,0.0
985,406,0.0
406,1266,0.0
627,475,0.0
383,619,0.0
322,162,0.0
627,17,0.0
811,889,0.0
968,1322,0.0
1030,1291,0.0
377,459,0.02702702702702703
33,1199,0.0
157,429,0.058823529411764705
483,834,0.0
372,1142,0.0
361,1025,0.0
96,311,0.0
149,551,0.0
1016,672,0.0
109,1104,0.0
982,27687,0.0
1338,370,0.0
1314,730,0.0
1174,666,0.0
578,1146,0.0
968,1179,0.0
796,646,0.0
1014,792,0.0
1042,804,0.0
123,993,0.0
322,285,0.0
404,1100,0.09090909090909091
1247,966,0.0
91,322,0.041666666666666664
298,900,0.0
186,61,0.0
357,897,0.0
714,863,0.0
404,157,0.0
1220,960,0.0502828409805154
1392,1366,0.0
567,203,0.0
121,1077,0.0
1266,611,0.0
563,968,0.0
810,326,0.0
266,30,0.0
475,731,0.0
17,31505,0.0
813,219,0.0
1147,394,0.047619047619047616
483,1094,0.0625
900,164,0.0
1179,93,0.0
900,1147,0.1111111111111111
891,748,0.0
381,748,0.07142857142857142
727,1245,0.0
738,1245,0.0
9,1317,0.0
448,1356,0.0
1318,369,0.0
1195,627,0.0
170,404,0.0
259,900,0.0
338,1366,0.0
931,1175,0.0
479,2089740,0.0
123,164,0.0
93,943,0.0
383,872,0.10373157248157248
373,646,0.0
646,960,0.037037037037037035
1199,648,0.0
522,25,0.0
788,383,0.0
1109,304,0.0
784,563,0.0
872,1147,0.0
350,588,0.0
481,479,0.0
1146,9,0.0
364,93,0.0
534,12081,0.0
419,238,0.0
672,12081,0.0
1122,1111,0.0
512,1233,0.0
195,714,0.0
276,563,0.0
1077,1179,0.0
1111,224,0.0
245,905,0.0
122,1358,0.0
99,1179,0.0
22,1053,0.0
519,224,0.0
91,93,0.0
276,831,0.0
738,209,0.0
655,483,0.0
235,1284,0.0
337,302,0.0
143,49,0.0
266,96,0.0
25,163,0.0
1013,257,0.0
439,1000,0.0
522,811,0.0
1042,646,0.0
1111,1050,0.0
419,507,0.1
1190,338,0.0
194,1144,0.041666666666666664
91,446,0.037037037037037035
518,1030,0.05263157894736842
232,714,0.0
627,791,0.0
1392,541,0.0
891,123,0.0
61,186,0.0
580,486,0.023255813953488372
742,1249,0.0
788,716,0.0
164,13,0.0
1026,268,0.041666666666666664
731,737,0.0
1254,1368,0.0
700,551,0.0
765,842,0.0
927,423,0.0
917,122,0.2777777777777778
26,697,0.0
1347,224,0.0
636,394,0.0
373,1367,0.0
541,730,0.0
394,588,0.0
35,567,0.06666666666666667
1392,12081,0.0
797,748,0.07142857142857142
556,952,0.0
1037,1266,0.0
162,792,0.0
1356,178,0.0
242,404,0.0
58,1309,0.0
1322,58,0.0
267,646,0.0
1199,489,0.0
186,2090742,0.0
1111,404,0.0
276,1317,0.0
483,748,0.0
900,943,0.0
318,985,0.0
1169,897,0.0
2089740,238,0.0
1256,1370,0.0
1245,758,0.0
326,813,0.0
311,1053,0.041666666666666664
648,448,0.0
1014,394,0.0
61,381,0.17692307692307693
61,1025,0.0
292,1370,0.0
1339,257,0.0
782,342,0.03333333333333333
900,912,0.0
1016,349,0.0
1077,1208,0.0
804,993,0.0
811,1338,0.0
1069,1223,0.0
987,64,0.11396011396011396
741,486,0.0
685,186,0.0
91,1146,0.0
414,341,0.0
891,341,0.0
982,257,0.0
796,219,0.0
13,1347,0.0
446,887,0.0
1343,39,0.0
432,730,0.0
1975282,493,0.10574739644507086
741,428190,0.0
1346,985,0.0
55,341,0.0
1142,357,0.0
1192,2089740,0.0
518,763,0.0
1228206,489,0.0
889,922,0.0
831,571,0.1111111111111111
730,245,0.0
1228,1075,0.14545454545454545
396,30,0.0
122,164,0.0
797,804,0.0
311,1339,0.0
1334,238,0.0
1276,779,0.0
39,33,0.0
863,136,0.0
1035,893,0.0
571,163,0.0
648,312,0.0
143,392,0.0
285,404,0.0
1318,631,0.0
666,1366,0.0
1174,5,0.0
832,727,0.0
666,999,0.0
814,738,0.0
109,224,0.0
889,810,0.0
1265,785,0.0
900,1367,0.0
1026,277,0.0
1220,369,0.09090909090909091
58,109,0.0
525,322,0.0
437,657,0.0
381,232,0.0
680,230,0.02702702702702703
803,12081,0.0
1245,685,0.0
1013,377,0.02702702702702703
122,1057,0.0
1291,92,0.0
162,1208,0.0
326,361,0.0
305,527,0.0
83,738,0.0
1026,439,0.0
993,889,0.0
961,966,0.0
1271,288,0.02631578947368421
648,700,0.0
186,1228206,0.0
486,987,0.023255813953488372
543,1366,0.0
46,276,0.0
751,1069,0.0
448,631,0.0
805,745,0.0
556,475,0.0
164,198,0.16666666666666666
1341,1367,0.0
164,1238,0.0
1030,914,0.0
1317,700,0.0
428190,26,0.0
1284,25,0.0
481,737,0.0
157,1975282,0.0
1016,1193,0.0
1075,136,0.0
745,1322,0.0
163,109,0.0
943,832,0.0
1256,1341,0.05263157894736842
1060,507,0.0
276,922,0.0
39,99,0.0
9,797,0.0
614,733,0.034482758620689655
536,274,0.0
137,1094,0.0
900,231,0.0
1043,481,0.0
1193,448,0.0
1192,834,0.0
745,1124,0.03225806451612903
317,565,0.0
968,198,0.0
230,304,0.0
541,1256,0.0
614,373,0.045454545454545456
685,792,0.0
1037,1053,0.0
383,274,0.0
1228206,377,0.023255813953488372
1037,230,0.0
72,1338,0.0
655,1358,0.0
567,1190,0.045454545454545456
55,188,0.0
525,922,0.0
247,136,0.0
231,1075,0.0
805,337,0.0625
46,1249,0.0
611,60,0.0
797,99,0.0
202,1185,0.058823529411764705
803,1043,0.0
225,891,0.0
33,373,0.0
234,987,0.3752828409805154
437,1169,0.0
1366,700,0.0
364,326,0.0
522,568,0.125
571,475,0.0
1147,326,0.047619047619047616
1249,834,0.0
931,27687,0.1
889,645,0.0
137,1245,0.0
1228,536,0.0
164,143,0.0
439,123,0.0
966,396,0.0
493,825,0.03225806451612903
423,527,0.0
268,936,0.0
109,163,0.0
982,39,0.0
1111,205,0.0
30,637,0.0
207,1227,0.0
1193,837,0.0
406,91,0.025
813,1975282,0.0
179,349,0.0
2759376,512,0.0
893,541,0.0
814,1366,0.0
716,115,0.03225806451612903
1030,730,0.125
292,982,0.0
1065,373,0.0555138784696174
792,1192,0.0
1014,512,0.0
685,150,0.0
1057,1063,0.0
853,993,0.0
419,588,0.0
304,1194,0.0
767,414,0.0
257,13,0.06666666666666667
1193,547,0.0
49,1254,0.16666666666666666
288,305,0.045454545454545456
811,636,0.0
149,1344,0.0
298,1026,0.0
77,342,0.0
363,204,0.0
2090742,203,0.0
1368,91,0.0
927,400,0.0
1043,13,0.0
481,1204,0.0
680,357,0.0
77,1154,0.0
296,419,0.0
1291,1249,0.058823529411764705
700,275,0.023255813953488372
305,1147,0.09090909090909091
974,298,0.0
419,298,0.0
1346,1356,0.0
1276,708,0.0
655,61,0.0
1179,1094,0.0
842,447,0.0
5,888,0.0
195,615,0.0
755,525,0.0
1100,25,0.041666666666666664
748,380,0.0
200,636,0.0
231,1175,0.0
326,1109,0.0
770,232,0.0
9,825,0.0
519,993,0.0
1293,1111,0.0
1344,1179,0.0
813,1334,0.0
571,565,0.1111111111111111
922,788,0.0
481,1094,0.0
1084,149,0.0
479,194,0.058823529411764705
121,259,0.0
26,573,0.0625
247,534,0.0
1000,1233,0.0
1384652,1310,0.2
406,481,0.0
91,406,0.025
33,93,0.0
714,922,0.0
369,543,0.0
741,742,0.0
733,518,0.0
238,342,0.0
205,519,0.0
863,672,0.0
1219,423,0.0
5,1370,0.0
627,489,0.0
1075,1344,0.0
447,194,0.1
1199,814,0.0
1284,834,0.0
534,936,0.0
512,1084,0.0
17,430,0.0
905,1256,0.08711433756805807
186,1077,0.0
1384652,245,0.0
912,611,0.0
1100,361,0.0
232,1358,0.0
1223,770,0.0
92,982,0.0
391,718,0.0
274,917,0.0
266,493,0.058823529411764705
1146,298,0.0
204,26,0.0
507,1389,0.0
305,804,0.0
437,763,0.0
985,92,0.0
437,614,0.0
40,27687,0.0
428190,483,0.0625
391,209,0.0
700,1358,0.0
1193,1179,0.0
2089740,1256,0.0
1025,1035,0.09090909090909091
1016,305,0.0
811,2759376,0.0
164,631,0.0
1297,17,0.0
551,785,0.0
162,398,0.0
534,853,0.0
745,738,0.0
481,1310,0.0
813,71,0.0
149,797,0.0
1227,91,0.0
233,1389,0.0
116,296,0.0
245,162,0.0
2090742,83,0.0
1256,200,0.0
782,1043,0.0
541,527,0.0
406,238,0.0
1337,448,0.0
1293,791,0.0
578,814,0.0
361,1104,0.0
1310,900,0.0
518,170,0.0
1223,292,0.0
568,17,0.0
322,1238,0.0
26,432,0.045454545454545456
109,974,0.0
954,486,0.08333333333333333
304,123,0.058823529411764705
1063,31505,0.02631578947368421
1179,905,0.0
423,1389,0.0
982,1122,0.023255813953488372
954,429,0.0
83,893,0.0
1037,268,0.0
1100,1174,0.0
893,792,0.0
202,886,0.0
285,59,0.0
137,968,0.0
887,235,0.0
437,123,0.0
1146,257,0.0
373,1337,0.0
1247,968,0.0
1247,1334,0.0
1265,519,0.0
117,391,0.0
370,1276,0.0
1195,337,0.0
1061,1284,0.0
1366,782,0.0
974,1154,0.08333333333333333
565,219,0.0
655,779,0.0
30,1094,0.0
373,1010,0.0
556,1016,0.0
178,1223,0.0
195,363,0.0
202,235,0.0
92,493,0.03333333333333333
64,536,0.037037037037037035
373,697,0.0
59,534,0.0
