u,v,GD
784,60,-4
700,49,0
619,573,-2
203,35,-3
157,342,-4
563,322,-4
313,380,0
332,775,-4
700,714,0
242,667,0
605,755,-4
391,838,-4
785,224,-4
1384652,445,-2
791,419,-3
785,503,-2
621,536,0
147,188,-3
60,40,-3
117,146270,-4
76,437,-3
543,444,0
512,233,-3
22,740,-3
95,657,-4
304,203,-3
431,349,-4
360,448,-3
543,146270,0
785,528,-4
758,146270,-4
588,371,-4
304,9,-4
423,462,-2
136,1384652,-1
430,238,-2
538,792,-4
852,162,-3
383,313,0
71,567,-2
878,35,-3
8,232,0
288,137,-2
17,834,-4
63,242,0
115,170,-3
522,627,-3
380,437,-3
763,430,-3
512,234,-4
133,42,-3
462,404,-3
364,529,-4
519,42,-3
448,876,-3
22,194,-3
423,563,-3
350,360,-3
428,876,0
680,659,-3
274,556,-3
149,76,-4
163,428,0
755,299,-3
459,507,-4
313,876,0
108465,394,-3
34,775,-4
459,195,0
572,85,0
357,432,-2
26,9,-3
305,363,-4
462,27687,-3
27687,889,-3
362,1384652,-2
242,1384652,0
327,423,-2
878,200,-4
700,475,0
44,659,-3
479,194,-2
224,547,-3
784,274,-3
392,91,-3
550,327,-2
360,71,-3
538,840,0
726,528,-3
95,76,-3
810,12081,0
377,571,-3
392,184,-3
891,279,-3
483,203,-3
25,528,-1
699,785,-4
419,782,-3
285,77,-4
235,200,-3
46,327,-2
318,186,-3
224,550,-3
550,370,-3
428,377,0
35,49,-2
572,459,-4
327,238,-3
721,373,-3
122,42,-2
796,430,-3
422,133,-2
266,770,-3
72,763,-2
852,645,-3
316,83,-3
349,200,-3
872,431,-3
631,96,0
108465,838,-3
146270,392,-4
259,543,0
659,2521991,-3
534,27687,-2
538,26,-3
557,376,-4
608,700,0
313,72,0
303,922,0
572,49,-3
667,889,-2
143,188,-3
512,775,0
384,729,-3
457,326,-4
332,580,-3
718,784,-3
108465,876,-4
730,825,0
1384652,77,-2
634,233,-3
396,202,-2
810,35,-2
621,631,0
371,164,0
49,77,-3
588,189,-4
381,419,-2
93,832,-4
106,42,-3
528,634,-4
292,33,-3
311,312,-4
785,837,-4
285,832,-4
791,277,-3
917,72,0
95,59,-4
615,493,-2
726,541,-3
195,563,-4
304,571,-2
143,733,-3
194,341,-2
206,831,-3
483,758,-2
834,146270,-2
745,615,-4
396,863,-3
634,741,-4
231,636,-3
419,758,-2
503,486,-3
631,93,-4
381,202,-3
878,758,-3
404,863,-3
231,615,-2
792,287,-4
659,423,-2
719,27687,-3
763,475,-3
567,888,-4
680,63,-4
422,394,-2
76,170,-4
813,863,-4
680,364,-3
512,17,-4
922,534,0
202,234,-3
527,758,-2
402,163,-1
111,285,-1
157,673,-3
522,726,-2
598,730,-4
613,745,-3
137,755,-3
525,861,-3
745,489,-4
75,525,-3
145,342,-3
39,444,-4
207,398,-4
813,398,-3
95,431,0
402,238,-4
573,392,-2
722,404,-3
755,740,-3
791,737,-3
361,285,0
145,856,0
274,296,-3
26,571,-2
317,87,-4
311,758,-3
46,831,-4
157,275,-4
567,404,-2
775,27687,-4
608,149,-3
422,264,-3
402,390,-4
2521991,406,-3
146270,285,-4
713,49,-4
309844,2521991,-4
235,659,-3
391,611,-3
59,1,-4
722,296,-4
224,673,-3
312,313,0
889,543,0
238,157,-3
529,9,-4
755,361,-1
813,567,-2
230,621,0
563,557,-3
621,740,0
146270,721,-2
613,518,-2
206,852,-3
92,85,-4
459,557,-4
447,143,-3
44,547,-1
242,304,0
609,275,-3
242,536,0
852,143,-3
748,2521991,0
572,362,-3
795,609,-3
136,2089740,-4
342,143,-4
25,556,-2
309844,888,-3
198,541,-4
204,303,0
459,578,0
528,232,-4
384,357,-1
726,563,-3
615,740,-3
371,317,0
394,897,-4
318,147,-4
55,362,-3
350,1,-3
922,543,0
384,609,-2
614,733,-3
2521991,207,-3
296,219,-4
680,578,-4
608,117,-3
311,219,-4
457,207,-3
30,225,-3
716,380,0
5,275,-2
238,362,-3
219,432,-4
184,63,-4
34,370,-2
121,673,-3
35,518,-2
518,342,-2
444,852,-3
459,414,-4
751,667,-3
27687,741,-3
748,503,-3
51,840,0
445,611,-2
357,205,-3
598,238,-4
810,448,-2
27687,580,-2
856,309844,-3
72,186,-3
722,791,-4
414,288,-3
364,2521991,-4
703,796,-3
889,200,-3
67,457,-2
136,303,0
621,398,0
645,275,-3
332,360,-3
914,357,-4
419,207,-3
402,309844,-3
609,863,-4
247,72,-3
76,852,-3
714,13,-2
189,741,-4
357,631,-3
917,188,-4
230,77,-3
77,716,0
311,797,-3
785,230,-4
305,428,0
878,72,-3
149,188,-3
162,615,-2
792,67,-2
296,423,-2
770,164,-3
147,781,-3
95,233,-3
189,232,-4
563,95,-3
483,916,-4
825,627,0
697,897,-2
914,568,-4
111,373,-3
377,429,-3
414,406,-3
483,556,-2
121,55,-2
608,737,-3
279,72,-3
277,360,-3
37,162,-2
95,394,-3
567,437,-2
512,740,-3
364,402,-4
266,914,0
897,376,0
605,58,-2
507,93,-3
519,274,-1
384,459,-4
572,897,-4
543,394,0
46,1,-4
917,299,0
341,791,-3
195,863,0
147,856,-3
719,46,-4
58,242,0
357,63,-3
598,71,-4
486,703,-3
30,475,-3
292,309844,-4
832,376,-4
93,143,-4
95,381,-3
700,313,0
219,605,-4
33,92,-3
313,431,0
551,619,-3
349,122,-2
44,730,-4
699,232,-3
680,59,-2
303,486,-4
673,164,-4
25,326,-3
309844,264,-3
27687,551,-3
608,402,-2
697,755,-2
257,371,0
305,727,-3
543,402,-4
279,76,-4
186,111,-3
121,543,-4
825,349,-4
503,8,-3
123,922,0
748,770,-3
799,737,-4
194,33,-3
60,193,-2
631,164,-4
406,332,-1
514,394,-3
40,99,-2
673,279,-3
264,193,-3
613,322,-3
475,645,-3
785,285,0
428,619,0
580,93,-3
889,631,-3
372,267,-2
231,149,-3
8,93,0
534,35,-2
727,621,0
203,493,-3
304,667,-3
831,667,-3
730,381,-3
164,305,-4
741,99,-4
706,108465,-3
51,164,-3
611,9,-3
580,349,-3
370,680,-3
755,613,-3
726,432,-2
122,303,-4
162,557,-3
889,146270,-4
741,234,0
432,235,-3
204,390,-3
609,285,-3
538,838,0
87,234,-3
1,863,-4
613,479,-3
381,770,-3
26,205,-2
782,5,-3
264,122,-3
842,784,-4
202,205,-3
342,361,-3
714,422,-3
184,837,-3
758,673,-2
108465,51,-3
580,437,-2
578,813,-4
2521991,279,-4
462,486,-2
302,67,-4
234,76,-2
503,60,-2
313,362,0
522,35,-3
785,419,-4
667,275,-2
863,188,-3
233,8,-4
917,302,0
863,371,0
741,888,-4
231,163,-3
117,428,0
51,700,0
309844,726,-2
204,230,-2
745,667,-4
299,115,-3
785,121,-4
34,288,-3
37,645,-3
200,781,-3
781,207,-4
840,782,0
372,26,-3
63,697,-4
634,232,-4
608,59,-3
376,85,0
609,27687,-4
536,349,-4
369,383,-2
361,277,0
164,39,-4
637,370,-3
234,231,-3
398,309844,-3
619,133,-3
143,92,-3
697,287,-4
247,391,-4
423,832,-2
30,163,-4
475,541,-3
371,318,0
799,634,-4
224,741,-4
795,703,-4
637,195,-3
25,87,-3
897,257,-3
722,376,-4
117,9,-3
722,431,-3
63,60,-4
8,327,-4
414,257,-2
247,729,-3
615,188,-1
259,198,0
225,309844,-3
55,730,-3
770,621,0
357,398,-2
369,275,-3
390,304,-3
123,55,-2
76,60,-2
49,781,-4
782,680,-3
657,740,-3
116,157,-2
763,133,-3
61,372,-4
8,861,-4
543,557,-4
123,588,-3
108465,861,-2
703,419,-3
85,740,0
414,207,-3
636,370,-3
781,372,-2
133,274,-2
373,779,-3
299,430,-2
266,580,-3
33,299,-3
462,195,-3
2521991,40,-4
285,703,-3
799,722,-4
77,30,-3
697,493,-2
133,304,-2
49,371,-4
514,288,-3
611,230,-3
304,42,-3
233,117,-3
13,376,-4
414,357,-1
225,916,-4
445,507,-2
304,916,-4
615,380,-3
108465,37,-3
726,292,-2
462,275,-3
563,332,-3
373,863,-3
1384652,309844,-1
381,414,-2
304,71,-3
571,136,-3
362,1,-4
33,529,-4
614,49,-3
106,792,-3
8,713,0
186,83,-3
431,842,-3
799,35,-2
475,341,-1
108465,645,-3
446,77,-4
598,264,-3
799,108465,-2
288,714,-4
422,296,-2
145,111,0
525,12081,0
445,396,-2
93,8,0
363,202,-3
184,556,-2
791,61,0
92,547,-2
61,856,0
784,775,0
414,303,-4
631,394,-4
751,164,-4
99,444,-2
876,93,-4
391,349,-4
634,872,-4
2521991,87,0
157,396,-3
322,40,-1
557,332,-3
429,369,-3
479,360,-2
361,567,-3
234,507,-2
392,414,-2
207,87,-4
751,115,-3
370,279,-4
322,360,-3
136,59,-2
63,364,-3
67,673,-4
680,99,-3
259,225,-4
51,206,-2
837,922,0
350,40,-2
514,224,-2
51,195,-1
92,914,-3
522,157,-1
277,718,-2
792,751,-3
659,713,-4
313,634,0
512,423,-3
75,373,-3
42,422,-3
567,631,-3
527,376,-3
123,512,-3
627,357,-3
108465,49,-3
810,58,-3
522,186,-3
232,627,-4
741,748,-4
137,534,-3
796,95,-4
186,514,-2
722,758,-1
447,891,-4
529,439,-4
507,796,-3
613,257,-2
96,63,0
116,457,-2
614,44,-3
22,614,-3
832,547,-3
136,459,-4
149,667,-3
381,637,-2
543,503,0
96,198,0
431,486,-3
699,51,-3
303,91,-4
534,550,-2
93,230,-3
145,308,-3
8,765,0
718,863,-3
571,25,-2
376,116,-2
318,431,-2
810,613,-3
364,680,-3
838,763,-4
430,247,-4
580,67,-4
225,13,-3
459,446,-4
834,303,0
507,72,-3
430,146270,-4
514,813,-2
390,198,-3
46,279,-3
391,831,-4
137,204,-2
311,888,-4
186,483,-3
247,825,0
26,832,-3
63,189,0
666,361,0
528,163,0
550,598,-4
529,108465,-4
422,322,-3
37,145,-4
327,714,-2
266,235,-2
12081,34,0
834,259,0
878,147,-1
605,611,-3
44,598,-3
2089740,259,-4
342,137,-3
357,916,-3
573,259,-4
718,309844,-3
580,703,-3
657,341,-2
377,108465,-3
432,277,-2
302,758,-1
832,157,-3
429,423,-3
71,518,-2
274,404,-3
518,322,-2
164,876,-4
49,627,-4
614,71,-3
536,518,-3
108465,611,-2
279,543,-3
369,312,-4
486,398,-3
730,529,-4
231,745,-4
779,483,-3
556,372,-2
22,383,-1
8,571,-3
657,317,-4
224,59,-3
740,12081,0
765,797,-3
195,383,-2
557,457,-3
2089740,207,-3
439,536,-3
714,33,-3
342,645,-2
285,275,-3
40,667,-3
384,751,-3
326,733,-3
369,55,-2
514,233,-1
419,444,-3
748,536,-2
77,279,-4
422,313,0
729,765,-2
299,637,-3
384,170,-3
781,8,-4
667,525,-3
614,557,-4
448,326,-3
541,117,-3
713,327,-3
303,116,0
714,775,-4
666,615,0
611,716,0
645,67,-4
543,219,-4
680,303,0
285,370,-3
551,39,-2
611,543,-4
872,274,-3
459,193,-3
34,299,-3
538,312,-4
219,621,0
198,729,-2
46,758,-3
797,697,-3
503,391,-2
381,475,-2
2521991,200,-4
878,326,-4
878,193,-3
398,784,-4
810,342,-2
825,578,0
598,666,0
700,573,0
722,779,-3
85,33,0
838,402,-4
370,666,0
538,518,-3
657,863,-4
852,309844,-3
722,706,-4
462,872,-4
525,349,-4
146270,91,-2
547,363,-3
432,384,-2
92,225,-3
391,398,-3
189,489,-3
445,75,-3
238,26,-3
619,621,0
75,437,-2
634,550,-4
60,614,-3
755,825,-4
267,27687,-3
755,247,-4
634,507,-4
27687,541,-2
72,718,-3
447,722,-4
58,238,-3
9,813,-3
525,741,-4
423,61,-3
861,83,-2
493,730,-2
916,55,-4
730,87,-4
872,203,-4
706,430,-4
117,116,-1
611,287,-3
115,195,-3
825,534,0
519,741,-3
444,799,-4
547,673,-2
381,536,-3
852,765,-3
572,837,-3
198,611,-3
296,39,-3
341,312,-3
729,322,-3
563,512,-4
203,60,-4
285,430,-3
605,194,-4
327,380,-1
404,264,-2
856,364,-4
34,363,-3
580,308,-2
106,145,-3
198,200,-3
326,327,-2
431,390,-3
550,703,-3
722,462,-2
116,751,-2
645,40,-3
205,431,-3
233,318,-3
792,277,-3
33,832,-4
493,431,-2
706,275,-3
782,92,-1
716,719,0
83,419,-3
376,547,-3
578,740,0
538,784,-4
350,232,-3
5,541,-3
242,67,0
136,25,-3
42,8,0
741,719,0
876,136,-3
770,422,-3
42,122,-2
534,666,0
840,483,0
613,439,-3
342,856,-3
525,797,-3
391,372,-1
700,184,0
61,49,0
831,538,-4
61,44,-4
529,598,-4
810,285,-3
781,115,-3
26,615,-2
714,550,-3
916,462,-4
751,525,-3
721,609,-3
634,917,0
740,60,-3
872,121,-3
831,840,0
795,349,0
598,376,0
308,713,-3
714,35,-3
322,770,-4
713,588,-4
448,303,0
751,242,0
402,863,-4
645,573,-3
503,327,-3
784,666,0
680,259,-4
667,429,-3
398,722,-4
613,444,-4
34,697,-2
206,719,-3
58,547,-2
92,5,-2
832,350,-3
1384652,370,-2
428,318,0
115,308,-3
133,26,-3
234,200,-3
99,813,-3
861,299,-3
719,608,-3
55,519,-3
274,856,-4
1384652,680,-2
431,755,-4
645,257,-3
763,483,-2
514,369,-2
813,76,-3
92,75,-2
837,33,-3
608,30,-2
202,2089740,-3
360,475,-3
608,755,-3
578,230,-4
557,832,-4
123,578,-4
888,423,-2
557,699,-2
637,83,-1
108465,608,-2
136,741,-3
33,117,-3
916,457,-2
493,279,-2
521,391,-3
872,259,0
164,170,-4
390,204,-3
722,781,-4
149,384,-3
550,792,-4
305,25,-2
46,791,-3
274,741,-3
72,231,-3
758,274,-2
133,863,-4
311,446,-3
863,837,-4
782,40,-2
296,121,-2
42,718,-2
202,713,-3
9,8,0
782,342,-3
206,30,-3
621,162,0
296,136,-3
697,448,-2
475,571,-3
193,406,-3
714,727,-2
536,721,-3
326,525,-3
72,673,-2
614,234,-4
147,288,-3
429,878,-3
748,285,-4
361,380,-3
136,831,-3
285,741,-4
349,588,-3
432,341,-2
60,85,0
840,377,0
326,840,0
381,184,-3
302,376,-4
437,703,-3
627,423,-3
699,619,-2
194,203,-3
279,422,-3
2521991,718,-4
133,784,-4
703,9,-4
234,146270,-3
842,303,0
872,264,-2
721,529,-3
2521991,360,0
147,238,-3
856,645,-3
740,572,-3
302,27687,-2
115,189,-2
605,60,-4
33,437,-2
763,303,-4
878,493,-3
538,122,-3
419,40,-3
27687,91,-1
852,831,-3
304,288,-4
234,60,-3
429,567,-3
713,637,-3
2089740,721,-4
85,507,0
430,44,-3
287,716,0
26,627,-3
83,30,-3
659,381,-2
897,861,-4
402,357,-2
448,550,-3
791,922,0
914,457,0
430,922,0
571,33,-3
741,326,-4
557,536,-4
312,149,-4
917,123,0
713,697,-3
380,303,-4
765,791,-3
37,33,-2
571,785,-2
115,317,-3
863,439,-4
106,341,-2
361,727,-2
917,838,0
304,785,-4
264,608,-3
149,200,-3
536,58,-3
785,44,0
318,917,0
164,87,-3
876,111,-4
567,267,-2
318,634,-3
609,429,-3
608,797,-3
35,489,-2
432,9,-3
713,123,-4
740,543,-4
534,457,-3
369,162,-2
326,200,-3
414,384,-2
350,598,-4
67,342,-3
437,188,-2
33,369,-2
316,44,-4
279,83,-3
792,9,-4
363,1384652,-3
483,76,-3
831,332,-3
384,445,-2
573,863,-4
219,637,-3
341,72,-2
373,332,-2
563,784,-4
619,370,-3
322,302,-3
447,713,-4
117,525,-2
751,76,-3
146270,115,-4
381,106,-1
872,195,-4
147,292,-3
479,619,-3
122,872,-2
12081,87,0
419,318,-3
264,60,-3
115,613,-2
83,550,-2
462,457,-3
444,122,-3
608,699,-2
700,380,0
699,645,-3
26,116,-1
308,737,-3
428,551,0
578,123,-4
371,9,0
567,538,-3
832,186,-4
189,462,-3
737,145,-4
205,406,-3
437,614,-2
342,922,0
242,521,0
538,44,-4
799,238,-3
507,205,-1
775,832,0
71,200,-3
729,888,-4
615,364,-3
863,573,-4
51,611,-3
85,317,0
371,93,0
34,313,0
93,422,-3
838,627,-4
714,5,-3
414,8,-4
609,67,-4
302,377,-3
162,233,-2
60,257,-3
431,117,-2
170,51,-3
46,332,-3
914,59,-3
888,58,-3
308,40,-3
96,363,0
37,384,-2
699,518,-2
861,878,-4
621,2089740,0
72,722,-3
5,706,-3
588,673,-2
888,457,-3
95,322,0
486,916,-4
891,700,0
718,203,-4
9,279,-4
123,2089740,-4
8,781,-4
852,312,-3
797,503,-3
312,67,-4
302,572,-2
257,224,-2
713,444,-4
719,13,-4
122,61,-4
636,888,-3
613,133,-3
318,398,-4
106,257,-1
93,598,0
666,225,0
568,55,-3
645,534,-2
775,72,-4
91,444,-2
137,63,-3
357,22,-2
550,93,-4
292,37,-2
40,567,-2
551,49,-3
200,184,-3
145,404,-3
422,302,-3
621,257,0
631,26,-3
445,349,-4
528,299,-4
917,422,0
202,402,-3
40,748,-3
781,1384652,-2
718,376,-3
58,288,-3
193,755,-2
459,813,-4
202,721,-3
538,46,-4
605,259,-4
627,85,0
231,63,-3
419,627,-3
627,795,-4
856,8,0
313,703,0
621,61,0
550,551,-3
657,534,-3
518,230,-3
422,364,-1
614,200,-2
446,279,-3
369,287,-4
419,233,-2
703,578,-3
527,404,-2
396,541,-2
371,316,0
614,34,-2
40,666,0
398,76,-3
779,381,-3
514,706,-2
61,784,0
285,247,-4
115,785,0
557,99,-2
437,350,-2
58,621,0
202,91,-2
157,233,-4
714,34,-3
204,288,-3
203,9,-4
489,645,-3
406,162,-2
299,186,-3
521,67,-3
312,573,-3
634,406,-2
60,71,-2
51,636,-2
96,615,0
608,267,-1
755,91,-2
238,317,-4
888,225,-4
578,363,0
123,106,-3
115,557,-3
116,568,-2
888,92,-2
419,580,-3
137,195,-4
834,856,-2
231,108465,-3
922,316,0
580,76,-3
184,666,0
206,659,-3
428,224,0
63,92,-3
637,39,-3
164,316,-4
888,507,-3
831,755,-4
889,791,-4
792,234,-3
795,810,-1
627,439,-3
288,303,0
657,406,-2
493,162,-2
2089740,342,-2
72,12081,0
852,726,-3
528,121,-2
59,486,-3
292,349,-3
659,534,-3
459,479,-4
99,613,-3
149,430,-3
737,327,-3
279,308,-3
1,206,-4
147,733,-3
659,313,0
51,302,-3
42,390,-3
316,571,-3
46,917,0
627,147,-4
316,730,0
285,99,-4
636,404,-3
198,775,0
588,419,-3
479,349,-3
459,377,-4
713,1384652,-3
611,380,-2
706,556,-2
475,437,-3
779,503,-3
922,37,0
445,372,-1
503,842,-4
230,370,-3
428,611,0
659,225,-3
186,445,-2
856,713,-4
231,404,-2
147,447,-3
543,872,-4
437,137,-3
83,373,-2
316,30,-4
1384652,529,-3
608,856,-3
204,35,-2
44,528,-4
445,722,-3
277,611,-3
111,493,-1
398,9,-3
785,832,-3
402,737,-3
380,609,-3
699,795,-2
727,613,-3
863,580,-4
430,381,-2
364,621,0
147,872,-3
61,13,-4
285,666,0
350,519,-1
550,673,-3
448,512,-3
737,680,-3
667,541,-3
636,748,-3
71,380,-2
765,726,-2
46,837,-3
373,878,-1
917,837,0
311,765,-4
35,370,-2
431,95,0
1384652,33,-2
184,745,-4
145,608,-4
713,514,-3
1,12081,0
115,631,-4
914,556,-4
363,598,0
116,832,-2
33,49,-3
257,396,-2
42,232,-4
257,897,-3
713,605,-4
2521991,396,-4
193,446,-3
713,381,-4
287,568,-3
85,782,0
527,206,-2
96,568,0
503,614,-3
758,232,-3
205,916,-4
163,380,-3
483,673,-2
615,266,-3
377,799,-4
91,666,0
740,763,-2
878,916,-2
203,264,-4
792,588,-4
342,475,-3
567,852,-3
719,198,-4
371,782,-4
813,146270,-4
318,77,-3
13,611,-2
917,608,0
200,406,-2
404,327,-1
422,30,-2
721,527,-2
198,479,-3
170,238,-3
795,551,-3
77,740,-3
462,370,-2
37,170,-2
116,188,-2
445,34,-2
634,42,-3
888,202,-4
922,825,0
362,22,-2
204,46,-3
716,782,0
318,799,-4
287,219,-4
825,714,-4
536,578,0
363,447,-4
26,380,-2
136,267,-2
232,309844,-3
479,390,-4
785,279,-4
861,404,-3
751,916,-3
305,292,-4
785,95,-4
876,891,-3
567,699,-2
207,313,0
444,27687,-3
614,341,-2
96,39,0
657,396,-3
741,2521991,0
547,795,-2
326,568,-4
719,637,-3
35,578,-3
831,77,-4
627,257,-3
299,713,-4
76,609,-3
26,136,-2
83,781,-3
831,312,-4
837,571,-3
296,536,-3
430,60,-3
313,189,0
525,621,0
571,872,-1
700,889,0
377,842,-3
230,703,-3
322,614,-3
713,203,0
797,721,-2
503,299,-4
699,37,-3
840,63,0
279,445,-3
706,60,-3
751,615,-3
264,59,-3
26,493,-2
431,721,-3
231,122,-3
863,194,-4
863,528,-4
274,840,0
430,733,-3
573,308,-2
85,106,-4
825,402,0
83,259,-4
737,163,-4
95,718,-4
457,733,-3
556,198,-2
2089740,557,-4
63,231,-3
627,810,-3
765,373,-3
922,748,0
193,763,-2
631,63,-4
75,44,-2
60,538,-4
287,396,-2
914,55,0
430,398,-3
722,8,0
547,34,-1
364,317,-4
636,316,-4
13,838,-4
5,285,-3
1,726,-3
184,205,-3
782,813,-3
621,46,0
108465,194,-3
396,58,-2
856,614,-4
247,285,-4
33,657,-2
95,518,-4
55,763,-3
299,238,-4
71,22,-2
486,13,-2
383,206,-2
39,299,-3
42,26,-2
147,608,-3
122,782,-1
122,916,-3
521,242,0
666,475,0
230,636,-3
194,116,-2
733,514,-2
872,813,-4
615,770,-3
745,55,-3
108465,897,-4
361,888,-3
751,257,-2
486,439,-2
39,318,-4
422,659,-3
194,619,-3
840,186,0
551,608,-3
170,322,-3
861,889,-4
59,716,0
538,75,-4
383,448,-1
313,2521991,0
106,2521991,-4
479,5,-3
12081,727,0
384,349,-3
232,718,-2
8,92,-3
609,528,-4
396,233,-1
637,275,-2
727,755,-1
242,76,0
193,423,-3
116,588,-3
287,231,0
659,568,-2
277,547,-2
785,834,-4
390,384,-3
745,834,-4
72,755,-2
573,63,-4
206,765,-2
878,230,-4
376,332,-4
528,361,0
713,729,-4
888,85,-4
634,377,-3
133,514,-3
917,419,0
235,360,-3
163,547,-3
373,308,-2
507,897,-4
447,234,-1
143,230,-4
302,277,-3
318,61,-4
614,370,-3
611,580,-2
296,431,-3
529,741,0
706,342,-2
414,373,-4
729,745,-3
419,381,-2
55,813,-2
838,362,-4
391,49,-3
85,17,0
518,486,-2
514,437,-1
748,26,-3
17,13,-3
49,111,-4
332,46,-3
313,25,0
371,322,-4
876,429,-3
40,733,-3
203,741,0
194,363,-3
145,543,0
194,360,-2
785,193,-3
447,479,-3
193,703,-4
713,779,-3
71,758,-2
40,116,-2
519,573,-3
396,299,-3
834,122,-3
697,512,-3
699,571,-3
35,194,-2
189,60,-3
914,186,-4
194,371,0
428,916,0
95,364,-4
232,8,0
376,225,-4
519,414,-3
521,60,-2
362,737,-2
404,99,-2
825,231,0
230,543,-4
483,741,-4
598,810,-3
76,67,-3
106,525,-3
810,363,-3
17,275,-3
444,568,-3
730,383,-2
279,755,-4
188,198,-3
163,842,0
234,634,-4
637,277,-3
206,588,-3
745,673,-3
189,2521991,-4
106,189,-3
861,775,0
394,437,-3
111,445,-3
402,512,-3
188,813,-2
42,703,-3
437,34,-2
475,238,-2
370,483,-3
611,775,0
42,722,-3
423,257,-1
486,730,-3
439,737,-3
729,205,-2
392,195,-3
437,91,-1
571,311,-3
360,2521991,0
231,538,-4
831,396,-3
556,116,-1
188,5,-3
840,8,0
99,406,-3
572,309844,-2
781,233,-3
163,716,0
876,751,-4
76,305,-4
313,238,0
727,230,-3
27687,2521991,0
203,402,-3
311,831,-4
384,831,-3
758,714,-3
207,556,-3
194,137,-2
1384652,288,-2
232,1384652,-3
528,445,-4
556,122,-1
719,117,-1
740,67,-4
721,259,-4
568,219,-3
377,419,-3
202,863,-3
285,831,-4
13,92,-2
206,204,-3
186,765,-3
541,791,-4
350,266,-3
611,856,-3
274,164,-4
840,718,0
779,58,-2
303,614,0
825,872,0
781,557,-3
95,390,-4
636,122,-2
727,219,-3
667,475,-3
398,207,-4
55,77,-3
381,72,-2
825,448,-4
364,700,0
164,77,-2
799,398,-4
206,277,-2
863,369,-3
722,363,-3
370,327,-3
303,825,0
95,231,-4
556,71,-1
200,557,-4
198,364,-4
528,234,-3
146270,230,-4
512,383,-2
292,302,-3
519,699,-3
729,398,-3
26,634,-3
611,713,-4
40,384,-3
122,279,-1
785,327,-4
726,322,-3
275,111,-3
99,922,0
136,390,-3
234,563,-3
838,277,-2
312,318,-4
60,832,-3
578,571,-3
170,634,-2
257,514,-2
299,838,-4
85,775,0
204,837,-3
876,372,-3
279,362,-2
238,186,-4
697,856,-4
122,402,-2
722,372,-3
122,145,-3
832,551,-3
840,275,0
615,75,-2
106,423,-2
810,371,0
149,309844,-2
782,238,-3
422,39,-3
238,447,-4
917,384,0
303,525,0
557,25,-3
785,666,0
308,716,0
390,914,-4
719,44,-3
8,194,0
522,404,-3
349,528,-4
37,71,-2
922,390,0
525,2089740,-3
493,779,-2
186,287,-4
831,422,-3
44,797,-3
627,429,-4
863,225,-4
645,189,-3
431,605,-2
116,721,-2
267,493,-1
219,571,-1
721,49,-3
5,305,-3
396,383,-2
313,657,0
230,2521991,-4
108465,189,-3
85,99,0
645,149,-4
195,136,-3
813,46,-3
235,76,-4
287,342,-3
779,406,-3
238,95,-4
25,580,-3
231,792,-4
659,551,-3
697,538,-4
444,706,-3
834,219,-4
538,275,-3
83,304,-3
673,872,-3
792,605,-4
763,304,-3
257,60,-3
257,13,-3
423,225,-2
721,55,-2
825,765,-4
157,111,-3
861,206,-1
779,42,-3
852,521,-3
264,429,-3
145,87,-4
611,299,-3
42,162,-2
432,503,-3
145,718,-4
305,238,-4
791,897,-4
193,381,-3
207,8,0
872,745,-4
444,479,-3
39,722,-4
288,224,-3
83,238,-3
106,22,-2
147,394,-3
914,267,-3
657,394,-3
322,392,-4
63,195,-4
917,162,0
838,897,-4
77,856,0
765,342,-2
512,832,-4
157,25,-3
206,149,-3
34,448,-2
448,914,-4
799,611,-4
58,316,-4
428,91,0
75,309844,-1
529,703,-4
831,563,-3
916,292,-4
364,722,-3
390,792,-4
538,745,-4
737,521,-3
106,680,-2
770,775,0
49,59,-3
206,1384652,-1
234,370,-4
33,503,-3
59,116,-2
380,556,-2
419,313,0
791,27687,-3
376,556,-3
111,700,0
722,697,-4
659,888,-3
317,525,-3
247,503,-4
349,799,0
733,763,-3
1,372,-3
147,205,-4
303,49,-4
204,795,-3
457,527,-3
431,42,-3
189,493,-3
419,308,-2
350,722,-3
75,51,-3
838,437,-3
521,645,-3
796,60,-3
521,479,-3
448,302,-3
195,571,-3
257,71,-2
605,568,-2
189,391,-4
42,563,-3
149,837,-4
143,27687,-4
872,242,0
721,792,-3
550,184,-3
876,563,-4
377,414,-2
164,657,-3
518,634,-3
37,680,-3
233,9,-3
2089740,462,-1
740,797,-3
422,75,-2
275,242,0
779,423,-3
459,313,0
71,897,-3
673,383,-2
231,76,-2
370,770,-3
838,91,-3
61,512,-4
1,733,-3
26,457,-2
697,872,-3
373,813,-3
396,745,-3
713,391,-4
697,437,-2
157,741,-4
51,85,0
390,573,-2
842,72,-3
49,35,-2
740,391,-3
796,863,-2
765,318,-3
225,17,-3
202,76,-2
556,2089740,-3
35,876,-3
232,55,-3
718,634,-3
188,55,-2
376,305,-4
611,437,-2
543,274,-4
92,423,-1
299,106,-3
257,164,-2
718,137,-3
831,741,-4
795,842,-4
231,852,-3
446,76,-3
146270,740,-4
111,831,-4
75,621,0
810,133,-1
697,146270,-4
349,573,-3
44,872,-3
189,667,-3
377,609,-3
162,17,-3
489,391,-3
40,825,-4
437,317,-3
55,206,-1
791,856,-4
22,792,-4
727,534,-2
519,304,-2
145,184,-4
627,486,-3
840,832,0
275,791,-3
274,799,-4
184,162,-2
362,285,-3
