u,v,CN
1146,432,0
369,853,0
55,1238,0
143,648,0
2759376,341,0
205,109,0
648,631,0
1010,1063,0
985,745,0
1227,235,0
1178,619,0
267,886,0
1228,13,0
1309,697,0
733,888,0
837,198,1
49,1219,0
429,33,1
1254,150,0
889,1104,0
1069,889,1
1190,785,1
700,400,0
1368,897,0
304,536,0
2089740,219,0
1208,916,0
341,188,0
27687,109,0
259,275,0
1075,64,1
149,448,0
1144,797,1
1077,1367,0
742,810,0
831,59,0
391,770,0
832,170,0
40,439,0
338,1356,0
1094,940,0
1190,414,2
242,296,0
891,889,0
718,245,0
1122,1238,0
536,1228,0
1142,377,0
889,122,0
2090742,611,0
369,1195,0
1065,1347,0
429,149,0
1104,1199,0
736,75,0
164,748,0
170,123,0
1154,202,0
716,149,0
1358,25,0
737,672,0
92,1238,0
49,748,0
406,1124,0
1053,863,0
1030,905,2
779,179,0
1065,525,0
1100,317,0
1309,318,0
75,150,0
285,380,1
338,968,0
150,1048,1
235,927,0
207,1220,0
116,58,0
391,716,0
1169,46,0
1358,432,0
853,525,0
30,377,0
486,1192,0
512,266,0
1037,372,1
318,1185,0
740,588,0
312,804,0
71,863,0
194,1346,1
238,203,0
406,1227,0
338,887,0
825,755,0
428190,391,0
1337,1975282,0
770,940,0
238,563,0
149,547,0
1276,1013,0
785,655,0
1043,235,0
1199,35,0
93,1341,0
483,1247,0
58,1311,0
578,1228206,0
887,737,0
238,72,1
17,380,1
312,350,0
419,1384652,0
637,853,1
1060,831,0
525,483,0
311,163,0
891,813,0
99,235,0
578,437,0
922,917,0
1204,1065,1
163,268,0
2090742,481,0
547,914,0
700,259,0
1276,2089740,0
1109,1124,0
1356,93,0
481,1075,0
136,1213,0
1293,312,0
912,276,0
259,447,0
179,373,0
99,1169,0
35,1124,0
311,631,0
1213,917,0
1367,1293,0
276,1000,0
755,1084,1
1223,936,0
1060,522,0
922,814,0
834,318,0
266,200,0
1109,968,1
266,541,0
186,738,0
203,1037,0
404,60,0
765,2089740,0
30,302,0
247,25,0
83,982,0
12081,1094,0
1975282,302,0
1142,400,0
116,1366,2
1175,234,1
92,430,0
1228206,1193,0
572,940,0
588,697,0
1392,568,0
863,916,0
137,164,0
1975282,1317,0
163,1343,0
1169,1147,1
758,578,0
1317,122,0
150,1025,0
985,121,0
1975282,685,0
242,247,0
93,927,0
588,912,0
1050,285,0
1247,1175,0
927,247,0
791,71,1
741,680,0
733,1311,0
318,993,0
1048,203,0
758,71,0
940,1271,0
1271,137,0
207,157,0
1356,394,0
377,611,0
803,430,0
486,893,0
1370,813,0
1318,636,0
755,369,1
718,121,0
143,811,0
209,489,0
292,900,0
1245,1084,0
235,2089740,0
198,1318,0
257,61,1
372,1227,0
446,825,0
891,59,0
277,797,1
302,571,0
943,905,0
1108,428190,0
1193,1122,0
198,708,0
999,22,0
974,943,0
459,700,0
224,831,0
116,1042,0
810,838,0
423,317,0
17,543,0
429,163,0
288,483,0
1238,936,0
782,1077,0
917,714,0
184,1037,0
1185,1297,0
247,22,1
982,572,1
2759376,968,0
296,736,0
1108,758,0
966,567,0
534,1322,0
1208,209,0
942,1276,0
685,288,1
437,886,0
1297,391,0
447,12081,0
91,1284,1
534,730,0
922,428190,0
966,326,0
22,277,0
203,1175,0
742,380,2
372,25,0
235,137,0
722,897,0
1322,361,0
60,143,0
551,75,0
1057,486,0
92,1254,0
1053,372,1
202,1,0
361,99,0
666,30,0
318,770,0
810,1078,0
731,522,0
9,338,0
136,1249,0
447,1179,0
121,235,0
1346,274,0
194,708,1
1030,75,0
26,55,0
96,242,0
1,179,0
853,364,0
116,238,0
968,522,0
326,203,2
811,1078,0
740,708,0
296,414,0
922,1053,0
1065,305,0
1048,785,0
61,305,0
1025,404,1
202,922,0
493,588,0
791,872,1
35,765,0
219,1341,0
952,731,0
872,785,0
394,235,0
900,982,0
745,792,0
1344,814,0
200,666,0
13,543,0
121,931,0
143,372,0
1265,522,0
1109,985,0
804,136,0
200,71,0
338,33,0
459,232,1
71,916,0
380,512,0
927,1100,0
565,31505,3
525,748,0
137,30,0
748,568,0
99,954,0
738,731,0
1314,92,0
1124,1179,0
233,326,1
1297,1276,0
288,567,1
1339,1228,0
109,392,0
985,116,1
1341,447,0
730,5,0
580,149,2
71,568,0
1392,59,0
1339,39,0
1291,1026,0
1366,627,0
758,475,0
1233,943,0
51,406,0
247,170,0
727,1975282,0
897,680,0
912,430,0
186,123,0
317,825,0
396,259,0
481,357,0
716,1208,0
428190,322,2
170,999,0
2089740,758,0
40,565,0
64,722,2
483,404,0
917,1339,0
406,1053,0
657,912,0
1293,428190,0
2090742,322,0
305,121,0
657,708,0
75,157,0
267,489,0
369,381,0
1035,238,0
1223,116,0
238,122,2
1256,525,0
804,414,0
423,727,0
536,863,0
813,1276,0
740,1249,0
614,396,1
1392,627,0
305,429,1
363,394,0
423,439,0
17,942,0
247,551,0
317,13,0
1000,350,0
1219,917,1
1,448,0
1142,838,0
493,26,0
93,1366,0
136,296,0
398,796,0
486,1100,0
170,1043,0
225,1048,0
75,12081,0
1193,276,0
936,361,0
519,527,0
810,1347,1
370,891,0
1228206,1227,0
966,797,0
486,1194,1
12081,361,0
727,931,0
1384652,627,0
785,1266,1
5,285,1
1341,257,0
302,1065,0
400,448,0
834,611,0
46,51,0
1337,72,0
414,831,0
1,813,0
22,437,0
588,863,0
1142,1975282,0
748,150,0
785,137,0
745,1265,1
184,1318,0
645,116,0
791,219,0
96,912,0
5,429,0
960,479,0
1154,645,0
1104,810,1
685,974,0
232,737,0
718,1192,0
563,527,0
372,49,3
1271,803,0
1343,927,0
1291,1124,0
842,448,0
292,1061,0
304,1013,0
392,419,0
751,1384652,0
631,788,0
357,942,1
115,1220,2
377,170,0
2759376,1247,0
1384652,1000,0
446,1343,0
430,527,0
541,170,0
627,1356,0
985,406,0
406,1266,0
627,475,0
383,619,0
322,162,0
627,17,0
811,889,0
968,1322,0
1030,1291,0
377,459,1
33,1199,0
157,429,1
483,834,0
372,1142,0
361,1025,0
96,311,0
149,551,0
1016,672,0
109,1104,0
982,27687,0
1338,370,0
1314,730,0
1174,666,0
578,1146,0
968,1179,0
796,646,0
1014,792,0
1042,804,0
123,993,0
322,285,0
404,1100,1
1247,966,0
91,322,1
298,900,0
186,61,0
357,897,0
714,863,0
404,157,0
1220,960,2
1392,1366,0
567,203,0
121,1077,0
1266,611,0
563,968,0
810,326,0
266,30,0
475,731,0
17,31505,0
813,219,0
1147,394,1
483,1094,1
900,164,0
1179,93,0
900,1147,1
891,748,0
381,748,1
727,1245,0
738,1245,0
9,1317,0
448,1356,0
1318,369,0
1195,627,0
170,404,0
259,900,0
338,1366,0
931,1175,0
479,2089740,0
123,164,0
93,943,0
383,872,3
373,646,0
646,960,1
1199,648,0
522,25,0
788,383,0
1109,304,0
784,563,0
872,1147,0
350,588,0
481,479,0
1146,9,0
364,93,0
534,12081,0
419,238,0
672,12081,0
1122,1111,0
512,1233,0
195,714,0
276,563,0
1077,1179,0
1111,224,0
245,905,0
122,1358,0
99,1179,0
22,1053,0
519,224,0
91,93,0
276,831,0
738,209,0
655,483,0
235,1284,0
337,302,0
143,49,0
266,96,0
25,163,0
1013,257,0
439,1000,0
522,811,0
1042,646,0
1111,1050,0
419,507,1
1190,338,0
194,1144,1
91,446,1
518,1030,1
232,714,0
627,791,0
1392,541,0
891,123,0
61,186,0
580,486,1
742,1249,0
788,716,0
164,13,0
1026,268,1
731,737,0
1254,1368,0
700,551,0
765,842,0
927,423,0
917,122,2
26,697,0
1347,224,0
636,394,0
373,1367,0
541,730,0
394,588,0
35,567,1
1392,12081,0
797,748,1
556,952,0
1037,1266,0
162,792,0
1356,178,0
242,404,0
58,1309,0
1322,58,0
267,646,0
1199,489,0
186,2090742,0
1111,404,0
276,1317,0
483,748,0
900,943,0
318,985,0
1169,897,0
2089740,238,0
1256,1370,0
1245,758,0
326,813,0
311,1053,1
648,448,0
1014,394,0
61,381,2
61,1025,0
292,1370,0
1339,257,0
782,342,1
900,912,0
1016,349,0
1077,1208,0
804,993,0
811,1338,0
1069,1223,0
987,64,2
741,486,0
685,186,0
91,1146,0
414,341,0
891,341,0
982,257,0
796,219,0
13,1347,0
446,887,0
1343,39,0
432,730,0
1975282,493,3
741,428190,0
1346,985,0
55,341,0
1142,357,0
1192,2089740,0
518,763,0
1228206,489,0
889,922,0
831,571,1
730,245,0
1228,1075,2
396,30,0
122,164,0
797,804,0
311,1339,0
1334,238,0
1276,779,0
39,33,0
863,136,0
1035,893,0
571,163,0
648,312,0
143,392,0
285,404,0
1318,631,0
666,1366,0
1174,5,0
832,727,0
666,999,0
814,738,0
109,224,0
889,810,0
1265,785,0
900,1367,0
1026,277,0
1220,369,1
58,109,0
525,322,0
437,657,0
381,232,0
680,230,1
803,12081,0
1245,685,0
1013,377,1
122,1057,0
1291,92,0
162,1208,0
326,361,0
305,527,0
83,738,0
1026,439,0
993,889,0
961,966,0
1271,288,1
648,700,0
186,1228206,0
486,987,1
543,1366,0
46,276,0
751,1069,0
448,631,0
805,745,0
556,475,0
164,198,1
1341,1367,0
164,1238,0
1030,914,0
1317,700,0
428190,26,0
1284,25,0
481,737,0
157,1975282,0
1016,1193,0
1075,136,0
745,1322,0
163,109,0
943,832,0
1256,1341,1
1060,507,0
276,922,0
39,99,0
9,797,0
614,733,1
536,274,0
137,1094,0
900,231,0
1043,481,0
1193,448,0
1192,834,0
745,1124,1
317,565,0
968,198,0
230,304,0
541,1256,0
614,373,1
685,792,0
1037,1053,0
383,274,0
1228206,377,1
1037,230,0
72,1338,0
655,1358,0
567,1190,1
55,188,0
525,922,0
247,136,0
231,1075,0
805,337,2
46,1249,0
611,60,0
797,99,0
202,1185,1
803,1043,0
225,891,0
33,373,0
234,987,5
437,1169,0
1366,700,0
364,326,0
522,568,1
571,475,0
1147,326,1
1249,834,0
931,27687,1
889,645,0
137,1245,0
1228,536,0
164,143,0
439,123,0
966,396,0
493,825,1
423,527,0
268,936,0
109,163,0
982,39,0
1111,205,0
30,637,0
207,1227,0
1193,837,0
406,91,1
813,1975282,0
179,349,0
2759376,512,0
893,541,0
814,1366,0
716,115,1
1030,730,1
292,982,0
1065,373,2
792,1192,0
1014,512,0
685,150,0
1057,1063,0
853,993,0
419,588,0
304,1194,0
767,414,0
257,13,1
1193,547,0
49,1254,1
288,305,1
811,636,0
149,1344,0
298,1026,0
77,342,0
363,204,0
2090742,203,0
1368,91,0
927,400,0
1043,13,0
481,1204,0
680,357,0
77,1154,0
296,419,0
1291,1249,1
700,275,1
305,1147,1
974,298,0
419,298,0
1346,1356,0
1276,708,0
655,61,0
1179,1094,0
842,447,0
5,888,0
195,615,0
755,525,0
1100,25,1
748,380,0
200,636,0
231,1175,0
326,1109,0
770,232,0
9,825,0
519,993,0
1293,1111,0
1344,1179,0
813,1334,0
571,565,1
922,788,0
481,1094,0
1084,149,0
479,194,1
121,259,0
26,573,1
247,534,0
1000,1233,0
1384652,1310,1
406,481,0
91,406,1
33,93,0
714,922,0
369,543,0
741,742,0
733,518,0
238,342,0
205,519,0
863,672,0
1219,423,0
5,1370,0
627,489,0
1075,1344,0
447,194,1
1199,814,0
1284,834,0
534,936,0
512,1084,0
17,430,0
905,1256,2
186,1077,0
1384652,245,0
912,611,0
1100,361,0
232,1358,0
1223,770,0
92,982,0
391,718,0
274,917,0
266,493,1
1146,298,0
204,26,0
507,1389,0
305,804,0
437,763,0
985,92,0
437,614,0
40,27687,0
428190,483,1
391,209,0
700,1358,0
1193,1179,0
2089740,1256,0
1025,1035,1
1016,305,0
811,2759376,0
164,631,0
1297,17,0
551,785,0
162,398,0
534,853,0
745,738,0
481,1310,0
813,71,0
149,797,0
1227,91,0
233,1389,0
116,296,0
245,162,0
2090742,83,0
1256,200,0
782,1043,0
541,527,0
406,238,0
1337,448,0
1293,791,0
578,814,0
361,1104,0
1310,900,0
518,170,0
1223,292,0
568,17,0
322,1238,0
26,432,1
109,974,0
954,486,1
304,123,1
1063,31505,1
1179,905,0
423,1389,0
982,1122,1
954,429,0
83,893,0
1037,268,0
1100,1174,0
893,792,0
202,886,0
285,59,0
137,968,0
887,235,0
437,123,0
1146,257,0
373,1337,0
1247,968,0
1247,1334,0
1265,519,0
117,391,0
370,1276,0
1195,337,0
1061,1284,0
1366,782,0
974,1154,1
565,219,0
655,779,0
30,1094,0
373,1010,0
556,1016,0
178,1223,0
195,363,0
202,235,0
92,493,1
64,536,1
373,697,0
59,534,0
1100,123,1
1370,804,0
184,1050,0
1227,198,0
1142,1179,0
547,960,0
1389,115,0
1169,326,0
1109,700,1
556,77,0
430,1030,0
1228206,304,0
1013,1025,0
1016,727,0
716,1249,0
1370,414,0
235,406,0
136,825,0
75,891,0
1199,369,0
810,805,1
1284,231,0
1219,305,3
207,198,0
763,519,0
952,1185,0
522,341,0
914,1317,0
916,751,0
150,304,0
13,404,0
46,742,0
1185,1192,0
305,430,0
61,326,1
437,115,0
363,121,0
1178,525,0
1075,164,0
99,231,0
767,304,0
619,288,0
1297,40,0
985,430,0
257,225,1
121,39,0
785,1389,0
1069,423,0
1314,238,0
233,380,2
1048,788,0
731,5,0
795,1069,0
782,796,0
1037,61,0
27687,5,0
231,430,0
1195,61,0
288,960,2
72,731,0
5,1293,1
1,1048,0
30,1238,0
1276,872,1
1063,304,0
982,121,0
788,1037,0
123,536,0
481,940,0
123,1228,0
1219,966,0
842,571,0
304,349,0
832,1030,3
486,305,0
136,1322,0
737,742,0
672,266,0
77,266,0
121,578,0
219,960,0
83,1297,0
1122,891,0
1247,137,0
527,179,0
1341,305,0
765,637,0
627,1178,0
1000,527,0
219,1249,0
731,39,0
1042,439,0
765,551,0
541,697,0
943,60,0
722,1124,0
1169,439,0
1220,33,1
770,1256,0
758,1030,1
779,117,0
1111,1169,0
1030,234,4
383,39,1
573,83,0
954,1142,0
195,1204,0
486,370,0
61,814,0
60,765,0
519,93,0
242,2089740,0
1276,666,0
916,149,1
312,1016,0
572,35,2
275,1238,0
1228206,578,0
985,25,0
423,751,0
1194,58,0
311,1233,0
202,479,1
1013,430,0
1254,893,0
797,224,0
522,51,1
891,1346,0
322,357,0
1030,952,0
1220,437,1
230,1109,0
219,588,0
1358,522,0
534,891,0
960,940,1
1317,993,0
1037,1077,0
1309,887,0
987,804,0
666,363,0
758,361,0
394,572,1
49,1284,1
567,1245,0
1247,810,0
361,1358,0
541,813,0
708,17,0
700,788,0
1109,699,0
337,27687,0
46,572,0
1016,966,0
233,627,0
349,292,0
1117,363,0
832,1142,0
565,627,0
1228,27687,0
718,512,0
1276,1057,0
738,637,0
233,51,0
285,700,0
1179,916,0
429,1053,0
1311,1293,0
406,936,0
35,342,0
430,1109,0
83,1104,0
30,202,0
541,35,0
1117,1297,0
788,727,0
372,1104,2
893,1048,0
274,349,0
1043,1144,2
1228,219,0
1192,439,0
1142,741,0
370,1026,0
178,312,0
430,292,0
631,551,0
1000,276,0
481,571,0
699,536,0
486,1175,0
33,400,1
931,1154,0
481,1194,0
1199,12081,0
312,1358,0
1297,785,0
541,1337,0
13,285,0
163,1366,0
1042,276,1
1000,383,1
1154,863,0
370,954,0
733,1194,0
1016,318,0
758,230,0
22,305,0
1063,853,0
1271,556,0
1124,1256,0
1334,1025,0
404,1322,0
565,900,0
49,961,0
1228206,697,0
1146,200,0
518,837,0
974,179,0
429,400,0
831,459,0
567,1122,0
522,2759376,0
1050,72,0
631,203,0
178,373,0
1358,519,0
459,302,0
394,571,0
697,1010,0
338,779,0
1266,573,0
245,1117,0
143,338,0
2759376,361,0
742,1297,0
1284,266,0
1013,631,1
940,568,0
406,1190,0
1175,72,1
672,714,0
1337,475,0
414,136,0
1366,837,0
657,627,0
245,718,0
1053,238,2
406,448,0
372,646,0
680,437,0
370,863,0
863,985,0
842,578,0
2759376,383,1
149,55,0
737,891,0
737,1174,0
1146,614,0
459,737,0
188,936,0
627,657,0
392,1256,0
1368,170,0
400,1228206,0
838,805,0
481,982,0
40,204,0
952,170,0
1016,234,1
646,432,0
200,838,0
439,447,0
60,931,0
305,60,0
33,1284,0
810,288,0
259,1228206,0
238,968,0
1179,580,0
242,697,0
377,64,2
568,1057,0
993,838,0
1344,428190,1
1043,39,0
1174,1266,0
699,740,0
888,578,0
714,481,0
2759376,1339,0
982,1220,1
22,888,0
71,400,0
1227,1014,0
1063,573,1
117,109,0
952,1060,0
631,567,0
109,556,0
1265,627,0
1108,1341,0
448,123,0
219,893,0
714,1358,0
267,157,0
541,446,0
1053,285,0
1190,916,0
974,700,0
342,1030,1
1069,1013,0
312,960,0
31505,1249,0
304,767,0
580,363,0
1975282,257,3
381,1314,0
1000,475,0
302,58,0
961,614,0
580,55,0
419,1069,1
974,727,1
1014,242,0
1060,350,0
999,1078,0
740,234,1
373,985,0
627,121,0
369,527,0
1975282,1016,1
758,1144,0
1199,1109,0
342,741,0
1075,2090742,0
1265,672,0
109,1346,0
394,162,0
1199,740,0
961,481,0
1317,1227,0
33,637,0
25,1233,0
838,91,0
35,188,1
99,1042,0
423,791,0
795,1142,0
83,645,0
26,814,0
741,813,0
543,578,0
631,91,1
795,716,0
117,1322,0
277,1341,0
731,547,0
914,312,0
699,842,0
1169,900,1
381,770,0
1061,377,0
1042,288,0
810,1219,0
298,811,0
200,285,0
940,275,0
1194,810,0
459,305,0
993,900,0
770,556,0
304,714,0
1146,479,0
916,205,0
872,742,1
91,1245,0
1078,1356,0
75,373,0
943,437,0
1053,1185,1
1220,1069,1
1254,92,0
372,46,0
758,1266,0
1063,1185,2
1063,91,1
341,337,0
905,194,4
5,1228,1
404,1060,0
203,136,0
936,439,1
1014,1,0
292,35,0
1078,1174,0
1195,825,0
149,619,0
162,680,0
804,259,0
49,733,0
914,186,0
831,1975282,0
202,987,0
1144,614,1
872,302,1
966,697,0
59,611,1
2090742,795,0
5,738,0
149,200,0
954,277,0
999,1265,1
432,1108,0
232,680,0
186,1343,0
1358,785,0
238,536,0
1256,738,0
714,1284,0
1297,61,0
708,1247,0
137,479,0
157,349,0
708,60,0
1190,350,1
1199,267,0
137,1311,0
1238,1175,0
437,96,0
33,916,0
1223,51,1
1346,202,0
432,423,0
394,341,0
1392,791,0
209,257,1
337,740,1
1370,298,0
782,811,0
1030,968,2
439,916,0
205,274,0
813,1178,0
30,838,0
483,121,0
1367,1117,0
203,370,0
974,1063,1
203,1010,0
1344,646,0
377,627,0
1111,893,0
942,202,0
722,404,0
837,888,0
40,92,0
164,430,0
475,1346,0
242,1060,0
186,136,0
968,916,0
493,1245,0
936,1109,1
648,1368,0
1065,805,0
447,527,0
1117,1317,0
1208,657,0
1344,572,1
326,357,0
982,936,1
745,1069,0
1144,225,0
437,648,0
893,150,0
803,814,0
25,275,0
121,232,0
811,886,0
518,1334,0
71,779,0
242,1193,0
838,77,1
203,198,1
685,648,0
350,571,1
741,1341,0
188,1190,0
1228,795,0
1169,1075,3
288,1013,0
1178,763,0
1284,245,0
27687,1208,0
302,943,0
1384652,527,0
519,563,0
1276,657,0
666,916,0
1317,1185,0
519,655,0
1266,116,0
572,13,1
891,274,0
22,1291,0
448,116,0
1338,1223,0
489,274,0
247,837,1
205,200,0
404,1142,0
796,672,0
619,727,0
837,832,2
136,785,0
116,1338,0
755,1291,0
91,61,1
428190,1247,0
1078,188,0
1108,317,0
430,1122,0
234,813,1
755,1037,0
341,547,0
1035,414,1
268,999,0
209,518,1
170,369,0
1122,838,0
1195,863,0
2090742,115,0
164,1384652,0
795,312,0
72,1368,0
1228,121,0
738,1179,0
565,1204,1
372,337,3
1370,785,0
439,588,0
117,1344,0
804,714,0
1276,1048,0
179,1084,0
1194,317,1
64,459,0
115,92,0
117,588,0
202,1000,0
312,803,0
178,954,0
825,631,0
831,394,0
1000,419,0
1284,922,0
699,475,0
1347,49,0
872,889,2
25,961,0
235,788,0
893,863,0
645,209,0
745,396,0
1228206,60,0
571,186,0
578,1174,0
1030,242,0
276,40,0
927,900,0
1256,1195,0
779,547,0
1367,305,0
257,1341,0
619,1190,0
527,788,0
26,1311,0
17,483,0
479,116,0
982,383,3
872,834,0
810,1111,0
5,277,0
1122,1358,0
95,718,0
277,708,0
1367,751,0
430,1220,0
25,27687,0
2759376,109,0
1334,370,0
381,1,0
486,784,0
751,209,0
26,17,0
2759376,1366,1
259,1341,0
1317,194,0
164,232,0
59,1111,0
372,312,0
1061,737,0
1111,9,0
922,832,0
1266,722,0
811,493,0
1154,1195,0
755,572,0
1075,1311,1
164,1,0
1026,1057,0
573,318,0
317,1311,0
338,611,0
1199,92,0
797,1061,1
785,832,0
699,203,0
363,765,0
758,150,0
1245,1389,0
115,1077,0
571,803,0
522,1343,0
92,235,0
1223,317,0
987,423,0
1013,891,0
25,796,0
12081,429,1
432,1078,0
157,784,0
563,1025,0
960,1199,0
179,136,1
1185,968,0
736,795,0
219,556,0
123,1063,0
779,519,0
905,1077,0
178,1249,0
219,326,0
1291,1343,0
432,758,0
636,547,0
1343,13,0
149,966,0
1343,30,0
398,381,0
889,1317,0
1271,207,0
91,1075,2
748,448,0
72,1192,1
655,178,0
123,1227,0
940,231,1
288,573,2
1223,341,0
75,33,0
1346,782,0
1208,748,0
1276,437,0
447,982,0
1368,578,0
372,1238,1
238,207,0
1309,637,1
5,392,0
619,1124,1
541,58,0
741,219,0
567,162,1
1094,275,1
1228206,394,0
231,1318,0
46,1392,0
342,162,0
796,733,0
968,95,1
572,685,0
394,782,0
1370,922,0
1358,123,0
534,887,0
71,1048,0
922,55,0
493,1384652,3
796,446,0
312,446,0
1025,430,0
1144,556,0
1318,611,0
1368,745,0
296,536,0
767,1317,0
234,785,1
486,33,0
268,588,1
235,391,0
377,993,2
276,149,0
391,184,0
318,184,0
9,1220,0
519,266,0
987,522,0
96,782,0
1195,1310,0
115,738,0
917,699,1
234,296,1
459,1048,0
1384652,1043,2
782,195,0
1220,745,1
430,814,0
400,547,0
648,1175,0
1314,1053,0
318,943,0
1339,1084,0
179,985,0
377,419,3
1249,33,0
551,370,0
758,1026,0
1219,392,0
381,755,0
1337,392,0
1,547,0
27687,737,0
27687,296,0
1344,534,0
292,685,0
266,565,0
1284,727,0
205,897,0
361,1356,0
33,1013,1
1000,791,0
814,1014,0
1233,116,0
666,982,0
257,1117,0
697,619,0
1228,1030,2
91,373,0
1078,758,0
1075,891,1
1271,341,0
637,1271,1
1174,204,0
447,230,0
1238,541,0
1341,363,0
627,1057,0
317,810,0
341,93,0
209,1154,1
188,1016,0
1358,1048,0
257,655,0
931,842,0
568,838,0
285,163,0
982,1084,1
758,398,0
961,738,0
9,268,0
1100,26,0
1025,1194,0
46,507,1
419,363,0
1185,887,0
837,322,0
567,765,0
1271,404,0
927,1228,0
897,317,0
708,59,0
373,83,0
178,377,0
59,699,0
974,825,0
95,727,0
536,170,0
137,475,0
274,5,0
619,1122,0
437,512,0
551,814,0
1356,396,0
245,792,0
1060,302,0
518,1014,0
716,1356,0
51,342,1
247,1367,0
341,1367,0
326,507,0
1223,96,0
1104,1389,0
748,863,0
288,1227,0
372,77,3
805,481,0
2090742,372,0
257,194,1
974,55,0
83,1094,0
188,373,0
1144,737,0
9,519,0
700,195,0
341,631,0
59,143,0
55,312,0
614,1053,0
157,1,0
1199,741,0
392,257,0
277,381,0
700,745,0
745,364,0
740,758,0
430,285,0
886,1297,0
447,1254,0
1265,917,0
209,1147,0
350,2090742,1
122,699,1
1077,740,0
489,123,0
204,779,0
1042,942,0
1122,547,0
813,383,0
792,245,0
905,235,0
993,522,0
157,547,0
1370,292,0
655,1060,0
392,1318,0
116,631,0
479,40,0
439,51,1
186,730,0
872,1190,1
414,507,0
163,483,0
419,163,0
394,64,0
380,1057,0
966,115,0
288,205,1
202,571,2
837,611,0
1037,414,0
655,1199,0
1122,72,0
788,31505,0
782,414,1
863,917,0
164,1276,0
432,982,0
61,943,0
568,914,0
149,117,0
274,1014,0
1124,573,1
722,1060,1
268,985,0
432,556,0
1100,636,1
1013,121,0
2090742,831,0
727,257,0
428190,1195,0
942,1175,0
234,93,1
1344,960,0
55,58,0
31505,738,0
430,727,0
811,767,0
398,394,0
1057,298,0
203,318,0
666,224,0
805,178,0
25,1291,0
489,49,0
614,796,0
61,1065,2
59,999,0
77,887,0
1208,1048,0
1194,891,0
1276,432,0
784,730,0
714,931,0
380,2089740,0
1061,1341,0
268,922,0
1311,268,0
1154,338,0
247,489,0
784,1,1
556,1,0
646,708,0
645,2089740,0
198,1389,0
1337,1108,0
1343,99,0
117,708,0
1199,302,0
224,792,0
39,982,0
109,1389,0
178,614,0
1291,231,0
285,1311,0
914,614,0
825,1075,0
803,117,0
429,123,0
733,887,0
383,782,0
838,954,0
942,1010,0
51,26,1
394,838,0
541,1084,0
1291,672,0
198,1050,1
136,646,0
1154,741,0
447,83,0
230,810,0
893,33,0
578,742,0
207,631,0
567,31505,1
242,109,0
322,400,0
1233,203,0
1247,1030,0
863,1366,0
205,446,0
46,803,0
961,230,0
377,2089740,0
1228206,372,0
1366,917,0
838,1094,0
33,730,1
1204,383,3
242,1213,0
512,853,0
1154,337,2
2090742,247,0
93,326,0
1228206,22,0
1190,627,1
1154,437,1
1124,143,0
699,204,0
1,900,1
61,1048,1
1195,742,0
302,170,0
522,1346,0
33,394,1
1108,1185,0
235,219,0
522,578,1
1026,1311,0
364,12081,0
364,1147,0
785,966,0
615,1042,1
1247,423,0
563,982,0
897,1048,0
489,527,0
507,1975282,0
178,1190,0
982,733,0
170,298,0
1042,886,0
1266,349,0
834,377,0
369,1190,0
803,987,1
1026,429,0
519,1043,1
942,1109,0
736,1037,0
1,1338,0
1078,1314,1
1322,795,0
1185,1016,0
737,1084,0
363,751,0
46,2089740,0
224,1179,0
831,1238,0
1208,745,0
51,565,0
1220,1000,0
296,792,0
406,1175,0
58,1254,0
392,572,0
905,58,0
1048,588,0
982,317,0
1347,731,0
96,428190,1
770,318,0
58,791,0
891,493,0
349,1318,0
556,459,0
164,804,0
1356,298,0
276,1014,0
631,1013,1
1389,1322,0
170,1142,0
1053,231,0
522,26,0
1310,916,1
565,317,0
872,645,0
61,363,0
536,186,0
268,1392,0
186,350,0
1026,914,0
391,982,1
536,383,1
109,200,0
568,350,0
163,1035,0
993,430,0
163,912,0
391,784,0
936,123,0
615,512,0
64,235,0
58,1178,0
666,35,0
1190,202,1
797,235,0
13,1337,0
1147,1367,0
893,782,1
1341,292,0
718,1309,0
33,863,0
565,234,2
1318,1014,0
1341,1030,1
373,567,0
1124,1266,0
164,96,0
342,274,0
782,184,0
1078,697,0
619,887,0
571,447,0
99,46,0
842,611,0
406,556,0
527,39,0
1344,733,1
234,184,1
439,736,0
361,792,0
779,364,0
1271,1065,1
627,740,1
1122,1146,0
708,1254,0
645,1037,0
326,245,0
419,1389,1
292,804,0
1199,1358,0
1249,751,0
1109,1026,0
1265,745,1
1043,708,1
13,982,0
810,342,0
394,1356,0
170,149,0
383,64,1
277,666,0
1178,727,1
1311,33,0
1060,519,0
922,785,0
960,357,2
936,231,0
59,396,0
116,364,0
637,1370,0
1016,77,0
380,398,1
296,1338,0
770,1117,0
1254,394,0
1075,1219,2
233,298,0
1026,1077,0
364,296,0
285,1223,0
547,571,0
162,810,0
655,235,0
1271,872,0
486,72,2
795,745,0
1309,1310,0
383,361,0
893,350,0
338,1367,0
364,1227,0
1194,922,0
897,27687,0
718,1337,0
123,1347,0
60,740,0
1370,718,0
834,985,0
1370,404,0
164,700,0
1213,1053,0
779,1317,0
363,611,0
943,1174,0
888,163,0
209,274,0
383,832,8
791,383,2
1146,26,0
51,573,0
887,767,0
727,795,0
93,645,0
1000,1341,0
987,5,3
276,342,0
1122,1334,0
479,1343,0
680,1010,1
770,22,0
40,35,0
93,406,0
797,680,1
714,645,0
392,369,0
615,232,0
